REGION;UNIDAD TERRITORIAL;Rob_vio_o_int;Rob_sor;Rob_fuerza;Rob_vehi;Rob_acc_vehi;Robo_lug_habi;Robo_lug_no_habi;Otros_rob_fuerza;Hurtos;Lesiones;Lesiones_leves;Lesiones_graves;Homicidio;Violacion
13;Maip£;198,6834749;69,55333395;420,9906127;85,36518794;146,0714131;110,9653325;70,30627938;8,282399712;137,8831316;108,8947326;91,01227866;17,88245392;0,282354536;4,51767257
6;Malloa;135,8695652;7,151029748;586,3844394;28,60411899;64,35926773;214,5308924;278,8901602;0;479,1189931;207,3798627;171,624714;35,75514874;0;0
6;MarchigÅe;37,03703704;0;358,0246914;24,69135802;0;86,41975309;246,9135802;0;135,8024691;135,8024691;123,4567901;12,34567901;0;0
2;Mar°a Elena;78,89546351;78,89546351;1380,670611;157,790927;0;78,89546351;986,1932939;157,790927;1025,641026;631,1637081;433,9250493;197,2386588;0;39,44773176
13;Mar°a Pinto;66,55574043;8,319467554;648,9184692;16,63893511;8,319467554;382,6955075;241,2645591;0;174,7088186;282,8618968;216,3061564;66,55574043;0;16,63893511
14;Mariquina;115,6260324;16,51800463;1051,646294;11,01200308;60,56601696;600,154168;357,8901002;22,02400617;754,3222112;302,8300848;253,2760709;49,55401388;0;38,54201079
7;Maule;126,7266506;42,24221687;1575,634689;67,58754699;228,1079711;874,4138892;401,3010603;4,224221687;705,4450218;447,7674988;342,1619567;105,6055422;4,224221687;16,89688675
10;Maull°n;56,19781631;8,028259473;321,1303789;0;0;136,480411;184,6499679;0;385,3564547;337,1868979;280,9890816;56,19781631;0;24,08477842
2;Mejillones;259,3823458;97,26837967;1183,431953;178,3253627;170,2196644;405,2849153;421,4963119;8,105698306;859,2040204;672,7729594;575,5045797;97,26837967;8,105698306;32,42279322
9;Melipeuco;56,07476636;0;859,8130841;0;56,07476636;355,1401869;448,5981308;0;280,3738318;224,2990654;168,2242991;56,07476636;0;37,38317757
13;Melipilla;418,9969744;273,2190336;1428,440451;86,18318511;266,8011369;600,5317686;450,1696158;24,75474466;499,6791052;360,3190612;264,0506097;96,26845145;0;12,83579353
7;Molina;102,5991792;43,31965344;640,6748746;36,47970816;70,67943456;246,2380301;266,7578659;20,51983584;647,5148199;227,998176;166,4386685;61,55950752;0;9,119927041
4;Monte Patria;18,55000773;24,73334364;238,0584325;9,275003865;9,275003865;120,5750502;98,93337456;0;148,4000618;247,3334364;197,8667491;49,46668728;0;6,18333591
6;Mostazal;146,0615545;48,68718484;1123,282907;48,68718484;229,5252999;309,5113893;507,7377847;27,82124848;692,0535559;358,1985742;246,9135802;111,2849939;0;6,95531212
8;MulchÇn;65,4117305;21,80391017;508,7579039;14,53594011;83,58165564;145,3594011;218,0391017;47,24180536;330,6926375;145,3594011;127,189476;18,16992514;0;14,53594011
8;Nacimiento;58,49549585;27,29789806;436,766369;46,79639668;31,19759778;136,4894903;218,3831845;3,899699723;167,6870881;179,3861873;152,0882892;27,29789806;0;7,799399446
6;Nancagua;44,84556309;22,42278155;414,8214586;5,605695387;28,02847693;134,5366893;246,650597;0;442,8499355;224,2278155;151,3537754;72,87404002;0;0
12;Natales;31,94159252;13,68925394;469,9977185;82,13552361;27,37850787;146,0187086;200,7757244;13,68925394;853,2968287;241,8434862;182,5233858;59,32010039;4,563084645;0
6;Navidad;36,71745915;18,35872958;1009,730127;55,07618873;73,4349183;495,6856985;385,5333211;0;275,3809436;183,5872958;146,8698366;36,71745915;0;0
8;Negrete;44,56824513;22,28412256;590,5292479;44,56824513;89,13649025;267,4094708;167,1309192;22,28412256;155,9888579;256,2674095;200,5571031;55,71030641;0;0
8;Ninhue;0;0;185,7201816;20,63557573;0;41,27115147;41,27115147;82,54230293;103,1778787;82,54230293;82,54230293;0;0;0
5;Nogales;68,77579092;10,85933541;405,4151886;10,85933541;43,43734163;206,3273728;144,7911388;0;202,7075943;170,1295881;126,6922464;43,43734163;0;10,85933541
9;Nueva Imperial;66,62225183;127,1879353;351,2809642;21,19798922;51,48083096;172,6121979;99,93337775;6,056568348;436,0729211;299,8001332;233,1778814;66,62225183;0;18,16970505
8;•iquÇn;44,56824513;0;935,9331476;22,28412256;356,545961;245,1253482;267,4094708;44,56824513;256,2674095;245,1253482;189,4150418;55,71030641;11,14206128;0
13;•u§oa;727,3381673;326,1774255;3560,207854;545,878542;1777,854427;554,87654;562,3748716;119,2234728;977,0326102;404,1600744;365,9185831;38,24149127;3,749165811;11,24749743
11;O'Higgins;0;0;253,4854246;0;0;0;253,4854246;0;887,1989861;126,7427123;126,7427123;0;0;0
6;Olivar;75,63256326;41,25412541;1072,607261;75,63256326;137,5137514;433,1683168;412,5412541;13,75137514;460,6710671;412,5412541;336,9086909;75,63256326;0;20,62706271
2;OllagÅe;0;0;2183,406114;0;436,6812227;873,3624454;873,3624454;0;436,6812227;873,3624454;873,3624454;0;0;0
5;OlmuÇ;41,71881519;23,83932296;667,501043;23,83932296;53,63847667;399,3086596;184,754753;5,959830741;226,4735682;190,7145837;154,9555993;35,75898444;0;11,91966148
10;Osorno;112,6092929;83,71999788;708,6720947;54,83070284;175,6940801;264,720275;188,6647839;24,76225289;738,7405447;244,0850642;185,1273193;58,95774498;0,58957745;14,73943625
4;Ovalle;171,9187856;148,7097495;979,0774838;70,48670208;214,898482;444,4100607;224,3540152;24,92822391;457,3039696;269,0528994;226,9327969;42,12010246;0;7,73634535
13;Padre Hurtado;214,3722621;59,65141206;661,7578525;76,4283717;137,9438904;320,6263398;109,982291;16,77695964;266,5672476;262,8390344;210,6440488;52,19498555;1,864106627;13,04874639
9;Padre Las Casas;110,4823167;46,64808927;710,7695707;135,0339426;81,02036557;283,5712795;206,2336578;4,910325186;295,8470925;176,7717067;132,57878;44,19292668;1,227581297;19,64130075
4;Paiguano;0;0;451,2247529;0;0;193,382037;214,86893;42,97378599;386,7640739;623,1198969;580,1461109;42,97378599;21,486893;64,46067899
14;Paillaco;20,14402981;10,07201491;392,8085814;15,10802236;40,28805963;171,2242534;141,0082087;25,18003727;553,9608199;332,3764919;287,0524248;45,32406708;0;5,036007453
13;Paine;210,2648773;101,6045045;643,495195;42,33521019;64,91398896;290,7017767;222,9654404;22,57877877;340,0928552;232,8436561;193,3307932;39,51286285;2,822347346;11,28938939
10;Palena;0;0;250,4696306;0;0;125,2348153;125,2348153;0;500,9392611;187,8522229;187,8522229;0;0;0
6;Palmilla;25,579809;8,526603001;460,4365621;17,053206;17,053206;162,005457;247,271487;17,053206;255,79809;102,319236;93,79263302;8,526603001;0;0
14;Panguipulli;11,28636325;14,10795406;553,0317993;5,643181626;33,85908975;290,6238537;211,619311;11,28636325;617,928388;341,4124884;262,4079456;79,00454276;0;11,28636325
5;Panquehue;38,40737422;102,4196646;550,5056971;51,20983229;64,01229036;140,8270388;294,4565357;0;588,9130713;320,0614518;268,8516195;51,20983229;0;38,40737422
5;Papudo;0;101,5056674;1201,150398;16,91761123;152,2585011;710,5396718;304,5170022;16,91761123;828,9629504;186,0937236;169,1761123;16,91761123;0;0
6;Paredones;0;0;206,3071029;0;29,47244327;58,94488653;117,8897731;0;73,68110816;117,8897731;88,4173298;29,47244327;0;0
7;Parral;99,46503938;53,76488615;822,6027581;67,20610769;115,5945052;303,7716068;298,3951181;37,63542031;524,20764;413,9896234;290,3303852;123,6592382;0;18,81771015
13;Pedro Aguirre Cerda;538,6965752;267,5076387;969,4084154;175,4751942;413,5324506;217,196569;149,7061097;13,49809186;309,2290135;430,7118403;354,6316862;76,08015412;0;11,04389334
7;Pelarco;14,83239395;29,6647879;637,7929398;0;29,6647879;281,815485;252,1506971;74,16196974;385,6422427;207,6535153;148,3239395;59,32957579;0;14,83239395
7;Pelluhue;46,85486705;23,42743352;597,3995549;0;11,71371676;351,4115029;234,2743352;0;620,8269884;292,8429191;234,2743352;58,56858381;0;0
8;Pemuco;174,958994;10,93493712;437,397485;0;76,54455987;153,0891197;164,0240569;43,7397485;317,1131766;360,8529251;273,3734281;87,47949699;0;0
7;Pencahue;21,29018522;10,64509261;415,1586119;10,64509261;42,58037045;127,7411113;212,9018522;21,29018522;223,5469449;202,2567596;138,386204;63,87055567;0;31,93527784
8;Penco;211,3751821;120,7858183;582,6139472;120,7858183;111,9045082;143,8772248;195,3888238;10,65757221;314,39838;310,845856;246,9004228;63,94543323;0;7,105048137
13;Pe§aflor;151,3135302;99,80254121;570,9134615;49,3646978;103,021978;259,7012363;138,435783;20,38976648;331,6019918;277,9447115;214,6291209;63,31559066;2,146291209;11,80460165
13;Pe§alolÇn;298,1443967;142,1615666;882,5863928;129,1300897;422,5357675;216,0066026;103,462029;11,45190398;319,0737384;314,7299128;269,3171901;45,41272267;1,974466203;11,84679722
6;Peralillo;84,0257679;0;364,1116609;0;37,34478573;168,0515358;158,7153394;0;317,4306787;168,0515358;112,0343572;56,0171786;0;9,336196434
9;Perquenco;0;14,14827391;424,4482173;14,14827391;28,29654782;99,03791737;212,2241087;70,74136955;537,6344086;198,0758347;141,4827391;56,59309564;0;28,29654782
5;Petorca;0;20,51492461;410,2984922;20,51492461;0;235,921633;153,8619346;0;133,3470099;205,1492461;174,3768592;30,77238691;0;0
6;Peumo;50,48592705;44,17518617;599,5203837;18,93222264;31,5537044;208,2544491;334,4692667;6,310740881;574,2774202;233,4974126;189,3222264;44,17518617;0;18,93222264
1;Pica;0;7,096224808;85,1546977;10,64433721;14,19244962;17,74056202;42,57734885;0;60,31791087;49,67357366;31,93301164;17,74056202;0;7,096224808
6;Pichidegua;30,48315806;15,24157903;157,4963166;5,080526343;10,16105269;40,64421074;81,28842148;20,32210537;248,9457908;167,6573693;137,1742112;30,48315806;0;0
6;Pichilemu;112,2684463;24,94854363;848,2504834;31,18567954;112,2684463;411,6509699;261,9597081;31,18567954;1128,921599;424,1252417;274,4339799;149,6912618;0;18,71140772
8;Pinto;26,03036876;8,676789588;433,8394794;8,676789588;78,09110629;234,2733189;104,1214751;8,676789588;234,2733189;216,9197397;182,2125813;34,70715835;0;8,676789588
13;Pirque;82,88125377;33,90596745;1084,990958;33,90596745;161,9951778;632,9113924;233,5744424;22,6039783;282,5497288;177,0644967;146,925859;30,13863773;0;7,534659433
9;PitrufquÇn;85,33463367;56,88975578;658,2957455;24,38132391;52,8262018;300,7029948;260,067455;20,31776992;540,4526799;329,1478727;239,7496851;89,39818765;0;16,25421594
6;Placilla;11,66180758;11,66180758;489,7959184;11,66180758;11,66180758;268,2215743;198,2507289;0;489,7959184;198,2507289;116,6180758;81,63265306;0;11,66180758
8;Portezuelo;42,78990158;0;128,3697047;21,39495079;21,39495079;42,78990158;21,39495079;21,39495079;256,7394095;235,3444587;128,3697047;106,974754;0;0
12;Porvenir;34,99562555;0;612,4234471;0;87,48906387;139,9825022;384,951881;0;874,8906387;454,9431321;402,4496938;52,49343832;0;17,49781277
1;Pozo Almonte;68,91120299;44,30005907;846,6233511;127,9779484;49,22228785;379,0116165;255,9558968;34,4556015;575,9007679;172,2780075;147,6668636;24,61114393;0;4,922228785
12;Primavera;0;0;656,4551422;0;0;0;656,4551422;0;656,4551422;437,6367615;437,6367615;0;0;0
13;Providencia;1087,137522;810,3971898;4507,933487;490,8374369;2469,253277;524,141431;810,3971898;213,3041527;3494,540524;466,2559174;395,683168;70,5727494;0;9,515426886
5;Puchuncav°;152,7667761;84,87043114;3027,045377;130,1346611;571,460903;1759,646939;548,8287881;16,97408623;661,9893629;475,2744144;384,7459545;90,52845988;0;11,31605749
9;Puc¢n;60,28201499;47,17722912;1006,447555;26,20957174;123,1849872;581,8524925;264,7166745;10,48382869;995,963726;233,2651884;167,7412591;65,52392934;0;10,48382869
13;Pudahuel;405,3019702;111,6097772;600,5347828;126,1089325;187,8146401;147,6890707;126,1089325;12,81320704;293,692193;218,8360887;170,9551571;47,88093159;3,034706932;10,11568977
13;Puente Alto;355,2481833;114,6343106;554,8536994;104,4708563;187,787546;166,0424809;85,79846343;10,75435285;192,7510935;227,3777461;176,9150134;50,46273262;0,70907821;8,508938522
10;Puerto Montt;173,2190234;133,0205159;1330,205159;78,93525117;343,514519;463,0137187;426,8350619;17,9066079;783,1400151;349,7270156;284,6785216;65,04849402;0,365440978;15,71396204
10;Puerto Octay;11,57809425;0;463,1237698;0;34,73428274;127,3590367;289,4523561;11,57809425;416,8113928;301,0304504;219,9837907;81,04665972;0;46,31237698
10;Puerto Varas;87,10002751;59,59475566;1143,760888;59,59475566;302,5579903;396,5343357;371,3211699;13,75263592;848,0792152;332,3553681;279,6369304;52,7184377;0;13,75263592
6;Pumanque;0;0;505,7316251;0;33,71544167;236,0080917;236,0080917;0;134,8617667;236,0080917;168,5772084;67,43088334;0;67,43088334
4;Punitaqui;112,9730748;37,65769158;640,1807569;28,24326869;28,24326869;357,74807;216,5317266;9,414422896;207,1173037;291,8471098;244,7749953;47,07211448;9,414422896;18,82884579
12;Punta Arenas;63,30516254;18,20023423;619,5992783;189,1241731;112,3666635;178,0457696;123,4450669;16,61760517;560,2506884;272,2121989;205,7417782;66,47042066;0;15,82629063
10;Puqueld¢n;25,54278416;0;76,62835249;0;0;51,08556833;25,54278416;0;204,3422733;280,9706258;229,8850575;51,08556833;0;25,54278416
9;PurÇn;37,27171077;27,95378308;717,4804324;37,27171077;18,63585539;270,2199031;270,2199031;121,13306;605,6653;391,3529631;316,8095416;74,54342154;0;55,90756616
10;Purranque;69,1050891;34,55254455;301,1007453;19,74431117;44,42470013;113,5297892;108,5937114;14,80823338;325,7811343;375,1419122;320,8450565;54,29685572;0;14,80823338
5;Putaendo;55,20896594;27,60448297;496,8806934;22,08358637;55,20896594;237,3985535;176,668691;5,520896594;353,337382;298,1284161;242,9194501;55,20896594;0;0
15;Putre;0;0;778,9678676;97,37098345;194,7419669;194,7419669;292,1129503;0;1363,193768;292,1129503;194,7419669;97,37098345;0;0
10;Puyehue;18,14882033;18,14882033;417,4228675;18,14882033;18,14882033;117,9673321;263,1578947;0;372,0508167;399,2740472;308,5299456;90,74410163;9,074410163;45,37205082
10;QueilÇn;0;0;245,0980392;0;0;94,26847662;150,8295626;0;188,5369532;263,9517345;207,3906486;56,56108597;0;0
10;Quell¢n;64,5661157;33,57438017;364,1528926;2,582644628;61,98347107;118,8016529;170,4545455;10,33057851;413,2231405;284,0909091;188,5330579;95,55785124;0;7,747933884
10;Quemchi;0;0;128,6863271;0;10,72386059;42,89544236;64,34316354;10,72386059;117,9624665;107,2386059;75,06702413;32,17158177;0;10,72386059
8;Quilaco;0;0;287,9355024;28,79355024;0;143,9677512;115,174201;0;431,9032537;259,1419522;172,7613015;86,38065073;0;0
13;Quilicura;362,1104981;146,4760277;891,677675;158,5204756;251,7678141;240,1118968;234,6724687;6,605019815;276,2452405;271,5828736;222,2394902;49,34338332;1,554122309;8,936203279
8;Quilleco;49,04845988;0;264,8616833;9,809691976;19,61938395;68,66784383;127,5259957;39,2387679;284,4810673;215,8132235;147,1453796;68,66784383;0;0
8;Quill¢n;115,9644376;32,21234377;1926,298157;38,65481252;77,30962505;1191,856719;599,1495941;19,32740626;521,8399691;380,1056565;341,450844;38,65481252;0;12,88493751
5;Quillota;97,81970741;70,64756646;623,8723562;57,60493881;140,2082473;219,5508989;201,073843;5,434428189;384,7575158;189,118101;154,3377606;34,78034041;0;7,608199465
5;QuilpuÇ;275,3007704;172,2776131;1017,639854;171,1329113;180,2905253;418,9608398;239,2426653;8,012912236;505,3858217;210,0527708;170,5605604;39,4922103;1,144701748;8,012912236
10;Quinchao;11,35202634;45,40810535;204,3364741;0;0;45,40810535;158,9283687;0;317,8567374;295,1526848;227,0405267;68,11215802;0;22,70405267
6;Quinta de Tilcoco;89,45998699;40,66363045;520,4944697;24,39817827;32,53090436;268,379961;187,0527001;8,13272609;577,4235524;211,4508783;187,0527001;24,39817827;0;40,66363045
13;Quinta Normal;1187,541144;313,6657588;2295,052342;645,4027959;651,8568238;465,9808186;496,9601528;34,85175098;513,7406255;575,6992939;455,6543739;120,04492;3,872416775;27,10691743
5;Quintero;300,0180734;151,8163745;2306,163022;119,2842942;491,5958793;1221,760347;397,6143141;75,90818724;610,8801735;867,5221399;701,2470631;166,2750768;7,229351166;14,45870233
8;Quirihue;41,71881519;0;425,5319149;58,40634126;41,71881519;166,8752607;158,5314977;0;375,4693367;233,625365;191,9065499;41,71881519;0;8,343763037
6;Rancagua;275,3753811;206,7233014;1470,458512;173,7396207;393,8865131;447,197346;400,0230119;55,61201987;634,7440888;360,13577;287,6483786;72,48739141;1,150593514;13,423591
8;R†nquil;67,49156355;22,49718785;314,9606299;22,49718785;44,9943757;112,4859393;134,9831271;0;247,4690664;247,4690664;112,4859393;134,9831271;0;0
7;Rauco;79,57032027;9,946290034;636,5625622;19,89258007;19,89258007;348,1201512;248,6572508;0;248,6572508;129,3017704;79,57032027;49,73145017;0;9,946290034
13;Recoleta;1335,613356;770,4077041;1773,917739;368,103681;689,4068941;273,602736;423,904239;18,900189;954,9095491;699,3069931;570,6057061;128,701287;7,200072001;27,900279
9;Renaico;136,8145023;57,00604264;1083,11481;45,60483411;114,0120853;547,2580093;353,4374644;22,80241706;900,6954737;763,8809714;592,8628435;171,0181279;0;22,80241706
13;Renca;611,8620734;188,3891121;854,9967394;193,2196021;147,3299466;254,4058095;226,2279508;33,81343037;280,1684231;462,9219634;357,4562639;105,4656995;3,220326702;19,32196021
6;Rengo;143,154006;124,6825214;903,5634572;56,95374432;118,5253598;406,3726622;269,3758177;52,33587316;532,5944739;427,9227276;335,5653044;92,35742323;0;6,157161549
6;Requ°noa;87,76420683;76,79368098;1455,423097;91,42104878;157,2442039;669,2020771;522,928399;14,62736781;533,8989249;263,2926205;234,0378849;29,25473561;0;18,28420976
7;Retiro;17,96084536;5,986948452;604,6817937;17,96084536;41,90863917;245,4648865;269,4126804;29,93474226;155,6606598;221,5170927;155,6606598;65,85643298;0;5,986948452
5;Rinconada;70,85498347;11,80916391;767,5956542;82,66414738;70,85498347;247,9924421;354,2749173;11,80916391;555,0307038;472,3665564;389,7024091;82,66414738;11,80916391;11,80916391
14;R°o Bueno;69,65636195;29,85272655;610,3224094;82,92424041;23,21878732;255,4066605;235,5048428;13,26787847;547,2999867;255,4066605;215,6030251;39,8036354;0;26,53575693
7;R°o Claro;15,41663455;15,41663455;716,8735065;7,708317274;15,41663455;346,8742773;308,332691;38,54158637;192,7079319;192,7079319;169,58298;23,12495182;7,708317274;0
4;R°o Hurtado;47,56242568;0;570,7491082;0;23,78121284;214,0309156;309,1557669;23,78121284;190,2497027;95,12485137;71,34363853;23,78121284;0;0
11;R°o Ib†§ez;0;0;517,3305742;0;0;258,6652871;155,1991723;103,4661148;879,4619762;465,5975168;413,8644594;51,73305742;0;103,4661148
10;R°o Negro;49,39084623;16,46361541;419,822193;16,46361541;16,46361541;230,4906157;131,7089233;24,69542311;403,3585775;403,3585775;255,1860389;148,1725387;0;16,46361541
12;R°o Verde;0;0;275,4820937;0;0;0;275,4820937;0;0;0;0;0;0;0
7;Romeral;59,57503144;33,09723969;542,7947309;39,71668763;46,33613557;178,7250943;278,0168134;0;443,5030118;119,1500629;112,5306149;6,619447938;0;19,85834381
9;Saavedra;46,52966266;7,754943777;317,9526948;7,754943777;23,26483133;131,8340442;147,3439318;7,754943777;209,383482;364,4823575;255,9131446;108,5692129;7,754943777;7,754943777
7;Sagrada Familia;58,51997659;0;340,4798638;10,63999574;31,91998723;117,0399532;180,8799276;0;292,599883;85,11996595;79,79996808;5,319997872;0;10,63999574
4;Salamanca;58,5000585;113,1001131;717,6007176;15,6000156;74,1000741;315,9003159;312,000312;0;354,9003549;343,2003432;284,7002847;58,5000585;3,9000039;3,9000039
5;San Antonio;226,9495256;188,962266;963,3179436;158,7672647;218,183235;313,6384002;257,1445269;15,58451678;450,0029221;378,8985643;310,7163034;68,18226092;0,974032299;13,63645218
13;San Bernardo;734,4857995;234,3589558;993,6094903;250,3654308;351,8404426;180,2993513;181,5073871;29,59687844;331,3038331;342,4781648;273,3181121;69,16005267;2,416071709;12,38236751
8;San Carlos;159,6169194;68,12917291;955,7549686;83,70155529;142,0979892;465,2249236;233,5857357;31,14476476;700,7572071;321,1803866;264,7305005;56,44988613;0;29,19821696
7;San Clemente;30,46767887;22,85075915;271,6701366;0;15,23383944;71,0912507;167,5722338;17,77281267;220,8906718;154,8773676;111,7148225;43,16254507;0;12,6948662
5;San Esteban;48,38969837;21,50653261;559,1698478;32,25979891;96,77939674;182,8055272;236,5718587;10,7532663;505,4035163;236,5718587;193,5587935;43,01306522;0;5,376633152
8;San Fabi†n;86,85581934;0;1273,88535;86,85581934;0;376,3752171;810,6543138;0;810,6543138;289,5193978;202,6635785;86,85581934;0;0
5;San Felipe;257,778746;280,7730942;1558,774764;128,2842586;441,7335318;561,5461884;393,3243776;33,88640792;750,3418897;427,2107856;358,2277409;68,98304469;0;22,99434823
6;San Fernando;232,6941826;193,6951576;1393,565161;90,99772506;336,6915827;604,4848879;324,9918752;36,39909002;848,878778;374,3906402;302,8924277;71,49821254;0;7,799805005
12;San Gregorio;0;0;1027,39726;0;0;0;1027,39726;0;1541,09589;1027,39726;513,6986301;513,6986301;0;0
8;San Ignacio;0;0;249,7699487;13,14578678;0;124,8849744;98,59340082;13,14578678;236,624162;203,759695;124,8849744;78,87472065;0;19,71868016
7;San Javier;62,52855872;33,66922392;769,5822611;43,28900219;74,55328155;379,9812414;245,3043457;26,45439023;586,8064741;262,1389577;202,0153435;60,12361415;0;14,4296674
13;San Joaqu°n;765,5872978;245,7624594;1395,632876;253,2098067;540,6774107;284,4886651;305,3412375;11,91575561;421,5198546;454,2881825;345,5569126;108,7312699;7,447347255;13,40522506
13;San JosÇ de Maipo;132,0453124;27,79901314;1793,036347;55,59802627;576,8295226;611,578289;528,1812496;20,84925985;569,8797693;785,3221211;688,0255751;97,29654597;0;27,79901314
10;San Juan de la Costa;27,67017156;13,83508578;511,8981738;0;0;221,3613724;290,5368013;0;359,7122302;318,2069729;249,031544;69,17542889;0;0
13;San Miguel;1453,901251;421,5091862;3428,580155;607,8284641;1652,438186;520,7776539;575,757113;71,77873822;913,2699033;439,8356725;381,8017991;58,03387346;1,527207196;10,69045037
8;San Nicol†s;9,952229299;0;567,2770701;49,7611465;69,6656051;189,0923567;248,8057325;9,952229299;228,9012739;169,1878981;139,3312102;29,8566879;0;29,8566879
10;San Pablo;12,15509906;12,15509906;595,5998541;12,15509906;48,62039626;255,2570803;279,5672785;0;425,4284672;158,0162878;145,8611888;12,15509906;0;24,31019813
13;San Pedro;137,0374984;0;1333,001121;24,91590881;37,37386321;672,7295378;585,523857;12,4579544;348,8227233;236,7011337;149,4954528;87,20568083;0;0
2;San Pedro de Atacama;16,94053871;16,94053871;770,7945113;50,82161613;254,1080806;228,6972726;194,8161952;42,35134677;770,7945113;330,3405048;313,3999661;16,94053871;0;0
8;San Pedro de La Paz;337,306911;170,569972;1197,822837;210,8168193;317,1834873;433,1327379;214,6498524;22,0399402;366,0546591;359,3468512;243,3976005;115,9492506;6,707807888;8,624324428
7;San Rafael;57,17552887;34,30531732;994,8542024;34,30531732;137,2212693;434,5340194;354,488279;34,30531732;720,4116638;297,3127501;274,4425386;22,87021155;0;0
13;San Ram¢n;704,6496398;282,9076621;988,8670596;294,6954813;204,3222004;259,3320236;206,9417158;23,57563851;301,2442698;337,9174853;276,3588736;61,55861166;2,61951539;13,09757695
8;San Rosendo;60,25911419;0;391,6842422;30,1295571;0;150,6477855;180,7773426;30,1295571;391,6842422;241,0364568;241,0364568;0;0;0
6;San Vicente;26,04427527;24,04086948;502,8548533;44,07492738;36,06130422;210,3576079;170,2894921;42,07152159;378,6436943;136,2315937;106,1805069;30,05108685;0;14,02384053
8;Santa B†rbara;26,04505795;19,53379346;605,5475973;26,04505795;65,11264488;260,4505795;227,8942571;26,04505795;520,901159;247,4280505;201,8491991;45,57885141;0;32,55632244
6;Santa Cruz;73,3291431;47,14016342;599,7276346;44,52126545;68,09134716;272,3653886;201,6551435;13,09448984;657,3433899;183,3228577;162,371674;20,95118374;0;5,237795935
8;Santa Juana;73,44300823;29,37720329;1072,26792;51,41010576;22,03290247;660,987074;330,493537;7,344300823;558,1668625;367,2150411;293,7720329;73,44300823;7,344300823;14,68860165
5;Santa Mar°a;99,44311854;72,92495359;715,9904535;59,66587112;92,8135773;265,1816494;298,3293556;0;351,3656855;351,3656855;278,4407319;72,92495359;0;19,88862371
13;Santiago;2790,062525;2350,584353;6346,092526;1313,582232;2751,937447;667,5354563;1299,718568;313,3188227;5119,851382;1358,639143;1134,740957;223,8981852;6,931832361;56,84102536
5;Santo Domingo;51,41916907;30,85150144;1912,793089;61,70300288;164,541341;1326,614562;329,082682;30,85150144;246,8120115;257,0958453;246,8120115;10,28383381;0;0
2;Sierra Gorda;67,55235307;45,03490205;2049,088043;225,1745102;405,3141184;382,7966674;923,215492;112,5872551;1013,285296;225,1745102;225,1745102;0;0;0
13;Talagante;175,4972422;109,8350087;842,864306;42,97891645;163,5586543;367,7085074;248,3226284;20,29559944;302,046274;238,7717581;188,6296889;50,1420692;0;9,550870323
7;Talca;217,1105791;204,2727362;1030,425688;82,31322826;212,9571594;389,288708;290,7393842;55,12720792;979,4518996;289,6066334;235,9897599;53,61687346;1,887918079;9,439590397
8;Talcahuano;294,3487388;118,443118;866,0420063;156,5560025;249,7859815;209,3276887;232,7817715;17,59056208;454,4228537;270,3083039;203,464168;66,84413589;1,759056208;7,036224831
2;Taltal;177,8129013;29,63548355;1481,774178;29,63548355;296,3548355;612,4666601;523,5602094;19,75698903;770,5225724;533,4387039;454,4107478;79,02795614;0;0
9;Temuco;238,6848198;251,4981123;1364,764638;335,8274556;318,54441;423,7326015;256,8618161;29,79835453;842,3994827;267,8872073;223,7856426;44,10156471;0,595967091;12,5153089
7;Teno;73,71783621;10,53111946;593,2530628;42,12447783;42,12447783;217,6431355;287,8505985;3,510373153;305,4024643;172,0082845;140,4149261;31,59335837;0;3,510373153
9;Teodoro Schmidt;50,77108587;12,69277147;368,0903725;12,69277147;12,69277147;171,3524148;152,3132576;19,0391572;228,4698864;190,391572;152,3132576;38,0783144;0;31,73192867
3;Tierra Amarilla;99,80751408;57,03286519;1511,370927;42,77464889;78,42018963;484,7793541;891,1385186;14,2582163;434,8755971;570,3286519;442,0047052;128,3239467;7,129108149;7,129108149
13;Tiltil;266,650506;54,54214896;987,8189201;30,30119387;78,78310405;406,0359978;442,3974305;30,30119387;333,3131325;478,7588631;399,975759;78,78310405;0;12,12047755
12;Timaukel;0;0;92,85051068;0;0;0;92,85051068;0;0;0;0;0;0;0
8;Tir£a;60,51175657;77,80082988;423,582296;0;0;259,3360996;146,9571231;17,28907331;458,1604426;302,5587828;216,1134163;86,44536653;0;17,28907331
2;Tocopilla;237,4217014;202,0610224;1939,785815;116,1850879;191,9579713;843,6047686;596,0800162;191,9579713;1055,768842;752,6773085;631,4406951;121,2366135;0;50,51525561
9;ToltÇn;0;0;208,7246921;10,43623461;20,87246921;62,61740764;104,3623461;10,43623461;219,1609267;219,1609267;166,9797537;52,18117303;0;10,43623461
8;TomÇ;150,4390722;40,23370535;594,7591226;82,21670224;43,73228842;190,6727775;271,1401882;6,997166148;481,0551727;320,1203513;255,3965644;64,72378687;1,749291537;12,24504076
12;Torres del Paine;0;0;0;0;0;0;0;0;1194,921583;74,68259895;0;74,68259895;0;0
11;Tortel;0;0;290,6976744;0;145,3488372;145,3488372;0;0;436,0465116;581,3953488;436,0465116;145,3488372;0;0
9;TraiguÇn;123,1093915;64,48587173;703,4822371;29,31175988;58,62351976;293,1175988;281,3928948;41,03646383;967,288076;545,1987337;392,7775824;152,4211514;0;46,8988158
