REGION;UNIDAD TERRITORIAL;Rob_vio_o_int;Rob_sor;Rob_fuerza;Rob_vehi;Rob_acc_vehi;Robo_lug_habi;Robo_lug_no_habi;Otros_rob_fuerza;Hurtos;Lesiones;Lesiones_leves;Lesiones_graves;Homicidio;Violacion
11;AysÇn;31,52695555;3,502995061;297,7545802;0;38,53294567;101,5868568;140,1198024;17,5149753;599,0121554;350,2995061;276,7366098;73,56289628;0;7,005990122
13;Buin;245,3566906;193,9109329;1191,167159;123,9974673;253,2714225;494,6707472;304,7171802;14,51034192;432,6720135;291,5259603;236,1228366;55,40312368;1,319121992;15,82946391
8;Bulnes;64,2231295;32,11156475;610,1197303;41,28629754;100,9220606;261,4798844;188,0820221;18,34946557;426,6250745;261,4798844;206,4314877;55,04839672;0;0
5;Cabildo;46,49432769;41,84489492;427,7478148;9,298865538;83,68978985;204,5750418;125,5346848;4,649432769;190,6267435;278,9659662;218,5233402;60,442626;0;4,649432769
12;Cabo de Hornos;0;0;132,0132013;0;0;0;132,0132013;0;99,00990099;99,00990099;66,00660066;33,00330033;0;0
8;Cabrero;61,58583526;12,31716705;788,2986913;24,6343341;80,06158584;289,4534257;307,9291763;86,22016936;384,9114704;215,5504234;153,9645881;61,58583526;0;9,237875289
2;Calama;378,3548915;276,0787459;1954,610782;450,5498178;534,1087603;598,2820281;348,2736722;23,39650389;731,3078646;628,3632474;506,7014272;121,6618202;4,679300779;16,04331696
10;Calbuco;26,95999137;10,78399655;315,4318991;10,78399655;21,5679931;113,2319638;161,7599482;8,087997412;288,4719077;256,119918;202,1999353;53,91998275;0;32,35198965
3;Caldera;281,5099168;102,3672425;1740,243122;134,3570058;140,7549584;652,5911708;735,7645553;76,77543186;978,8867562;793,3461292;639,7952655;153,5508637;0;19,19385797
13;Calera de Tango;235,6358941;45,19044545;936,0877986;100,0645578;213,0406714;361,5235636;242,091672;19,36733376;267,9147837;222,7243383;154,9386701;67,78566817;0;9,683666882
5;Calle Larga;134,7224717;44,90749057;898,1498114;53,88898868;161,666966;395,185917;287,4079396;0;458,0564038;251,4819472;206,5744566;44,90749057;0;0
15;Camarones;0;0;420,3888597;0;52,54860746;210,1944298;157,6458224;0;367,8402522;262,7430373;262,7430373;0;0;52,54860746
1;Cami§a;0;0;353,3568905;0;0;117,7856302;117,7856302;117,7856302;117,7856302;824,4994111;706,7137809;117,7856302;0;0
4;Canela;62,6566416;0;939,8496241;0;187,9699248;338,3458647;200,5012531;213,0325815;137,8446115;225,5639098;187,9699248;37,59398496;0;12,53132832
8;Ca§ete;144,6759259;248,8425926;821,7592593;43,40277778;81,01851852;402,1990741;286,4583333;8,680555556;474,537037;439,8148148;344,3287037;95,48611111;2,893518519;14,46759259
9;Carahue;35,91810672;39,90900746;359,1810672;51,8817097;39,90900746;139,6815261;127,7088239;0;379,1355709;231,4722433;179,5905336;51,8817097;0;15,96360299
5;Cartagena;301,0296583;99,20295556;1925,905655;109,4653303;324,9751993;1214,381008;246,2969931;30,78712414;465,2276537;482,3316115;376,2870728;106,0445387;0;27,36633257
5;Casablanca;116,126727;56,57455931;991,5435922;74,44020962;214,3878037;387,08909;303,7160553;11,91043354;553,8351596;372,2010481;294,7832301;77,41781801;0;20,84325869
10;Castro;86,08902618;99,59318715;609,3752638;13,50416097;123,2254688;246,4509377;217,7545956;8,440100606;793,369457;265,019159;202,5624145;62,45674448;0;16,88020121
5;Catemu;118,3519491;96,16095865;510,3927805;14,79399364;36,9849841;199,7189141;258,8948887;0;355,0558473;406,8348251;229,3069014;177,5279237;0;7,396996819
7;Cauquenes;62,45229339;39,32181435;446,4182453;30,06962274;20,81743113;205,8612634;164,2264011;25,44352694;478,800916;194,2960239;150,3481137;43,94791016;2,313047903;13,87828742
13;Cerrillos;932,2489691;352,0380723;2053,555422;386,263996;852,3884805;317,8121486;441,6773962;55,41340026;810,0135274;598,1387617;500,3504083;97,78835341;0;9,778835341
13;Cerro Navia;442,5066701;139,9101972;551,5064749;116,3206872;74,83568686;216,3727468;139,9101972;4,067156895;194,4100996;327,8128457;215,5593154;112,2535303;5,694019653;13,01490206
10;ChaitÇn;0;0;116,9932729;0;14,62415911;14,62415911;87,74495467;0;190,1140684;87,74495467;73,12079555;14,62415911;0;0
7;Chanco;10,53851828;10,53851828;442,6177679;21,07703657;31,61555485;179,1548108;179,1548108;31,61555485;463,6948045;147,539256;126,4622194;21,07703657;0;21,07703657
3;Cha§aral;116,356383;0;1620,678191;33,24468085;116,356383;764,6276596;664,893617;41,55585106;972,4069149;506,981383;374,0026596;132,9787234;0;8,311170213
6;ChÇpica;22,13695396;14,7579693;184,4746163;7,378984652;14,7579693;36,89492326;125,4427391;0;280,4014168;177,0956316;154,9586777;22,13695396;0;0
8;Chiguayante;126,9278013;66,19353078;345,9806196;40,94445203;72,33519858;165,8250307;64,82871571;2,047222601;137,1639143;150,812065;113,2796506;37,53241436;0;4,094445203
11;Chile Chico;0;0;322,1188261;0;0;53,68647101;268,432355;0;518,9692198;304,2233357;304,2233357;0;0;0
8;Chill†n;176,0950913;220,6691613;1030,156284;105,6570548;229,4739159;391,2612811;261,3911512;42,37288136;702,1791768;254,2372881;184,8998459;69,33744222;1,100594321;15,95861765
8;Chill†n Viejo;74,45163507;51,54343967;744,5163507;40,08934196;120,2680259;309,260638;254,8536739;20,04467098;229,0819541;143,1762213;103,0868793;40,08934196;0;14,31762213
6;Chimbarongo;68,53226728;42,83266705;588,2352941;14,27755568;85,66533409;237,0074243;239,8629355;11,42204455;348,3723587;191,3192461;151,3420902;39,97715591;0;0
9;Cholchol;17,93400287;0;331,7790531;26,9010043;17,93400287;170,3730273;107,6040172;8,967001435;466,2840746;295,9110473;269,010043;26,9010043;0;0
10;Chonchi;43,98919123;25,1366807;364,4818702;0;18,85251053;144,535914;194,8092754;6,284170175;490,1652737;295,3559982;232,5142965;62,84170175;0;12,56834035
11;Cisnes;0;0;273,9284563;0;0;48,34031582;225,5881405;0;306,1553335;193,3612633;145,0209475;48,34031582;0;0
8;Cobquecura;0;0;584,5511482;0;41,75365344;229,6450939;313,1524008;0;313,1524008;187,8914405;125,2609603;62,63048017;0;20,87682672
10;Cocham¢;23,79252915;0;214,1327623;0;23,79252915;95,17011658;95,17011658;0;214,1327623;214,1327623;166,547704;47,58505829;0;0
11;Cochrane;0;0;633,6190831;0;37,27171077;223,6302646;372,7171077;0;1080,879612;260,9019754;149,0868431;111,8151323;0;0
6;Codegua;135,6340894;7,535227187;1582,397709;67,81704468;82,88749906;753,5227187;655,5647653;22,60568156;331,5499962;437,0431769;339,0852234;97,95795343;0;30,14090875
8;Coelemu;54,18218761;13,5455469;562,1401964;27,0910938;81,27328141;155,7737894;264,1381646;33,86386725;433,4575008;264,1381646;189,6376566;74,50050796;0;20,31832035
8;Coihueco;24,01152553;16,00768369;520,2497199;36,0172883;48,02305106;220,1056507;192,0922043;24,01152553;216,1037298;224,1075716;164,0787578;60,02881383;4,001920922;0
6;Coinco;66,72894702;0;880,8221006;53,38315761;40,03736821;493,7942079;280,2615775;13,3457894;467,1026291;280,2615775;253,5699987;26,69157881;0;26,69157881
7;Colb£n;58,60415557;21,31060202;559,4033031;5,327650506;21,31060202;293,0207778;229,0889718;10,65530101;383,5908364;181,1401172;149,1742142;31,96590304;0;15,98295152
1;Colchane;0;63,21112516;948,1668774;252,8445006;63,21112516;442,4778761;63,21112516;126,4222503;63,21112516;379,2667509;316,0556258;63,21112516;0;0
13;Colina;452,7456456;136,1348591;1381,574341;97,23918506;615,329563;361,7297684;290,1617282;17,11409657;443,4106839;402,9591829;294,0512956;108,9078873;3,889567402;17,11409657
9;Collipulli;174,4777783;72,6990743;1327,969757;48,46604953;96,93209906;610,6722241;465,2740755;106,625309;872,3888916;421,6546309;353,8021616;67,85246935;0;24,23302477
6;Coltauco;61,35311506;11,15511183;334,6533549;11,15511183;11,15511183;145,0164538;167,3266774;0;228,6797925;122,7062301;111,5511183;11,15511183;0;16,73266774
4;Combarbal†;43,36513443;17,34605377;208,1526453;0;17,34605377;104,0763226;86,73026886;0;320,9019948;294,8829141;216,8256722;78,05724198;0;0
8;Concepci¢n;697,1638011;457,7163455;1687,802011;318,9751303;522,1164735;374,7309458;421,4102331;50,56922798;1213,229256;371,7054364;290,4488991;81,25653726;2,593293742;25,06850618
13;Conchal°;711,846318;264,6744931;1048,025614;299,8932764;313,7673426;187,8335112;228,3884739;18,14300961;382,0704376;465,3148346;386,339381;78,97545358;5,336179296;14,94130203
5;Conc¢n;142,5239699;64,7836227;954,9105986;136,0456077;447,0069966;212,4902825;134,7499352;24,61777663;360,1969422;238,4037315;194,3508681;44,05286344;0;1,295672454
7;Constituci¢n;36,37812462;24,25208308;538,7427027;15,59062484;60,6302077;164,5677066;278,8989554;19,05520813;493,7031199;306,6156218;242,5208308;64,094791;3,464583297;15,59062484
8;Contulmo;85,96604341;42,98302171;795,1859016;64,47453256;0;451,3217279;279,3896411;0;838,1689233;494,3047496;408,3387062;85,96604341;42,98302171;21,49151085
3;Copiap¢;299,6683446;153,2012323;1345,140491;162,7412358;337,2671818;392,8236727;401,2413228;51,06707745;601,0202192;387,2119059;314,8201148;72,39179111;1,122353351;15,15177023
4;Coquimbo;270,8431465;133,3187538;1362,206446;113,131687;396,5917502;573,6491488;258,2262297;20,60763071;520,6580984;404,1619003;321,3108135;82,85108674;0,841127784;13,45804455
8;Coronel;325,2925889;143,0240873;1061,34338;171,8033244;72,38414177;453,4910087;349,7113355;13,9535695;305,2343328;361,9207088;245,0595643;116,8611445;4,360490468;7,848882842
14;Corral;0;0;385,2739726;0;42,80821918;171,2328767;171,2328767;0;877,5684932;492,2945205;406,6780822;85,61643836;0;21,40410959
11;Coyhaique;60,11470536;40,61804416;485,7918082;64,98887066;71,48775772;164,0968984;173,845229;11,37305236;971,5836163;461,4209817;315,1960227;146,224959;1,624721766;11,37305236
9;Cunco;31,91489362;15,95744681;547,8723404;31,91489362;37,23404255;297,8723404;180,8510638;0;388,2978723;239,3617021;207,4468085;31,91489362;0;21,27659574
9;Curacaut°n;27,65295541;6,913238852;594,5385413;13,8264777;69,13238852;207,3971656;304,1825095;0;684,4106464;380,2281369;262,7030764;117,5250605;0;27,65295541
13;Curacav°;146,0688429;28,57868665;965,3245269;47,63114442;174,6475295;390,5753842;336,5934206;15,87704814;428,6802998;361,9966976;279,4360473;82,56065032;0;6,350819256
10;Curaco de VÇlez;47,53981459;0;261,4689803;0;0;47,53981459;213,9291657;0;166,3893511;142,6194438;95,07962919;47,53981459;0;0
8;Curanilahue;170,7358716;198,0536111;986,8533379;23,90302202;75,12378351;560,0136589;324,3981561;3,414717432;467,8162882;379,033635;280,0068294;99,02680553;3,414717432;3,414717432
9;Curarrehue;0;0;440,4177677;0;12,58336479;213,9172015;188,7504719;25,16672958;440,4177677;390,0843085;226,5005663;163,5837423;0;0
7;Curepto;56,04124636;0;347,4557274;0;44,83299709;123,290742;168,1237391;11,20824927;201,7484869;358,6639767;235,3732347;123,290742;0;11,20824927
7;Curic¢;151,205968;147,1916502;1065,132305;42,1503362;230,1542167;406,784197;351,2528017;34,79075369;791,4896464;259,5925468;214,7659987;44,82654802;0;6,690529555
10;Dalcahue;33,6473755;11,21579183;286,0026918;16,82368775;33,6473755;72,90264693;128,9816061;33,6473755;291,6105877;151,4131898;134,589502;16,82368775;0;28,03947959
3;Diego de Almagro;10,83893345;10,83893345;953,8261435;32,51680035;0;606,9802731;270,9733362;43,3557338;509,4298721;444,3962714;357,6848038;86,71146759;0;10,83893345
6;Do§ihue;55,69479254;23,20616356;1178,873109;120,6720505;64,97725796;617,2839506;366,6573842;9,282465423;297,0388935;357,3749188;306,321359;51,05355983;0;4,641232711
13;El Bosque;609,667586;202,5914028;752,9331575;272,6463739;167,2483543;159,0437181;142,0033197;11,99139144;203,8536545;268,2284928;225,9430598;42,28543298;4,417881058;15,77814664
8;El Carmen;27,5811345;9,193711501;257,423922;9,193711501;45,96855751;91,93711501;110,324538;0;358,5547486;294,198768;248,2302105;45,96855751;0;0
13;El Monte;132,888312;40,17553619;695,3458187;27,81383275;46,35638791;309,0425861;305,9521602;6,180851721;228,6915137;222,510662;148,3404413;74,17022066;3,090425861;3,090425861
5;El Quisco;189,7944797;70,49509246;2830,649097;54,2269942;292,8257687;2299,224554;184,3717803;0;596,4969362;569,3834391;455,5067513;113,8766878;0;10,84539884
5;El Tabo;193,9933899;86,21928438;3563,730421;107,7741055;301,7674953;2931,455669;193,9933899;28,73976146;574,7952292;581,9801696;502,9458255;79,03434401;0;7,184940365
7;Empedrado;77,20020587;25,73340196;514,6680391;25,73340196;25,73340196;180,1338137;231,6006176;51,46680391;797,7354606;308,8008235;308,8008235;0;0;0
9;Ercilla;323,4802008;33,46346905;736,196319;33,46346905;33,46346905;200,7808143;457,334077;11,15448968;513,1065254;334,6346905;178,4718349;156,1628555;0;33,46346905
13;Estaci¢n Central;1155,140076;1135,292308;1813,093572;407,8716246;678,7936527;321,5338355;348,3283218;56,56613772;1723,778618;554,745105;421,765062;132,9800431;5,954330287;32,74881658
8;Florida;94,87666034;10,54185115;1328,273245;94,87666034;42,1674046;737,9295804;453,2995994;0;695,7621758;326,7973856;295,1718322;31,62555345;0;10,54185115
9;Freire;66,59889937;28,04164184;522,2755792;42,06246276;49,07287322;238,3539556;185,7758772;7,01041046;336,4997021;255,8799818;217,3227242;38,55725753;0;21,03123138
3;Freirina;0;51,00306018;544,032642;17,00102006;51,00306018;170,0102006;289,017341;17,00102006;204,0122407;119,0071404;68,00408024;51,00306018;0;17,00102006
10;Fresia;0;0;354,9395758;0;16,90188456;152,116961;177,4697879;8,45094228;532,4093636;397,1942872;312,6848644;84,5094228;0;25,35282684
10;Frutillar;47,16733924;5,240815471;555,5264399;41,92652377;99,57549395;235,8366962;172,9469105;5,240815471;461,1917614;220,1142498;193,9101724;26,20407735;0;15,72244641
10;Futaleuf£;0;0;278,8622421;0;0;111,5448968;167,3173452;0;725,0418293;278,8622421;223,0897936;55,77244841;0;0
14;Futrono;12,63423879;6,317119394;530,6380291;6,317119394;18,95135818;233,7334176;271,6361339;0;284,2703727;176,879343;126,3423879;50,53695515;0;6,317119394
9;Galvarino;39,43995267;9,859988168;364,8195622;59,15992901;0;157,7598107;138,0398344;9,859988168;305,6596332;345,0995859;276,0796687;69,01991718;0;19,71997634
15;General Lagos;0;0;166,8056714;0;0;83,4028357;83,4028357;0;333,6113428;250,2085071;166,8056714;83,4028357;0;83,4028357
9;Gorbea;91,06283336;58,54039287;630,9353454;65,04488097;26,01795239;305,7109405;227,6570834;6,504488097;520,3590477;253,6750358;221,1525953;32,52244048;0;19,51346429
6;Graneros;166,0363435;79,94342465;805,5837407;107,6161486;122,9898841;344,3716754;218,3070442;12,29898841;574,9777081;347,4464225;245,9797682;101,4666544;0;12,29898841
11;Guaitecas;51,15089514;0;51,15089514;0;0;51,15089514;0;0;306,9053708;409,2071611;204,6035806;204,6035806;0;51,15089514
5;Hijuelas;90,33423668;5,018568704;466,7268895;25,09284352;140,5199237;130,4827863;165,6127672;5,018568704;326,2069658;165,6127672;110,4085115;55,20425575;5,018568704;0
10;HualaihuÇ;0;0;445,9980714;0;60,27000964;216,9720347;168,756027;0;614,7540984;397,7820636;265,1880424;132,5940212;0;12,05400193
7;Huala§Ç;38,26286589;19,13143294;229,5771953;0;0;28,69714942;191,3143294;9,565716472;66,96001531;86,09144825;86,09144825;0;0;9,565716472
8;HualpÇn;434,2416628;146,3735942;1158,790954;354,9559659;329,340587;273,2307092;173,2087531;28,05493889;306,1647679;252,49445;189,0658925;63,42855749;2,439559903;6,098899758
8;Hualqui;144,8195962;91,02946044;773,7504138;70,34094671;66,20324396;339,2916253;289,6391923;8,275405495;405,4948692;364,1178418;302,0523006;62,06554121;0;20,68851374
1;Huara;53,9083558;0;673,8544474;80,86253369;26,9541779;215,6334232;323,4501348;26,9541779;673,8544474;269,541779;242,5876011;26,9541779;0;26,9541779
3;Huasco;190,0658895;50,6842372;785,6056766;50,6842372;50,6842372;456,1581348;215,4080081;12,6710593;430,8160162;392,8028383;342,1186011;50,6842372;0;12,6710593
13;Huechuraba;556,1404312;212,8438687;1504,783265;273,4929281;736,9432874;188,8131094;288,3691125;17,16482812;690,0260905;355,8841031;287,2247906;68,65931249;1,144321875;14,87618437
4;Illapel;77,02182285;205,3915276;1068,677792;19,25545571;77,02182285;446,084724;503,8510911;22,46469833;340,1797176;234,2747112;182,9268293;51,3478819;0;9,627727856
13;Independencia;1257,43797;644,4369597;2642,865162;925,115078;765,6899068;381,7222409;518,6931627;51,64477377;1172,111822;779,1624565;626,4735601;152,6888964;2,245424947;42,66307399
1;Iquique;527,3737221;611,126721;1747,465796;436,5962781;687,8552748;309,615925;249,6379709;63,76034755;992,6081224;439,2979878;355,0046469;84,29334083;3,24205157;12,96820628
13;Isla de Maipo;104,1759681;20,83519362;565,5266839;26,78810608;38,69393101;291,6927107;202,3990237;5,952912462;193,469655;258,9516921;217,2813049;41,67038724;0;2,976456231
5;Isla de Pascua;69,85679357;34,92839679;943,0667132;69,85679357;139,7135871;436,6049598;244,4987775;52,39259518;2025,847014;1239,958086;1082,7803;157,1777855;0;52,39259518
5;Juan Fern†ndez;0;0;306,7484663;0;102,2494888;102,2494888;0;102,2494888;102,2494888;920,2453988;920,2453988;0;0;102,2494888
5;La Calera;163,5410186;119,1005244;696,8269487;31,99715581;117,3229046;234,6458093;303,9729802;8,888098836;399,9644476;223,9800907;143,9872011;79,99288952;0;5,332859301
13;La Cisterna;1641,376497;549,217757;2016,413765;558,6329185;685,7375994;368,760494;370,3296876;32,95306542;742,2285687;472,327271;415,8363017;56,49096929;7,845967957;12,55354873
5;La Cruz;98,61360868;69,60960613;788,9088694;23,20320204;81,21120715;342,2472301;342,2472301;0;220,4304194;185,6256163;133,4184117;52,20720459;0;0
6;La Estrella;39,84857541;0;318,7886033;0;0;99,62143853;219,1671648;0;219,1671648;59,77286312;39,84857541;19,92428771;0;0
13;La Florida;587,5817926;190,8494201;1239,374605;130,4604847;653,5764519;240,2817131;164,0948285;50,96112685;476,4865361;322,3291273;256,3344681;65,99465927;1,78363944;11,72105918
13;La Granja;744,7882226;278,4255038;884,8710542;212,2994466;243,6223158;246,2325549;167,0553023;15,66143459;249,7128737;402,8469008;319,3192496;83,52765113;2,610239098;13,92127519
4;La Higuera;202,7883397;25,34854246;3827,629911;50,69708492;1115,335868;1089,987326;1166,032953;405,5766793;456,2737643;557,6679341;557,6679341;0;0;25,34854246
5;La Ligua;77,07799796;141,7240608;748,4024963;12,43193516;67,13244984;400,308312;256,0978642;12,43193516;425,1721823;280,9617345;233,7203809;47,24135359;2,486387031;7,459161093
13;La Pintana;593,216093;134,7762914;601,2325267;198,9077609;104,213638;168,8461346;122,7516409;6,513352372;168,8461346;370,259031;273,5607996;96,69823137;4,008216845;19,54005712
13;La Reina;379,2018184;139,8784806;2479,564628;236,044936;1356,165581;562,7923242;276,4785593;48,0832277;787,9092538;275,3857586;230,5809328;44,80482581;0;4,371202518
4;La Serena;197,7523956;148,0007358;1421,894075;178,9387427;356,2051608;502,1154907;336,1372644;48,49741626;653,0427948;305,6173387;247,5040554;58,11328328;0;17,97749051
14;La Uni¢n;39,80469165;18,57552277;352,9349326;21,22916888;47,76562998;111,4531366;159,2187666;13,26823055;578,4948519;273,3255493;225,5599193;47,76562998;0;13,26823055
14;Lago Ranco;11,07174491;0;276,7936227;0;11,07174491;99,64570416;166,0761736;0;276,7936227;254,6501329;188,2196634;66,43046944;0;11,07174491
11;Lago Verde;0;0;569,476082;0;0;227,7904328;341,6856492;0;683,3712984;455,5808656;341,6856492;113,8952164;0;0
12;Laguna Blanca;0;0;0;0;0;0;0;0;0;156,9858713;0;156,9858713;0;0
8;Laja;72,37012148;5,169294391;594,468855;25,84647196;25,84647196;336,0041354;170,5867149;36,18506074;227,4489532;237,787542;206,7717757;31,01576635;0;25,84647196
13;Lampa;395,2159434;72,56423879;1205,08468;119,212678;164,5653273;593,4718101;318,7643347;9,070529849;399,1033133;419,835953;333,0180244;86,81792855;3,887369935;14,25368976
14;Lanco;41,26385286;17,68450837;613,0629568;35,36901674;70,73803348;282,9521339;224,0037727;0;453,9023815;312,4263145;265,2676256;47,15868899;0;0
6;Las Cabras;40,17516371;28,1226146;538,3471938;16,07006549;20,08758186;281,226146;212,9283677;8,035032743;401,7516371;208,9108513;140,613073;68,29777831;0;8,035032743
13;Las Condes;293,745679;125,1201457;1905,468526;180,4293206;1139,234103;276,8831256;255,9735595;52,94841745;968,5850632;137,2611841;117,7006222;19,56056186;0,337251067;2,698008532
9;Lautaro;32,43681579;21,62454386;627,1117719;18,92147588;75,6859035;229,7607785;243,2761184;59,46749561;470,3338289;181,1055548;143,2626031;37,84295175;0;18,92147588
8;Lebu;58,5297331;113,157484;394,1002029;15,60792883;31,21585766;226,314968;105,3535196;15,60792883;440,9239894;405,8061495;335,5704698;70,23567973;0;11,70594662
7;LicantÇn;50,70993915;25,35496957;443,7119675;0;63,38742394;202,8397566;177,484787;0;469,0669371;190,1622718;126,7748479;63,38742394;0;0
5;Limache;98,97445617;69,49270327;577,0000211;65,28102428;54,75182682;235,8540232;214,7956283;6,317518479;322,1934424;248,4890602;219,0073073;29,4817529;0;10,52919746
7;Linares;124,1996617;155,2495771;1100,665967;41,7567828;179,8753721;512,8589477;308,3577807;57,81708388;849,0545836;262,3182509;217,3494079;44,96884302;0;6,424120431
6;Litueche;36,04253019;18,02126509;594,7017481;18,02126509;18,02126509;252,2977113;306,3615066;0;216,2551811;198,233916;180,2126509;18,02126509;0;0
5;Llaillay;225,1782661;129,2690046;867,3533214;29,18977524;137,6089404;387,8070139;304,4076561;8,339935782;562,9456653;454,5265001;358,6172386;95,9092615;4,169967891;16,67987156
10;Llanquihue;136,8781258;57,90997631;357,9889445;21,0581732;31,58725981;163,2008423;142,1426691;0;368,5180311;363,2534878;326,4016847;36,85180311;0;10,5290866
13;Lo Barnechea;199,5179646;46,28816779;795,6776428;71,0283954;404,6224322;188,3449586;116,5184913;15,16336531;356,7381207;214,6813299;176,3738807;38,3074492;0,798071858;6,384574867
13;Lo Espejo;684,3608003;343,2913755;684,3608003;134,4280144;226,6389663;157,7584962;135,5389897;29,99633378;255,5243248;375,5096599;276,632856;98,87680395;8,887802602;16,66462988
13;Lo Prado;599,4150287;215,4523898;669,2264176;190,1758525;123,9753975;170,9175383;167,3066044;16,8510249;362,2970354;357,4824569;287,671068;69,81138889;4,814578544;9,629157088
6;Lolol;29,73977695;14,86988848;505,5762082;0;14,86988848;178,4386617;312,267658;0;416,3568773;133,8289963;104,0892193;29,73977695;0;0
9;Loncoche;128,663331;47,65308554;1000,714796;61,9490112;85,77555397;600,4288778;238,2654277;14,29592566;752,9187515;271,6225876;209,6735764;61,9490112;0;9,530617107
7;Longav°;41,79000522;13,93000174;379,5925474;13,93000174;52,23750653;163,6775205;139,3000174;10,44750131;386,5575483;268,1525335;195,0200244;73,13250914;0;20,89500261
9;Lonquimay;33,90692549;8,476731372;127,1509706;0;16,95346274;59,33711961;50,86038823;0;178,0113588;220,3950157;152,5811647;67,81385098;0;8,476731372
8;Los µlamos;82,12428141;77,56182133;456,2460078;13,68738024;36,49968063;182,4984031;218,9980838;4,562460078;424,3087873;364,9968063;273,7476047;91,24920157;0;22,81230039
5;Los Andes;202,7068784;152,0301588;1132,192077;63,03689512;401,7057042;341,1408442;271,9238613;54,38477226;856,5601632;310,2404054;250,9115629;59,32884247;0;11,12415796
8;Los µngeles;208,8128295;263,1041651;1314,592769;138,7445245;344,3091544;470,9889376;340,1328978;20,41725444;679,3377385;254,7516519;194,8919742;59,85967778;0,92805702;11,13668424
14;Los Lagos;49,9001996;9,072763564;598,8023952;18,14552713;45,36381782;249,500998;276,7192887;9,072763564;526,2202867;226,8190891;195,0644166;31,75467247;0;13,60914535
10;Los Muermos;44,27577483;0;271,9797596;12,65022138;18,97533207;126,5022138;101,201771;12,65022138;379,5066414;271,9797596;208,7286528;63,25110689;0;12,65022138
9;Los Sauces;177,8093883;53,3428165;924,6088193;0;53,3428165;320,056899;284,4950213;266,7140825;693,4566145;551,2091038;426,742532;124,4665718;0;0
4;Los Vilos;198,443783;78,33307222;1691,99436;20,88881926;318,5544937;966,1078908;339,443313;46,99984333;605,7757585;475,2206382;407,3319756;67,88866259;5,222204815;10,44440963
8;Lota;399,0284525;206,0201249;1060,461485;69,3962526;56,38445524;403,3657183;500,9541985;30,36086051;414,2088827;346,981263;253,7300486;93,25121443;4,337265788;23,85496183
9;Lumaco;31,25651177;0;427,1723276;0;10,41883726;177,1202334;239,6332569;0;385,4969785;416,7534903;260,4709314;156,2825589;10,41883726;20,83767452
6;Machal°;112,3801061;39,2023626;1330,266837;94,08567023;162,0364321;642,9187466;381,5696626;49,65632595;407,704571;300,5514466;219,5332305;81,01821603;0;7,840472519
13;Macul;714,7307017;297,8988503;1734,156425;238,9986974;866,511865;340,9412698;234,4679164;53,23667667;482,5281758;301,2969361;254,8564309;46,44050518;1,132695248;7,928866738
14;M†fil;74,19498442;29,67799377;697,4328535;0;59,35598754;400,6529159;237,4239501;0;534,2038878;489,6868972;415,4919127;74,19498442;0;0
