Region;Comuna;Codigo comuna;Fecha;Clave;Casos Diarios;Casos Acumulados;Muertes;Casos Activos;Recuperados;Recuperados Diarios;Día;Fallecidos Diarios;on-off;Max Día;Poblacion
Tarapacá;Iquique;1101;43913;110143913;4;4;0;4;0;0;1;0;START;108;191468
Tarapacá;Iquique;1101;43914;110143914;0;4;0;4;0;0;2;0;ON;108;191468
Tarapacá;Iquique;1101;43915;110143915;0;4;0;4;0;0;3;0;ON;108;191468
Tarapacá;Iquique;1101;43916;110143916;0;4;0;4;0;0;4;0;ON;108;191468
Tarapacá;Iquique;1101;43917;110143917;3;7;0;7;0;0;5;0;ON;108;191468
Tarapacá;Iquique;1101;43918;110143918;0;7;0;3;4;4;6;0;ON;108;191468
Tarapacá;Iquique;1101;43919;110143919;2;9;0;5;4;0;7;0;ON;108;191468
Tarapacá;Iquique;1101;43920;110143920;0;9;0;5;4;0;8;0;ON;108;191468
Tarapacá;Iquique;1101;43921;110143921;0;9;0;5;4;0;9;0;ON;108;191468
Tarapacá;Iquique;1101;43922;110143922;0;9;0;2;7;3;10;0;ON;108;191468
Tarapacá;Iquique;1101;43923;110143923;2;11;0;4;7;0;11;0;ON;108;191468
Tarapacá;Iquique;1101;43924;110143924;0;11;0;2;9;2;12;0;ON;108;191468
Tarapacá;Iquique;1101;43925;110143925;4;15;0;6;9;0;13;0;ON;108;191468
Tarapacá;Iquique;1101;43926;110143926;0;15;0;6;9;0;14;0;ON;108;191468
Tarapacá;Iquique;1101;43927;110143927;0;15;0;6;9;0;15;0;ON;108;191468
Tarapacá;Iquique;1101;43928;110143928;0;15;0;4;11;2;16;0;ON;108;191468
Tarapacá;Iquique;1101;43929;110143929;3;18;0;7;11;0;17;0;ON;108;191468
Tarapacá;Iquique;1101;43930;110143930;1;19;0;4;15;4;18;0;ON;108;191468
Tarapacá;Iquique;1101;43931;110143931;0;19;0;4;15;0;19;0;ON;108;191468
Tarapacá;Iquique;1101;43932;110143932;1;20;0;5;15;0;20;0;ON;108;191468
Tarapacá;Iquique;1101;43933;110143933;1;21;0;6;15;0;21;0;ON;108;191468
Tarapacá;Iquique;1101;43934;110143934;4;25;0;7;18;3;22;0;ON;108;191468
Tarapacá;Iquique;1101;43935;110143935;1;26;0;7;19;1;23;0;ON;108;191468
Tarapacá;Iquique;1101;43936;110143936;0;26;0;7;19;0;24;0;ON;108;191468
Tarapacá;Iquique;1101;43937;110143937;1;27;0;7;20;1;25;0;ON;108;191468
Tarapacá;Iquique;1101;43938;110143938;4;31;0;10;21;1;26;0;ON;108;191468
Tarapacá;Iquique;1101;43939;110143939;2;33;0;8;25;4;27;0;ON;108;191468
Tarapacá;Iquique;1101;43940;110143940;3;36;0;10;26;1;28;0;ON;108;191468
Tarapacá;Iquique;1101;43941;110143941;0;36;0;10;26;0;29;0;ON;108;191468
Tarapacá;Iquique;1101;43942;110143942;4;40;0;13;27;1;30;0;ON;108;191468
Tarapacá;Iquique;1101;43943;110143943;5;45;0;14;31;4;31;0;ON;108;191468
Tarapacá;Iquique;1101;43944;110143944;11;56;0;23;33;2;32;0;ON;108;191468
Tarapacá;Iquique;1101;43945;110143945;2;58;0;22;36;3;33;0;ON;108;191468
Tarapacá;Iquique;1101;43946;110143946;6;64;1;27;36;0;34;1;ON;108;191468
Tarapacá;Iquique;1101;43947;110143947;7;71;1;30;40;4;35;0;ON;108;191468
Tarapacá;Iquique;1101;43948;110143948;4;75;1;29;45;5;36;0;ON;108;191468
Tarapacá;Iquique;1101;43949;110143949;3;78;1;21;56;11;37;0;ON;108;191468
Tarapacá;Iquique;1101;43950;110143950;4;82;1;23;58;2;38;0;ON;108;191468
Tarapacá;Iquique;1101;43951;110143951;11;93;1;28;64;6;39;0;ON;108;191468
Tarapacá;Iquique;1101;43952;110143952;0;93;1;21;71;7;40;0;ON;108;191468
Tarapacá;Iquique;1101;43953;110143953;6;99;1;23;75;4;41;0;ON;108;191468
Tarapacá;Iquique;1101;43954;110143954;20;119;1;40;78;3;42;0;ON;108;191468
Tarapacá;Iquique;1101;43955;110143955;16;135;1;52;82;4;43;0;ON;108;191468
Tarapacá;Iquique;1101;43956;110143956;25;160;1;66;93;11;44;0;ON;108;191468
Tarapacá;Iquique;1101;43957;110143957;15;175;1;81;93;0;45;0;ON;108;191468
Tarapacá;Iquique;1101;43958;110143958;62;237;1;137;99;6;46;0;ON;108;191468
Tarapacá;Iquique;1101;43959;110143959;32;269;1;149;119;20;47;0;ON;108;191468
Tarapacá;Iquique;1101;43960;110143960;11;280;1;144;135;16;48;0;ON;108;191468
Tarapacá;Iquique;1101;43961;110143961;20;300;1;139;160;25;49;0;ON;108;191468
Tarapacá;Iquique;1101;43962;110143962;14;314;1;138;175;15;50;0;ON;108;191468
Tarapacá;Iquique;1101;43963;110143963;16;330;1;92;237;62;51;0;ON;108;191468
Tarapacá;Iquique;1101;43964;110143964;19;349;1;79;269;32;52;0;ON;108;191468
Tarapacá;Iquique;1101;43965;110143965;37;386;1;105;280;11;53;0;ON;108;191468
Tarapacá;Iquique;1101;43966;110143966;62;448;1;147;300;20;54;0;ON;108;191468
Tarapacá;Iquique;1101;43967;110143967;45;493;1;178;314;14;55;0;ON;108;191468
Tarapacá;Iquique;1101;43968;110143968;68;561;2;229;330;16;56;1;ON;108;191468
Tarapacá;Iquique;1101;43969;110143969;50;611;2;260;349;19;57;0;ON;108;191468
Tarapacá;Iquique;1101;43970;110143970;38;649;2;261;386;37;58;0;ON;108;191468
Tarapacá;Iquique;1101;43971;110143971;16;665;2;215;448;62;59;0;ON;108;191468
Tarapacá;Iquique;1101;43972;110143972;57;722;2;227;493;45;60;0;ON;108;191468
Tarapacá;Iquique;1101;43973;110143973;87;809;2;246;561;68;61;0;ON;108;191468
Tarapacá;Iquique;1101;43974;110143974;48;857;2;244;611;50;62;0;ON;108;191468
Tarapacá;Iquique;1101;43975;110143975;50;907;4;254;649;38;63;2;ON;108;191468
Tarapacá;Iquique;1101;43976;110143976;42;949;4;280;665;16;64;0;ON;108;191468
Tarapacá;Iquique;1101;43977;110143977;59;1008;4;282;722;57;65;0;ON;108;191468
Tarapacá;Iquique;1101;43978;110143978;60;1068;7;252;809;87;66;3;ON;108;191468
Tarapacá;Iquique;1101;43979;110143979;68;1136;7;272;857;48;67;0;ON;108;191468
Tarapacá;Iquique;1101;43980;110143980;88;1224;8;309;907;50;68;1;ON;108;191468
Tarapacá;Iquique;1101;43981;110143981;68;1292;9;334;949;42;69;1;ON;108;191468
Tarapacá;Iquique;1101;43982;110143982;65;1357;12;337;1008;59;70;3;ON;108;191468
Tarapacá;Iquique;1101;43983;110143983;91;1448;13;367;1068;60;71;1;ON;108;191468
Tarapacá;Iquique;1101;43984;110143984;28;1476;14;326;1136;68;72;1;ON;108;191468
Tarapacá;Iquique;1101;43985;110143985;53;1529;19;286;1224;88;73;5;ON;108;191468
Tarapacá;Iquique;1101;43986;110143986;87;1616;19;305;1292;68;74;0;ON;108;191468
Tarapacá;Iquique;1101;43987;110143987;78;1694;19;318;1357;65;75;0;ON;108;191468
Tarapacá;Iquique;1101;43988;110143988;68;1762;19;295;1448;91;76;0;ON;108;191468
Tarapacá;Iquique;1101;43989;110143989;101;1863;21;366;1476;28;77;2;ON;108;191468
Tarapacá;Iquique;1101;43990;110143990;38;1901;21;351;1529;53;78;0;ON;108;191468
Tarapacá;Iquique;1101;43991;110143991;48;1949;21;312;1616;87;79;0;ON;108;191468
Tarapacá;Iquique;1101;43992;110143992;65;2014;26;294;1694;78;80;5;ON;108;191468
Tarapacá;Iquique;1101;43993;110143993;70;2084;26;296;1762;68;81;0;ON;108;191468
Tarapacá;Iquique;1101;43994;110143994;66;2150;26;261;1863;101;82;0;ON;108;191468
Tarapacá;Iquique;1101;43995;110143995;107;2257;31;325;1901;38;83;5;ON;108;191468
Tarapacá;Iquique;1101;43996;110143996;93;2350;37;364;1949;48;84;6;ON;108;191468
Tarapacá;Iquique;1101;43997;110143997;48;2398;37;347;2014;65;85;0;ON;108;191468
Tarapacá;Iquique;1101;43998;110143998;67;2465;37;344;2084;70;86;0;ON;108;191468
Tarapacá;Iquique;1101;43999;110143999;0;2465;37;278;2150;66;87;0;ON;108;191468
Tarapacá;Iquique;1101;44000;110144000;64;2529;37;235;2257;107;88;0;ON;108;191468
Tarapacá;Iquique;1101;44001;110144001;90;2619;37;232;2350;93;89;0;ON;108;191468
Tarapacá;Iquique;1101;44002;110144002;93;2712;41;273;2398;48;90;4;ON;108;191468
Tarapacá;Iquique;1101;44003;110144003;62;2774;41;268;2465;67;91;0;ON;108;191468
Tarapacá;Iquique;1101;44004;110144004;56;2830;41;324;2465;0;92;0;ON;108;191468
Tarapacá;Iquique;1101;44005;110144005;56;2886;41;316;2529;64;93;0;ON;108;191468
Tarapacá;Iquique;1101;44006;110144006;36;2922;45;258;2619;90;94;4;ON;108;191468
Tarapacá;Iquique;1101;44007;110144007;58;2980;46;222;2712;93;95;1;ON;108;191468
Tarapacá;Iquique;1101;44008;110144008;80;3060;46;240;2774;62;96;0;ON;108;191468
Tarapacá;Iquique;1101;44009;110144009;29;3089;49;210;2830;56;97;3;ON;108;191468
Tarapacá;Iquique;1101;44010;110144010;71;3160;52;222;2886;56;98;3;ON;108;191468
Tarapacá;Iquique;1101;44011;110144011;44;3204;52;230;2922;36;99;0;ON;108;191468
Tarapacá;Iquique;1101;44012;110144012;43;3247;52;215;2980;58;100;0;ON;108;191468
Tarapacá;Iquique;1101;44013;110144013;41;3288;52;176;3060;80;101;0;ON;108;191468
Tarapacá;Iquique;1101;44014;110144014;61;3349;56;204;3089;29;102;4;ON;108;191468
Tarapacá;Iquique;1101;44015;110144015;48;3397;57;180;3160;71;103;1;ON;108;191468
Tarapacá;Iquique;1101;44016;110144016;55;3452;59;189;3204;44;104;2;ON;108;191468
Tarapacá;Iquique;1101;44017;110144017;86;3538;59;232;3247;43;105;0;ON;108;191468
Tarapacá;Iquique;1101;44018;110144018;73;3611;59;264;3288;41;106;0;ON;108;191468
Tarapacá;Iquique;1101;44019;110144019;39;3650;59;242;3349;61;107;0;ON;108;191468
Tarapacá;Iquique;1101;44020;110144020;56;3706;59;250;3397;48;108;0;ON;108;191468
Tarapacá;Alto Hospicio;1107;43915;110743915;1;1;0;1;0;0;1;0;START;106;108375
Tarapacá;Alto Hospicio;1107;43916;110743916;0;1;0;1;0;0;2;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43917;110743917;0;1;0;1;0;0;3;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43918;110743918;0;1;0;1;0;0;4;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43919;110743919;0;1;0;1;0;0;5;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43920;110743920;2;3;0;2;1;1;6;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43921;110743921;0;3;0;2;1;0;7;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43922;110743922;0;3;0;2;1;0;8;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43923;110743923;0;3;0;2;1;0;9;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43924;110743924;1;4;0;3;1;0;10;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43925;110743925;0;4;0;1;3;2;11;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43926;110743926;1;5;0;2;3;0;12;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43927;110743927;1;6;0;3;3;0;13;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43928;110743928;2;8;0;5;3;0;14;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43929;110743929;0;8;0;4;4;1;15;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43930;110743930;1;9;0;5;4;0;16;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43931;110743931;1;10;0;5;5;1;17;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43932;110743932;0;10;0;4;6;1;18;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43933;110743933;3;13;0;5;8;2;19;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43934;110743934;0;13;0;5;8;0;20;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43935;110743935;2;15;0;6;9;1;21;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43936;110743936;0;15;0;5;10;1;22;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43937;110743937;1;16;0;6;10;0;23;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43938;110743938;0;16;0;3;13;3;24;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43939;110743939;6;22;0;9;13;0;25;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43940;110743940;3;25;0;10;15;2;26;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43941;110743941;2;27;0;12;15;0;27;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43942;110743942;3;30;0;14;16;1;28;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43943;110743943;3;33;0;17;16;0;29;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43944;110743944;3;36;0;14;22;6;30;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43945;110743945;3;39;0;14;25;3;31;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43946;110743946;4;43;0;16;27;2;32;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43947;110743947;6;49;0;19;30;3;33;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43948;110743948;6;55;0;22;33;3;34;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43949;110743949;2;57;0;21;36;3;35;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43950;110743950;10;67;1;27;39;3;36;1;ON;106;108375
Tarapacá;Alto Hospicio;1107;43951;110743951;4;71;1;27;43;4;37;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43952;110743952;2;73;1;23;49;6;38;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43953;110743953;5;78;1;22;55;6;39;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43954;110743954;37;115;1;57;57;2;40;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43955;110743955;7;122;1;54;67;10;41;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43956;110743956;2;124;1;52;71;4;42;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43957;110743957;2;126;1;52;73;2;43;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43958;110743958;14;140;2;60;78;5;44;1;ON;106;108375
Tarapacá;Alto Hospicio;1107;43959;110743959;5;145;2;28;115;37;45;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43960;110743960;13;158;2;34;122;7;46;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43961;110743961;12;170;2;44;124;2;47;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43962;110743962;12;182;2;54;126;2;48;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43963;110743963;12;194;2;52;140;14;49;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43964;110743964;18;212;2;65;145;5;50;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43965;110743965;28;240;2;80;158;13;51;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43966;110743966;35;275;3;102;170;12;52;1;ON;106;108375
Tarapacá;Alto Hospicio;1107;43967;110743967;18;293;3;108;182;12;53;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43968;110743968;56;349;4;151;194;12;54;1;ON;106;108375
Tarapacá;Alto Hospicio;1107;43969;110743969;30;379;4;163;212;18;55;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43970;110743970;15;394;4;150;240;28;56;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43971;110743971;14;408;4;129;275;35;57;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43972;110743972;41;449;4;152;293;18;58;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43973;110743973;56;505;5;151;349;56;59;1;ON;106;108375
Tarapacá;Alto Hospicio;1107;43974;110743974;27;532;5;148;379;30;60;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43975;110743975;39;571;5;172;394;15;61;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43976;110743976;16;587;5;174;408;14;62;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43977;110743977;35;622;6;167;449;41;63;1;ON;106;108375
Tarapacá;Alto Hospicio;1107;43978;110743978;9;631;6;120;505;56;64;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43979;110743979;67;698;6;160;532;27;65;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43980;110743980;45;743;7;165;571;39;66;1;ON;106;108375
Tarapacá;Alto Hospicio;1107;43981;110743981;84;827;10;230;587;16;67;3;ON;106;108375
Tarapacá;Alto Hospicio;1107;43982;110743982;35;862;10;230;622;35;68;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43983;110743983;56;918;10;277;631;9;69;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43984;110743984;29;947;10;239;698;67;70;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43985;110743985;30;977;11;223;743;45;71;1;ON;106;108375
Tarapacá;Alto Hospicio;1107;43986;110743986;37;1014;11;176;827;84;72;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43987;110743987;71;1085;11;212;862;35;73;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43988;110743988;51;1136;13;205;918;56;74;2;ON;106;108375
Tarapacá;Alto Hospicio;1107;43989;110743989;45;1181;13;221;947;29;75;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43990;110743990;70;1251;13;261;977;30;76;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43991;110743991;36;1287;13;260;1014;37;77;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43992;110743992;29;1316;15;216;1085;71;78;2;ON;106;108375
Tarapacá;Alto Hospicio;1107;43993;110743993;22;1338;18;184;1136;51;79;3;ON;106;108375
Tarapacá;Alto Hospicio;1107;43994;110743994;26;1364;23;160;1181;45;80;5;ON;106;108375
Tarapacá;Alto Hospicio;1107;43995;110743995;42;1406;26;129;1251;70;81;3;ON;106;108375
Tarapacá;Alto Hospicio;1107;43996;110743996;31;1437;26;124;1287;36;82;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43997;110743997;10;1447;26;105;1316;29;83;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43998;110743998;28;1475;26;111;1338;22;84;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;43999;110743999;0;1475;26;85;1364;26;85;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44000;110744000;18;1493;26;61;1406;42;86;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44001;110744001;35;1528;26;65;1437;31;87;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44002;110744002;49;1577;29;101;1447;10;88;3;ON;106;108375
Tarapacá;Alto Hospicio;1107;44003;110744003;26;1603;30;98;1475;28;89;1;ON;106;108375
Tarapacá;Alto Hospicio;1107;44004;110744004;24;1627;30;122;1475;0;90;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44005;110744005;23;1650;30;127;1493;18;91;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44006;110744006;18;1668;30;110;1528;35;92;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44007;110744007;13;1681;30;74;1577;49;93;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44008;110744008;39;1720;30;87;1603;26;94;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44009;110744009;19;1739;30;82;1627;24;95;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44010;110744010;29;1768;30;88;1650;23;96;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44011;110744011;30;1798;30;100;1668;18;97;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44012;110744012;18;1816;30;105;1681;13;98;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44013;110744013;13;1829;30;79;1720;39;99;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44014;110744014;20;1849;30;80;1739;19;100;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44015;110744015;13;1862;30;64;1768;29;101;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44016;110744016;15;1877;30;49;1798;30;102;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44017;110744017;28;1905;30;59;1816;18;103;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44018;110744018;24;1929;30;70;1829;13;104;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44019;110744019;6;1935;30;56;1849;20;105;0;ON;106;108375
Tarapacá;Alto Hospicio;1107;44020;110744020;11;1946;30;54;1862;13;106;0;ON;106;108375
Tarapacá;Pozo Almonte;1401;43926;140143926;2;2;0;2;0;0;1;0;START;95;15711
Tarapacá;Pozo Almonte;1401;43927;140143927;0;2;0;2;0;0;2;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43928;140143928;0;2;0;2;0;0;3;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43929;140143929;0;2;0;2;0;0;4;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43930;140143930;0;2;0;2;0;0;5;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43931;140143931;0;2;0;0;2;2;6;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43932;140143932;0;2;0;0;2;0;7;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43933;140143933;0;2;0;0;2;0;8;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43934;140143934;0;2;0;0;2;0;9;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43935;140143935;0;2;0;0;2;0;10;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43936;140143936;0;2;0;0;2;0;11;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43937;140143937;0;2;0;0;2;0;12;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43938;140143938;0;2;0;0;2;0;13;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43939;140143939;0;2;0;0;2;0;14;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43940;140143940;0;2;0;0;2;0;15;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43941;140143941;0;2;0;0;2;0;16;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43942;140143942;0;2;0;0;2;0;17;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43943;140143943;0;2;0;0;2;0;18;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43944;140143944;0;2;0;0;2;0;19;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43945;140143945;0;2;0;0;2;0;20;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43946;140143946;0;2;0;0;2;0;21;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43947;140143947;0;2;0;0;2;0;22;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43948;140143948;0;2;0;0;2;0;23;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43949;140143949;0;2;0;0;2;0;24;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43950;140143950;0;2;0;0;2;0;25;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43951;140143951;0;2;0;0;2;0;26;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43952;140143952;0;2;0;0;2;0;27;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43953;140143953;0;2;0;0;2;0;28;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43954;140143954;1;3;0;1;2;0;29;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43955;140143955;0;3;0;1;2;0;30;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43956;140143956;0;3;0;1;2;0;31;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43957;140143957;0;3;0;1;2;0;32;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43958;140143958;1;4;0;2;2;0;33;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43959;140143959;0;4;0;1;3;1;34;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43960;140143960;0;4;0;1;3;0;35;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43961;140143961;1;5;0;2;3;0;36;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43962;140143962;0;5;0;2;3;0;37;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43963;140143963;1;6;0;2;4;1;38;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43964;140143964;0;6;0;2;4;0;39;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43965;140143965;1;7;0;3;4;0;40;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43966;140143966;0;7;0;2;5;1;41;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43967;140143967;2;9;0;4;5;0;42;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43968;140143968;1;10;0;4;6;1;43;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43969;140143969;1;11;0;5;6;0;44;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43970;140143970;0;11;0;4;7;1;45;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43971;140143971;0;11;0;4;7;0;46;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43972;140143972;8;19;0;10;9;2;47;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43973;140143973;1;20;0;10;10;1;48;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43974;140143974;3;23;0;12;11;1;49;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43975;140143975;2;25;0;14;11;0;50;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43976;140143976;3;28;0;17;11;0;51;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43977;140143977;10;38;0;19;19;8;52;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43978;140143978;1;39;0;19;20;1;53;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43979;140143979;7;46;0;23;23;3;54;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43980;140143980;1;47;0;22;25;2;55;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43981;140143981;3;50;0;22;28;3;56;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43982;140143982;5;55;0;17;38;10;57;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43983;140143983;16;71;0;32;39;1;58;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43984;140143984;10;81;0;35;46;7;59;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43985;140143985;4;85;0;38;47;1;60;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43986;140143986;1;86;0;36;50;3;61;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43987;140143987;3;89;0;34;55;5;62;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43988;140143988;6;95;0;24;71;16;63;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43989;140143989;0;95;0;14;81;10;64;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43990;140143990;25;120;0;35;85;4;65;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43991;140143991;13;133;0;47;86;1;66;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43992;140143992;6;139;0;50;89;3;67;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43993;140143993;11;150;0;55;95;6;68;0;ON;95;15711
Tarapacá;Pozo Almonte;1401;43994;140143994;35;185;2;88;95;0;69;2;ON;95;15711
