Region;Comuna;Codigo comuna;Fecha;Clave;Casos Diarios;Casos Acumulados;Muertes;Casos Activos;Recuperados;Recuperados Diarios;Día;Fallecidos Diarios;on-off;Max Día;Poblacion
Biobío;Lota;8106;43980;810643980;1;43;0;9;34;1;70;0;ON;110;43535
Biobío;Lota;8106;43981;810643981;4;47;0;12;35;1;71;0;ON;110;43535
Biobío;Lota;8106;43982;810643982;4;51;0;15;36;1;72;0;ON;110;43535
Biobío;Lota;8106;43983;810643983;2;53;0;17;36;0;73;0;ON;110;43535
Biobío;Lota;8106;43984;810643984;0;53;0;11;42;6;74;0;ON;110;43535
Biobío;Lota;8106;43985;810643985;1;54;0;11;43;1;75;0;ON;110;43535
Biobío;Lota;8106;43986;810643986;3;57;0;10;47;4;76;0;ON;110;43535
Biobío;Lota;8106;43987;810643987;3;60;0;9;51;4;77;0;ON;110;43535
Biobío;Lota;8106;43988;810643988;6;66;0;13;53;2;78;0;ON;110;43535
Biobío;Lota;8106;43989;810643989;2;68;0;15;53;0;79;0;ON;110;43535
Biobío;Lota;8106;43990;810643990;1;69;0;15;54;1;80;0;ON;110;43535
Biobío;Lota;8106;43991;810643991;2;71;0;14;57;3;81;0;ON;110;43535
Biobío;Lota;8106;43992;810643992;4;75;0;15;60;3;82;0;ON;110;43535
Biobío;Lota;8106;43993;810643993;1;76;0;10;66;6;83;0;ON;110;43535
Biobío;Lota;8106;43994;810643994;3;79;0;11;68;2;84;0;ON;110;43535
Biobío;Lota;8106;43995;810643995;3;82;0;13;69;1;85;0;ON;110;43535
Biobío;Lota;8106;43996;810643996;4;86;0;15;71;2;86;0;ON;110;43535
Biobío;Lota;8106;43997;810643997;0;86;0;11;75;4;87;0;ON;110;43535
Biobío;Lota;8106;43998;810643998;0;86;0;10;76;1;88;0;ON;110;43535
Biobío;Lota;8106;43999;810643999;0;86;0;7;79;3;89;0;ON;110;43535
Biobío;Lota;8106;44000;810644000;0;86;0;4;82;3;90;0;ON;110;43535
Biobío;Lota;8106;44001;810644001;8;94;0;8;86;4;91;0;ON;110;43535
Biobío;Lota;8106;44002;810644002;13;107;0;21;86;0;92;0;ON;110;43535
Biobío;Lota;8106;44003;810644003;10;117;0;31;86;0;93;0;ON;110;43535
Biobío;Lota;8106;44004;810644004;10;127;0;41;86;0;94;0;ON;110;43535
Biobío;Lota;8106;44005;810644005;3;130;0;44;86;0;95;0;ON;110;43535
Biobío;Lota;8106;44006;810644006;5;135;0;41;94;8;96;0;ON;110;43535
Biobío;Lota;8106;44007;810644007;16;151;0;44;107;13;97;0;ON;110;43535
Biobío;Lota;8106;44008;810644008;12;163;0;46;117;10;98;0;ON;110;43535
Biobío;Lota;8106;44009;810644009;6;169;0;42;127;10;99;0;ON;110;43535
Biobío;Lota;8106;44010;810644010;7;176;0;46;130;3;100;0;ON;110;43535
Biobío;Lota;8106;44011;810644011;9;185;0;50;135;5;101;0;ON;110;43535
Biobío;Lota;8106;44012;810644012;12;197;0;46;151;16;102;0;ON;110;43535
Biobío;Lota;8106;44013;810644013;1;198;0;35;163;12;103;0;ON;110;43535
Biobío;Lota;8106;44014;810644014;5;203;0;34;169;6;104;0;ON;110;43535
Biobío;Lota;8106;44015;810644015;9;212;0;36;176;7;105;0;ON;110;43535
Biobío;Lota;8106;44016;810644016;11;223;0;38;185;9;106;0;ON;110;43535
Biobío;Lota;8106;44017;810644017;3;226;0;29;197;12;107;0;ON;110;43535
Biobío;Lota;8106;44018;810644018;9;235;0;37;198;1;108;0;ON;110;43535
Biobío;Lota;8106;44019;810644019;5;240;0;37;203;5;109;0;ON;110;43535
Biobío;Lota;8106;44020;810644020;0;240;0;28;212;9;110;0;ON;110;43535
Biobío;Penco;8107;43922;810743922;1;1;0;1;0;0;1;0;START;99;47367
Biobío;Penco;8107;43923;810743923;2;3;0;3;0;0;2;0;ON;99;47367
Biobío;Penco;8107;43924;810743924;1;4;0;4;0;0;3;0;ON;99;47367
Biobío;Penco;8107;43925;810743925;1;5;0;5;0;0;4;0;ON;99;47367
Biobío;Penco;8107;43926;810743926;0;5;0;5;0;0;5;0;ON;99;47367
Biobío;Penco;8107;43927;810743927;1;6;0;5;1;1;6;0;ON;99;47367
Biobío;Penco;8107;43928;810743928;1;7;0;4;3;2;7;0;ON;99;47367
Biobío;Penco;8107;43929;810743929;1;8;0;4;4;1;8;0;ON;99;47367
Biobío;Penco;8107;43930;810743930;0;8;0;3;5;1;9;0;ON;99;47367
Biobío;Penco;8107;43931;810743931;0;8;0;3;5;0;10;0;ON;99;47367
Biobío;Penco;8107;43932;810743932;1;9;0;3;6;1;11;0;ON;99;47367
Biobío;Penco;8107;43933;810743933;0;9;0;2;7;1;12;0;ON;99;47367
Biobío;Penco;8107;43934;810743934;1;10;0;2;8;1;13;0;ON;99;47367
Biobío;Penco;8107;43935;810743935;1;11;0;3;8;0;14;0;ON;99;47367
Biobío;Penco;8107;43936;810743936;0;11;0;3;8;0;15;0;ON;99;47367
Biobío;Penco;8107;43937;810743937;1;12;0;3;9;1;16;0;ON;99;47367
Biobío;Penco;8107;43938;810743938;0;12;0;3;9;0;17;0;ON;99;47367
Biobío;Penco;8107;43939;810743939;3;15;0;5;10;1;18;0;ON;99;47367
Biobío;Penco;8107;43940;810743940;0;15;0;4;11;1;19;0;ON;99;47367
Biobío;Penco;8107;43941;810743941;0;15;0;4;11;0;20;0;ON;99;47367
Biobío;Penco;8107;43942;810743942;0;15;0;3;12;1;21;0;ON;99;47367
Biobío;Penco;8107;43943;810743943;1;16;0;4;12;0;22;0;ON;99;47367
Biobío;Penco;8107;43944;810743944;0;16;0;1;15;3;23;0;ON;99;47367
Biobío;Penco;8107;43945;810743945;1;17;0;2;15;0;24;0;ON;99;47367
Biobío;Penco;8107;43946;810743946;0;17;0;2;15;0;25;0;ON;99;47367
Biobío;Penco;8107;43947;810743947;1;18;0;3;15;0;26;0;ON;99;47367
Biobío;Penco;8107;43948;810743948;0;18;0;2;16;1;27;0;ON;99;47367
Biobío;Penco;8107;43949;810743949;1;19;0;3;16;0;28;0;ON;99;47367
Biobío;Penco;8107;43950;810743950;0;19;0;2;17;1;29;0;ON;99;47367
Biobío;Penco;8107;43951;810743951;0;19;0;2;17;0;30;0;ON;99;47367
Biobío;Penco;8107;43952;810743952;0;19;0;1;18;1;31;0;ON;99;47367
Biobío;Penco;8107;43953;810743953;1;20;0;2;18;0;32;0;ON;99;47367
Biobío;Penco;8107;43954;810743954;0;20;0;1;19;1;33;0;ON;99;47367
Biobío;Penco;8107;43955;810743955;0;20;0;1;19;0;34;0;ON;99;47367
Biobío;Penco;8107;43956;810743956;0;20;0;1;19;0;35;0;ON;99;47367
Biobío;Penco;8107;43957;810743957;0;20;0;1;19;0;36;0;ON;99;47367
Biobío;Penco;8107;43958;810743958;0;20;0;0;20;1;37;0;ON;99;47367
Biobío;Penco;8107;43959;810743959;0;20;0;0;20;0;38;0;ON;99;47367
Biobío;Penco;8107;43960;810743960;0;20;0;0;20;0;39;0;ON;99;47367
Biobío;Penco;8107;43961;810743961;1;21;0;1;20;0;40;0;ON;99;47367
Biobío;Penco;8107;43962;810743962;0;21;0;1;20;0;41;0;ON;99;47367
Biobío;Penco;8107;43963;810743963;0;21;0;1;20;0;42;0;ON;99;47367
Biobío;Penco;8107;43964;810743964;0;21;0;1;20;0;43;0;ON;99;47367
Biobío;Penco;8107;43965;810743965;0;21;0;1;20;0;44;0;ON;99;47367
Biobío;Penco;8107;43966;810743966;0;21;0;0;21;1;45;0;ON;99;47367
Biobío;Penco;8107;43967;810743967;0;21;0;0;21;0;46;0;ON;99;47367
Biobío;Penco;8107;43968;810743968;0;21;0;0;21;0;47;0;ON;99;47367
Biobío;Penco;8107;43969;810743969;2;23;0;2;21;0;48;0;ON;99;47367
Biobío;Penco;8107;43970;810743970;0;23;0;2;21;0;49;0;ON;99;47367
Biobío;Penco;8107;43971;810743971;0;23;0;2;21;0;50;0;ON;99;47367
Biobío;Penco;8107;43972;810743972;0;23;0;2;21;0;51;0;ON;99;47367
Biobío;Penco;8107;43973;810743973;1;24;0;3;21;0;52;0;ON;99;47367
Biobío;Penco;8107;43974;810743974;0;24;0;1;23;2;53;0;ON;99;47367
Biobío;Penco;8107;43975;810743975;0;24;0;1;23;0;54;0;ON;99;47367
Biobío;Penco;8107;43976;810743976;2;26;0;3;23;0;55;0;ON;99;47367
Biobío;Penco;8107;43977;810743977;0;26;0;3;23;0;56;0;ON;99;47367
Biobío;Penco;8107;43978;810743978;0;26;0;2;24;1;57;0;ON;99;47367
Biobío;Penco;8107;43979;810743979;5;31;0;7;24;0;58;0;ON;99;47367
Biobío;Penco;8107;43980;810743980;2;33;0;9;24;0;59;0;ON;99;47367
Biobío;Penco;8107;43981;810743981;0;33;0;7;26;2;60;0;ON;99;47367
Biobío;Penco;8107;43982;810743982;1;34;0;8;26;0;61;0;ON;99;47367
Biobío;Penco;8107;43983;810743983;3;37;0;11;26;0;62;0;ON;99;47367
Biobío;Penco;8107;43984;810743984;0;37;0;6;31;5;63;0;ON;99;47367
Biobío;Penco;8107;43985;810743985;3;40;0;7;33;2;64;0;ON;99;47367
Biobío;Penco;8107;43986;810743986;3;43;0;10;33;0;65;0;ON;99;47367
Biobío;Penco;8107;43987;810743987;2;45;0;11;34;1;66;0;ON;99;47367
Biobío;Penco;8107;43988;810743988;3;48;0;11;37;3;67;0;ON;99;47367
Biobío;Penco;8107;43989;810743989;12;60;0;23;37;0;68;0;ON;99;47367
Biobío;Penco;8107;43990;810743990;3;63;0;23;40;3;69;0;ON;99;47367
Biobío;Penco;8107;43991;810743991;0;63;0;20;43;3;70;0;ON;99;47367
Biobío;Penco;8107;43992;810743992;6;69;0;24;45;2;71;0;ON;99;47367
Biobío;Penco;8107;43993;810743993;11;80;0;32;48;3;72;0;ON;99;47367
Biobío;Penco;8107;43994;810743994;2;82;0;22;60;12;73;0;ON;99;47367
Biobío;Penco;8107;43995;810743995;6;88;0;25;63;3;74;0;ON;99;47367
Biobío;Penco;8107;43996;810743996;14;102;0;39;63;0;75;0;ON;99;47367
Biobío;Penco;8107;43997;810743997;1;103;0;34;69;6;76;0;ON;99;47367
Biobío;Penco;8107;43998;810743998;4;107;0;27;80;11;77;0;ON;99;47367
Biobío;Penco;8107;43999;810743999;0;107;0;25;82;2;78;0;ON;99;47367
Biobío;Penco;8107;44000;810744000;0;107;0;19;88;6;79;0;ON;99;47367
Biobío;Penco;8107;44001;810744001;4;111;0;9;102;14;80;0;ON;99;47367
Biobío;Penco;8107;44002;810744002;7;118;1;14;103;1;81;1;ON;99;47367
Biobío;Penco;8107;44003;810744003;7;125;1;17;107;4;82;0;ON;99;47367
Biobío;Penco;8107;44004;810744004;8;133;1;25;107;0;83;0;ON;99;47367
Biobío;Penco;8107;44005;810744005;10;143;1;35;107;0;84;0;ON;99;47367
Biobío;Penco;8107;44006;810744006;2;145;1;33;111;4;85;0;ON;99;47367
Biobío;Penco;8107;44007;810744007;3;148;1;29;118;7;86;0;ON;99;47367
Biobío;Penco;8107;44008;810744008;8;156;1;30;125;7;87;0;ON;99;47367
Biobío;Penco;8107;44009;810744009;2;158;1;24;133;8;88;0;ON;99;47367
Biobío;Penco;8107;44010;810744010;14;172;1;28;143;10;89;0;ON;99;47367
Biobío;Penco;8107;44011;810744011;5;177;1;31;145;2;90;0;ON;99;47367
Biobío;Penco;8107;44012;810744012;4;181;1;32;148;3;91;0;ON;99;47367
Biobío;Penco;8107;44013;810744013;4;185;1;28;156;8;92;0;ON;99;47367
Biobío;Penco;8107;44014;810744014;9;194;1;35;158;2;93;0;ON;99;47367
Biobío;Penco;8107;44015;810744015;4;198;1;25;172;14;94;0;ON;99;47367
Biobío;Penco;8107;44016;810744016;4;202;1;24;177;5;95;0;ON;99;47367
Biobío;Penco;8107;44017;810744017;15;217;1;35;181;4;96;0;ON;99;47367
Biobío;Penco;8107;44018;810744018;4;221;1;35;185;4;97;0;ON;99;47367
Biobío;Penco;8107;44019;810744019;6;227;1;32;194;9;98;0;ON;99;47367
Biobío;Penco;8107;44020;810744020;0;227;1;28;198;4;99;0;ON;99;47367
Biobío;San Pedro de la Paz;8108;43908;810843908;1;1;0;1;0;0;1;0;START;113;131808
Biobío;San Pedro de la Paz;8108;43909;810843909;0;1;0;1;0;0;2;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43910;810843910;1;2;0;2;0;0;3;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43911;810843911;2;4;0;4;0;0;4;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43912;810843912;2;6;0;6;0;0;5;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43913;810843913;5;11;0;10;1;1;6;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43914;810843914;8;19;0;18;1;0;7;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43915;810843915;8;27;0;25;2;1;8;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43916;810843916;0;27;0;23;4;2;9;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43917;810843917;4;31;0;25;6;2;10;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43918;810843918;1;32;0;21;11;5;11;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43919;810843919;7;39;0;20;19;8;12;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43920;810843920;4;43;0;16;27;8;13;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43921;810843921;0;43;0;16;27;0;14;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43922;810843922;2;45;0;14;31;4;15;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43923;810843923;3;48;0;16;32;1;16;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43924;810843924;0;48;0;9;39;7;17;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43925;810843925;5;53;0;10;43;4;18;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43926;810843926;1;54;0;11;43;0;19;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43927;810843927;0;54;0;9;45;2;20;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43928;810843928;3;57;0;9;48;3;21;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43929;810843929;3;60;0;12;48;0;22;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43930;810843930;2;62;0;9;53;5;23;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43931;810843931;2;64;0;10;54;1;24;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43932;810843932;2;66;0;12;54;0;25;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43933;810843933;3;69;0;12;57;3;26;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43934;810843934;0;69;0;9;60;3;27;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43935;810843935;2;71;0;9;62;2;28;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43936;810843936;0;71;0;7;64;2;29;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43937;810843937;1;72;0;6;66;2;30;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43938;810843938;3;75;0;6;69;3;31;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43939;810843939;8;83;0;14;69;0;32;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43940;810843940;2;85;0;14;71;2;33;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43941;810843941;0;85;0;14;71;0;34;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43942;810843942;4;89;0;17;72;1;35;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43943;810843943;6;95;0;20;75;3;36;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43944;810843944;1;96;0;13;83;8;37;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43945;810843945;3;99;0;14;85;2;38;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43946;810843946;0;99;0;14;85;0;39;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43947;810843947;0;99;0;10;89;4;40;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43948;810843948;0;99;0;4;95;6;41;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43949;810843949;0;99;0;3;96;1;42;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43950;810843950;0;99;0;0;99;3;43;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43951;810843951;1;100;0;1;99;0;44;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43952;810843952;0;100;0;1;99;0;45;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43953;810843953;0;100;0;1;99;0;46;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43954;810843954;0;100;0;1;99;0;47;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43955;810843955;1;101;0;2;99;0;48;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43956;810843956;1;102;0;2;100;1;49;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43957;810843957;0;102;0;2;100;0;50;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43958;810843958;0;102;0;2;100;0;51;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43959;810843959;3;105;0;5;100;0;52;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43960;810843960;0;105;0;4;101;1;53;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43961;810843961;3;108;0;6;102;1;54;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43962;810843962;0;108;0;6;102;0;55;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43963;810843963;1;109;0;7;102;0;56;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43964;810843964;2;111;0;6;105;3;57;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43965;810843965;2;113;0;8;105;0;58;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43966;810843966;0;113;0;5;108;3;59;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43967;810843967;12;125;0;17;108;0;60;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43968;810843968;0;125;0;16;109;1;61;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43969;810843969;2;127;0;16;111;2;62;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43970;810843970;1;128;0;15;113;2;63;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43971;810843971;4;132;0;19;113;0;64;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43972;810843972;4;136;0;11;125;12;65;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43973;810843973;4;140;0;15;125;0;66;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43974;810843974;5;145;0;18;127;2;67;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43975;810843975;6;151;0;23;128;1;68;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43976;810843976;4;155;0;23;132;4;69;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43977;810843977;3;158;0;22;136;4;70;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43978;810843978;12;170;0;30;140;4;71;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43979;810843979;6;176;0;31;145;5;72;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43980;810843980;15;191;0;40;151;6;73;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43981;810843981;5;196;1;40;155;4;74;1;ON;113;131808
Biobío;San Pedro de la Paz;8108;43982;810843982;6;202;1;43;158;3;75;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43983;810843983;3;205;1;34;170;12;76;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43984;810843984;6;211;2;33;176;6;77;1;ON;113;131808
Biobío;San Pedro de la Paz;8108;43985;810843985;6;217;2;24;191;15;78;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43986;810843986;5;222;3;23;196;5;79;1;ON;113;131808
Biobío;San Pedro de la Paz;8108;43987;810843987;2;224;3;19;202;6;80;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43988;810843988;5;229;3;21;205;3;81;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43989;810843989;9;238;3;24;211;6;82;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43990;810843990;6;244;3;24;217;6;83;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43991;810843991;3;247;3;22;222;5;84;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43992;810843992;17;264;3;37;224;2;85;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43993;810843993;11;275;3;43;229;5;86;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43994;810843994;12;287;3;46;238;9;87;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43995;810843995;21;308;3;61;244;6;88;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43996;810843996;11;319;3;69;247;3;89;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43997;810843997;7;326;3;59;264;17;90;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43998;810843998;2;328;3;50;275;11;91;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;43999;810843999;0;328;3;38;287;12;92;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44000;810844000;0;328;3;17;308;21;93;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44001;810844001;18;346;3;24;319;11;94;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44002;810844002;17;363;4;33;326;7;95;1;ON;113;131808
Biobío;San Pedro de la Paz;8108;44003;810844003;23;386;4;54;328;2;96;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44004;810844004;20;406;4;74;328;0;97;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44005;810844005;14;420;4;88;328;0;98;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44006;810844006;8;428;4;78;346;18;99;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44007;810844007;16;444;4;77;363;17;100;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44008;810844008;11;455;4;65;386;23;101;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44009;810844009;11;466;4;56;406;20;102;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44010;810844010;11;477;4;53;420;14;103;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44011;810844011;11;488;4;56;428;8;104;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44012;810844012;6;494;4;46;444;16;105;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44013;810844013;5;499;4;40;455;11;106;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44014;810844014;4;503;4;33;466;11;107;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44015;810844015;11;514;4;33;477;11;108;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44016;810844016;11;525;4;33;488;11;109;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44017;810844017;11;536;4;38;494;6;110;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44018;810844018;16;552;4;49;499;5;111;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44019;810844019;12;564;4;57;503;4;112;0;ON;113;131808
Biobío;San Pedro de la Paz;8108;44020;810844020;0;564;4;46;514;11;113;0;ON;113;131808
Biobío;Santa Juana;8109;43939;810943939;1;1;0;1;0;0;1;0;START;82;13749
Biobío;Santa Juana;8109;43940;810943940;0;1;0;1;0;0;2;0;ON;82;13749
Biobío;Santa Juana;8109;43941;810943941;0;1;0;1;0;0;3;0;ON;82;13749
Biobío;Santa Juana;8109;43942;810943942;0;1;0;1;0;0;4;0;ON;82;13749
Biobío;Santa Juana;8109;43943;810943943;0;1;0;1;0;0;5;0;ON;82;13749
Biobío;Santa Juana;8109;43944;810943944;0;1;0;0;1;1;6;0;ON;82;13749
Biobío;Santa Juana;8109;43945;810943945;1;2;0;1;1;0;7;0;ON;82;13749
Biobío;Santa Juana;8109;43946;810943946;0;2;0;1;1;0;8;0;ON;82;13749
Biobío;Santa Juana;8109;43947;810943947;0;2;0;1;1;0;9;0;ON;82;13749
Biobío;Santa Juana;8109;43948;810943948;0;2;0;1;1;0;10;0;ON;82;13749
Biobío;Santa Juana;8109;43949;810943949;0;2;0;1;1;0;11;0;ON;82;13749
Biobío;Santa Juana;8109;43950;810943950;0;2;0;0;2;1;12;0;ON;82;13749
Biobío;Santa Juana;8109;43951;810943951;0;2;0;0;2;0;13;0;ON;82;13749
Biobío;Santa Juana;8109;43952;810943952;0;2;0;0;2;0;14;0;ON;82;13749
Biobío;Santa Juana;8109;43953;810943953;0;2;0;0;2;0;15;0;ON;82;13749
Biobío;Santa Juana;8109;43954;810943954;0;2;0;0;2;0;16;0;ON;82;13749
Biobío;Santa Juana;8109;43955;810943955;0;2;0;0;2;0;17;0;ON;82;13749
Biobío;Santa Juana;8109;43956;810943956;0;2;0;0;2;0;18;0;ON;82;13749
Biobío;Santa Juana;8109;43957;810943957;0;2;0;0;2;0;19;0;ON;82;13749
Biobío;Santa Juana;8109;43958;810943958;0;2;0;0;2;0;20;0;ON;82;13749
Biobío;Santa Juana;8109;43959;810943959;0;2;0;0;2;0;21;0;ON;82;13749
Biobío;Santa Juana;8109;43960;810943960;0;2;0;0;2;0;22;0;ON;82;13749
Biobío;Santa Juana;8109;43961;810943961;0;2;0;0;2;0;23;0;ON;82;13749
Biobío;Santa Juana;8109;43962;810943962;0;2;0;0;2;0;24;0;ON;82;13749
Biobío;Santa Juana;8109;43963;810943963;0;2;0;0;2;0;25;0;ON;82;13749
Biobío;Santa Juana;8109;43964;810943964;0;2;0;0;2;0;26;0;ON;82;13749
Biobío;Santa Juana;8109;43965;810943965;0;2;0;0;2;0;27;0;ON;82;13749
Biobío;Santa Juana;8109;43966;810943966;0;2;0;0;2;0;28;0;ON;82;13749
Biobío;Santa Juana;8109;43967;810943967;0;2;0;0;2;0;29;0;ON;82;13749
Biobío;Santa Juana;8109;43968;810943968;0;2;0;0;2;0;30;0;ON;82;13749
Biobío;Santa Juana;8109;43969;810943969;0;2;0;0;2;0;31;0;ON;82;13749
Biobío;Santa Juana;8109;43970;810943970;0;2;0;0;2;0;32;0;ON;82;13749
Biobío;Santa Juana;8109;43971;810943971;0;2;0;0;2;0;33;0;ON;82;13749
Biobío;Santa Juana;8109;43972;810943972;0;2;0;0;2;0;34;0;ON;82;13749
Biobío;Santa Juana;8109;43973;810943973;0;2;0;0;2;0;35;0;ON;82;13749
Biobío;Santa Juana;8109;43974;810943974;0;2;0;0;2;0;36;0;ON;82;13749
Biobío;Santa Juana;8109;43975;810943975;0;2;0;0;2;0;37;0;ON;82;13749
Biobío;Santa Juana;8109;43976;810943976;0;2;0;0;2;0;38;0;ON;82;13749
Biobío;Santa Juana;8109;43977;810943977;0;2;0;0;2;0;39;0;ON;82;13749
Biobío;Santa Juana;8109;43978;810943978;0;2;0;0;2;0;40;0;ON;82;13749
Biobío;Santa Juana;8109;43979;810943979;0;2;0;0;2;0;41;0;ON;82;13749
Biobío;Santa Juana;8109;43980;810943980;0;2;0;0;2;0;42;0;ON;82;13749
Biobío;Santa Juana;8109;43981;810943981;0;2;0;0;2;0;43;0;ON;82;13749
Biobío;Santa Juana;8109;43982;810943982;1;3;0;1;2;0;44;0;ON;82;13749
Biobío;Santa Juana;8109;43983;810943983;0;3;0;1;2;0;45;0;ON;82;13749
Biobío;Santa Juana;8109;43984;810943984;0;3;0;1;2;0;46;0;ON;82;13749
Biobío;Santa Juana;8109;43985;810943985;0;3;0;1;2;0;47;0;ON;82;13749
Biobío;Santa Juana;8109;43986;810943986;1;4;0;2;2;0;48;0;ON;82;13749
