Comuna;R0;Codigo comuna;fecha;dia
Caimito;0;130302;09-06-2020;5
Caimito;0;130302;10-06-2020;6
Caimito;0;130302;11-06-2020;7
Caimito;0;130302;12-06-2020;8
Caimito;-0,13;130302;13-06-2020;9
Caimito;-0,11;130302;14-06-2020;10
Caimito;-0,1;130302;15-06-2020;11
Caimito;-0,09;130302;16-06-2020;12
Caimito;-0,08;130302;17-06-2020;13
Caimito;-0,08;130302;18-06-2020;14
Caimito;-0,07;130302;19-06-2020;15
Caimito;-0,07;130302;20-06-2020;16
Caimito;-0,06;130302;21-06-2020;17
Caimito;-0,06;130302;22-06-2020;18
Caimito;-0,06;130302;23-06-2020;19
Caimito;-0,05;130302;24-06-2020;20
Caimito;-0,05;130302;25-06-2020;21
Caimito;-0,05;130302;26-06-2020;22
Calante;NA;120610;06-06-2020;2
Calante;0;120610;07-06-2020;3
Calante;0;120610;08-06-2020;4
Calante;0;120610;09-06-2020;5
Calante;0;120610;10-06-2020;6
Calante;0;120610;11-06-2020;7
Calante;0;120610;12-06-2020;8
Calante;0;120610;13-06-2020;9
Calante;0;120610;14-06-2020;10
Calante;0;120610;15-06-2020;11
Calante;0;120610;16-06-2020;12
Calante;0;120610;17-06-2020;13
Calante;0;120610;18-06-2020;14
Calante;0;120610;19-06-2020;15
Calante;0;120610;20-06-2020;16
Calante;0;120610;21-06-2020;17
Calante;0;120610;22-06-2020;18
Calante;0;120610;23-06-2020;19
Calante;0;120610;24-06-2020;20
Calante;0;120610;25-06-2020;21
Calante;0;120610;26-06-2020;22
Caldera;NA;40402;06-06-2020;2
Caldera;0;40402;07-06-2020;3
Caldera;0;40402;08-06-2020;4
Caldera;-0,25;40402;09-06-2020;5
Caldera;-0,2;40402;10-06-2020;6
Caldera;-0,17;40402;11-06-2020;7
Caldera;-0,14;40402;12-06-2020;8
Caldera;-0,13;40402;13-06-2020;9
Caldera;1,88;40402;14-06-2020;10
Caldera;1,89;40402;15-06-2020;11
Caldera;1,9;40402;16-06-2020;12
Caldera;1,91;40402;17-06-2020;13
Caldera;1,92;40402;18-06-2020;14
Caldera;1,92;40402;19-06-2020;15
Caldera;1,93;40402;20-06-2020;16
Caldera;1,93;40402;21-06-2020;17
Caldera;1,94;40402;22-06-2020;18
Caldera;1,94;40402;23-06-2020;19
Caldera;1,95;40402;24-06-2020;20
Caldera;1,95;40402;25-06-2020;21
Caldera;1,95;40402;26-06-2020;22
Calidonia;NA;91103;06-06-2020;2
Calidonia;0;91103;07-06-2020;3
Calidonia;0;91103;08-06-2020;4
Calidonia;0;91103;09-06-2020;5
Calidonia;0;91103;10-06-2020;6
Calidonia;0;91103;11-06-2020;7
Calidonia;0;91103;12-06-2020;8
Calidonia;0;91103;13-06-2020;9
Calidonia;-0,11;91103;14-06-2020;10
Calidonia;-0,1;91103;15-06-2020;11
Calidonia;-0,09;91103;16-06-2020;12
Calidonia;-0,08;91103;17-06-2020;13
Calidonia;-0,08;91103;18-06-2020;14
Calidonia;-0,07;91103;19-06-2020;15
Calidonia;-0,07;91103;20-06-2020;16
Calidonia;-0,06;91103;21-06-2020;17
Calidonia;-0,06;91103;22-06-2020;18
Calidonia;-0,06;91103;23-06-2020;19
Calidonia;-0,05;91103;24-06-2020;20
Calidonia;-0,05;91103;25-06-2020;21
Calidonia;-0,05;91103;26-06-2020;22
Calobre (Cabecera);NA;90201;06-06-2020;2
Calobre (Cabecera);0;90201;07-06-2020;3
Calobre (Cabecera);0;90201;08-06-2020;4
Calobre (Cabecera);0;90201;09-06-2020;5
Calobre (Cabecera);0;90201;10-06-2020;6
Calobre (Cabecera);0;90201;11-06-2020;7
Calobre (Cabecera);0;90201;12-06-2020;8
Calobre (Cabecera);0;90201;13-06-2020;9
Calobre (Cabecera);0;90201;14-06-2020;10
Calobre (Cabecera);0;90201;15-06-2020;11
Calobre (Cabecera);0;90201;16-06-2020;12
Calobre (Cabecera);0;90201;17-06-2020;13
Calobre (Cabecera);0;90201;18-06-2020;14
Calobre (Cabecera);0;90201;19-06-2020;15
Calobre (Cabecera);0;90201;20-06-2020;16
Calobre (Cabecera);0;90201;21-06-2020;17
Calobre (Cabecera);0;90201;22-06-2020;18
Calobre (Cabecera);0;90201;23-06-2020;19
Calobre (Cabecera);0;90201;24-06-2020;20
Calobre (Cabecera);0;90201;25-06-2020;21
Calobre (Cabecera);0;90201;26-06-2020;22
CalovÇbora;NA;90902;06-06-2020;2
CalovÇbora;0;90902;07-06-2020;3
CalovÇbora;0;90902;08-06-2020;4
CalovÇbora;0;90902;09-06-2020;5
CalovÇbora;0;90902;10-06-2020;6
CalovÇbora;0;90902;11-06-2020;7
CalovÇbora;0;90902;12-06-2020;8
CalovÇbora;0;90902;13-06-2020;9
CalovÇbora;0;90902;14-06-2020;10
CalovÇbora;0;90902;15-06-2020;11
CalovÇbora;0;90902;16-06-2020;12
CalovÇbora;0;90902;17-06-2020;13
CalovÇbora;0;90902;18-06-2020;14
CalovÇbora;0;90902;19-06-2020;15
CalovÇbora;0;90902;20-06-2020;16
CalovÇbora;1;90902;21-06-2020;17
CalovÇbora;1;90902;22-06-2020;18
CalovÇbora;1;90902;23-06-2020;19
CalovÇbora;1;90902;24-06-2020;20
CalovÇbora;1;90902;25-06-2020;21
CalovÇbora;1;90902;26-06-2020;22
Camar¢n Arriba;NA;120103;06-06-2020;2
Camar¢n Arriba;0;120103;07-06-2020;3
Camar¢n Arriba;0;120103;08-06-2020;4
Camar¢n Arriba;0;120103;09-06-2020;5
Camar¢n Arriba;0;120103;10-06-2020;6
Camar¢n Arriba;0;120103;11-06-2020;7
Camar¢n Arriba;0;120103;12-06-2020;8
Camar¢n Arriba;0;120103;13-06-2020;9
Camar¢n Arriba;0;120103;14-06-2020;10
Camar¢n Arriba;0;120103;15-06-2020;11
Camar¢n Arriba;0;120103;16-06-2020;12
Camar¢n Arriba;0;120103;17-06-2020;13
Camar¢n Arriba;0;120103;18-06-2020;14
Camar¢n Arriba;0;120103;19-06-2020;15
Camar¢n Arriba;0;120103;20-06-2020;16
Camar¢n Arriba;0;120103;21-06-2020;17
Camar¢n Arriba;0;120103;22-06-2020;18
Camar¢n Arriba;0;120103;23-06-2020;19
Camar¢n Arriba;0;120103;24-06-2020;20
Camar¢n Arriba;0;120103;25-06-2020;21
Camar¢n Arriba;0;120103;26-06-2020;22
Cambutal;NA;70710;06-06-2020;2
Cambutal;0;70710;07-06-2020;3
Cambutal;0;70710;08-06-2020;4
Cambutal;0;70710;09-06-2020;5
Cambutal;0;70710;10-06-2020;6
Cambutal;0;70710;11-06-2020;7
Cambutal;0;70710;12-06-2020;8
Cambutal;0;70710;13-06-2020;9
Cambutal;0;70710;14-06-2020;10
Cambutal;0;70710;15-06-2020;11
Cambutal;0;70710;16-06-2020;12
Cambutal;0;70710;17-06-2020;13
Cambutal;0;70710;18-06-2020;14
Cambutal;0;70710;19-06-2020;15
Cambutal;0;70710;20-06-2020;16
Cambutal;0;70710;21-06-2020;17
Cambutal;0;70710;22-06-2020;18
Cambutal;0;70710;23-06-2020;19
Cambutal;0;70710;24-06-2020;20
Cambutal;0;70710;25-06-2020;21
Cambutal;0;70710;26-06-2020;22
Camogant°;NA;50102;06-06-2020;2
Camogant°;0;50102;07-06-2020;3
Camogant°;0;50102;08-06-2020;4
Camogant°;0;50102;09-06-2020;5
Camogant°;0;50102;10-06-2020;6
Camogant°;0;50102;11-06-2020;7
Camogant°;0;50102;12-06-2020;8
Camogant°;0;50102;13-06-2020;9
Camogant°;0;50102;14-06-2020;10
Camogant°;0;50102;15-06-2020;11
Camogant°;0;50102;16-06-2020;12
Camogant°;0;50102;17-06-2020;13
Camogant°;0;50102;18-06-2020;14
Camogant°;0;50102;19-06-2020;15
Camogant°;0;50102;20-06-2020;16
Camogant°;0;50102;21-06-2020;17
Camogant°;0;50102;22-06-2020;18
Camogant°;0;50102;23-06-2020;19
Camogant°;0;50102;24-06-2020;20
Camogant°;0;50102;25-06-2020;21
Camogant°;0;50102;26-06-2020;22
Campana;NA;130303;06-06-2020;2
Campana;0;130303;07-06-2020;3
Campana;0;130303;08-06-2020;4
Campana;1,4;130303;09-06-2020;5
Campana;1,4;130303;10-06-2020;6
Campana;1,71;130303;11-06-2020;7
Campana;1,72;130303;12-06-2020;8
Campana;1,18;130303;13-06-2020;9
Campana;1,17;130303;14-06-2020;10
Campana;1,17;130303;15-06-2020;11
Campana;1,17;130303;16-06-2020;12
Campana;1,18;130303;17-06-2020;13
Campana;1,17;130303;18-06-2020;14
Campana;1,17;130303;19-06-2020;15
Campana;1,17;130303;20-06-2020;16
Campana;1,17;130303;21-06-2020;17
Campana;1,17;130303;22-06-2020;18
Campana;1,17;130303;23-06-2020;19
Campana;1,17;130303;24-06-2020;20
Campana;1,17;130303;25-06-2020;21
Campana;1,17;130303;26-06-2020;22
Canta Gallo;NA;40108;06-06-2020;2
Canta Gallo;0;40108;07-06-2020;3
Canta Gallo;0;40108;08-06-2020;4
Canta Gallo;0;40108;09-06-2020;5
Canta Gallo;0;40108;10-06-2020;6
Canta Gallo;0;40108;11-06-2020;7
Canta Gallo;0;40108;12-06-2020;8
Canta Gallo;0;40108;13-06-2020;9
Canta Gallo;0;40108;14-06-2020;10
Canta Gallo;0;40108;15-06-2020;11
Canta Gallo;0;40108;16-06-2020;12
Canta Gallo;0;40108;17-06-2020;13
Canta Gallo;0;40108;18-06-2020;14
Canta Gallo;1,34;40108;19-06-2020;15
Canta Gallo;1,34;40108;20-06-2020;16
Canta Gallo;1,34;40108;21-06-2020;17
Canta Gallo;1,34;40108;22-06-2020;18
Canta Gallo;1,34;40108;23-06-2020;19
Canta Gallo;1,92;40108;24-06-2020;20
Canta Gallo;1,92;40108;25-06-2020;21
Canta Gallo;1,93;40108;26-06-2020;22
Canto del Llano;NA;91007;06-06-2020;2
Canto del Llano;0;91007;07-06-2020;3
Canto del Llano;0;91007;08-06-2020;4
Canto del Llano;0;91007;09-06-2020;5
Canto del Llano;0;91007;10-06-2020;6
Canto del Llano;0;91007;11-06-2020;7
Canto del Llano;0;91007;12-06-2020;8
Canto del Llano;0;91007;13-06-2020;9
Canto del Llano;0;91007;14-06-2020;10
Canto del Llano;0;91007;15-06-2020;11
Canto del Llano;0;91007;16-06-2020;12
Canto del Llano;0;91007;17-06-2020;13
Canto del Llano;0;91007;18-06-2020;14
Canto del Llano;0;91007;19-06-2020;15
Canto del Llano;0;91007;20-06-2020;16
Canto del Llano;0;91007;21-06-2020;17
Canto del Llano;0;91007;22-06-2020;18
Canto del Llano;0;91007;23-06-2020;19
Canto del Llano;0;91007;24-06-2020;20
Canto del Llano;0;91007;25-06-2020;21
Canto del Llano;0;91007;26-06-2020;22
Ca§as;NA;70703;06-06-2020;2
Ca§as;0;70703;07-06-2020;3
Ca§as;0;70703;08-06-2020;4
Ca§as;0;70703;09-06-2020;5
Ca§as;0;70703;10-06-2020;6
Ca§as;0;70703;11-06-2020;7
Ca§as;0;70703;12-06-2020;8
Ca§as;0;70703;13-06-2020;9
Ca§as;0;70703;14-06-2020;10
Ca§as;0;70703;15-06-2020;11
Ca§as;0;70703;16-06-2020;12
Ca§as;0;70703;17-06-2020;13
Ca§as;0;70703;18-06-2020;14
Ca§as;0;70703;19-06-2020;15
Ca§as;0;70703;20-06-2020;16
Ca§as;0;70703;21-06-2020;17
Ca§as;0;70703;22-06-2020;18
Ca§as;0;70703;23-06-2020;19
Ca§as;0;70703;24-06-2020;20
Ca§as;0;70703;25-06-2020;21
Ca§as;0;70703;26-06-2020;22
Ca§as Gordas;NA;41003;06-06-2020;2
Ca§as Gordas;0;41003;07-06-2020;3
Ca§as Gordas;0;41003;08-06-2020;4
Ca§as Gordas;0;41003;09-06-2020;5
Ca§as Gordas;0;41003;10-06-2020;6
Ca§as Gordas;0;41003;11-06-2020;7
Ca§as Gordas;0;41003;12-06-2020;8
Ca§as Gordas;0;41003;13-06-2020;9
Ca§as Gordas;0;41003;14-06-2020;10
Ca§as Gordas;0;41003;15-06-2020;11
Ca§as Gordas;0;41003;16-06-2020;12
Ca§as Gordas;0;41003;17-06-2020;13
Ca§as Gordas;0;41003;18-06-2020;14
Ca§as Gordas;0;41003;19-06-2020;15
Ca§as Gordas;0;41003;20-06-2020;16
Ca§as Gordas;0;41003;21-06-2020;17
Ca§as Gordas;0;41003;22-06-2020;18
Ca§as Gordas;0;41003;23-06-2020;19
Ca§as Gordas;0;41003;24-06-2020;20
Ca§as Gordas;0;41003;25-06-2020;21
Ca§as Gordas;0;41003;26-06-2020;22
Ca§averal;NA;20602;06-06-2020;2
Ca§averal;0;20602;07-06-2020;3
Ca§averal;0;20602;08-06-2020;4
Ca§averal;0;20602;09-06-2020;5
Ca§averal;0;20602;10-06-2020;6
Ca§averal;0;20602;11-06-2020;7
Ca§averal;0;20602;12-06-2020;8
Ca§averal;0;20602;13-06-2020;9
Ca§averal;0;20602;14-06-2020;10
Ca§averal;0;20602;15-06-2020;11
Ca§averal;0;20602;16-06-2020;12
Ca§averal;0;20602;17-06-2020;13
Ca§averal;0;20602;18-06-2020;14
Ca§averal;0;20602;19-06-2020;15
Ca§averal;0;20602;20-06-2020;16
Ca§averal;0;20602;21-06-2020;17
Ca§averal;0;20602;22-06-2020;18
Ca§averal;0;20602;23-06-2020;19
Ca§averal;0;20602;24-06-2020;20
Ca§averal;0;20602;25-06-2020;21
Ca§averal;0;20602;26-06-2020;22
Ca§averal;NA;120708;06-06-2020;2
Ca§averal;0;120708;07-06-2020;3
Ca§averal;0;120708;08-06-2020;4
Ca§averal;0;120708;09-06-2020;5
Ca§averal;0;120708;10-06-2020;6
Ca§averal;0;120708;11-06-2020;7
Ca§averal;0;120708;12-06-2020;8
Ca§averal;0;120708;13-06-2020;9
Ca§averal;0;120708;14-06-2020;10
Ca§averal;0;120708;15-06-2020;11
Ca§averal;0;120708;16-06-2020;12
Ca§averal;0;120708;17-06-2020;13
Ca§averal;0;120708;18-06-2020;14
Ca§averal;0;120708;19-06-2020;15
Ca§averal;0;120708;20-06-2020;16
Ca§averal;0;120708;21-06-2020;17
Ca§averal;0;120708;22-06-2020;18
Ca§averal;0;120708;23-06-2020;19
Ca§averal;-0,11;120708;24-06-2020;20
Ca§averal;-0,1;120708;25-06-2020;21
Ca§averal;-0,1;120708;26-06-2020;22
Ca§azas (Cabecera);NA;90301;06-06-2020;2
Ca§azas (Cabecera);0;90301;07-06-2020;3
Ca§azas (Cabecera);0;90301;08-06-2020;4
Ca§azas (Cabecera);0;90301;09-06-2020;5
Ca§azas (Cabecera);0;90301;10-06-2020;6
Ca§azas (Cabecera);0;90301;11-06-2020;7
Ca§azas (Cabecera);0;90301;12-06-2020;8
Ca§azas (Cabecera);0;90301;13-06-2020;9
Ca§azas (Cabecera);0;90301;14-06-2020;10
Ca§azas (Cabecera);0;90301;15-06-2020;11
Ca§azas (Cabecera);0;90301;16-06-2020;12
Ca§azas (Cabecera);0;90301;17-06-2020;13
Ca§azas (Cabecera);0;90301;18-06-2020;14
Ca§azas (Cabecera);0;90301;19-06-2020;15
Ca§azas (Cabecera);0;90301;20-06-2020;16
Ca§azas (Cabecera);0;90301;21-06-2020;17
Ca§azas (Cabecera);0;90301;22-06-2020;18
Ca§azas (Cabecera);0;90301;23-06-2020;19
Ca§azas (Cabecera);0;90301;24-06-2020;20
Ca§azas (Cabecera);0;90301;25-06-2020;21
Ca§azas (Cabecera);0;90301;26-06-2020;22
Ca§ita;NA;80502;06-06-2020;2
Ca§ita;0;80502;07-06-2020;3
Ca§ita;0;80502;08-06-2020;4
Ca§ita;0;80502;09-06-2020;5
Ca§ita;0;80502;10-06-2020;6
Ca§ita;0;80502;11-06-2020;7
Ca§ita;0;80502;12-06-2020;8
Ca§ita;0;80502;13-06-2020;9
Ca§ita;0;80502;14-06-2020;10
Ca§ita;0;80502;15-06-2020;11
Ca§ita;0;80502;16-06-2020;12
Ca§ita;0;80502;17-06-2020;13
Ca§ita;0;80502;18-06-2020;14
Ca§ita;0;80502;19-06-2020;15
Ca§ita;0;80502;20-06-2020;16
Ca§ita;0;80502;21-06-2020;17
Ca§ita;0;80502;22-06-2020;18
Ca§ita;0;80502;23-06-2020;19
Ca§ita;0;80502;24-06-2020;20
Ca§ita;0;80502;25-06-2020;21
Ca§ita;0;80502;26-06-2020;22
Capellan°a;NA;20402;06-06-2020;2
Capellan°a;0;20402;07-06-2020;3
Capellan°a;0;20402;08-06-2020;4
Capellan°a;0;20402;09-06-2020;5
Capellan°a;0;20402;10-06-2020;6
Capellan°a;0;20402;11-06-2020;7
Capellan°a;0;20402;12-06-2020;8
Capellan°a;0;20402;13-06-2020;9
Capellan°a;0;20402;14-06-2020;10
Capellan°a;0;20402;15-06-2020;11
Capellan°a;0;20402;16-06-2020;12
Capellan°a;0;20402;17-06-2020;13
Capellan°a;0;20402;18-06-2020;14
Capellan°a;0;20402;19-06-2020;15
Capellan°a;0;20402;20-06-2020;16
Capellan°a;0;20402;21-06-2020;17
Capellan°a;0;20402;22-06-2020;18
Capellan°a;0;20402;23-06-2020;19
Capellan°a;0;20402;24-06-2020;20
Capellan°a;0;20402;25-06-2020;21
Capellan°a;0;20402;26-06-2020;22
Capira (Cabecera);NA;130301;06-06-2020;2
Capira (Cabecera);0;130301;07-06-2020;3
Capira (Cabecera);0;130301;08-06-2020;4
Capira (Cabecera);0;130301;09-06-2020;5
Capira (Cabecera);0;130301;10-06-2020;6
Capira (Cabecera);0;130301;11-06-2020;7
Capira (Cabecera);0;130301;12-06-2020;8
Capira (Cabecera);0;130301;13-06-2020;9
Capira (Cabecera);0;130301;14-06-2020;10
Capira (Cabecera);0;130301;15-06-2020;11
Capira (Cabecera);0;130301;16-06-2020;12
Capira (Cabecera);0;130301;17-06-2020;13
Capira (Cabecera);0;130301;18-06-2020;14
Capira (Cabecera);0;130301;19-06-2020;15
Capira (Cabecera);0;130301;20-06-2020;16
Capira (Cabecera);0;130301;21-06-2020;17
Capira (Cabecera);0;130301;22-06-2020;18
Capira (Cabecera);0;130301;23-06-2020;19
Capira (Cabecera);0;130301;24-06-2020;20
Capira (Cabecera);0;130301;25-06-2020;21
Capira (Cabecera);0;130301;26-06-2020;22
Carlos Santana µvila;NA;91009;06-06-2020;2
Carlos Santana µvila;0;91009;07-06-2020;3
Carlos Santana µvila;0;91009;08-06-2020;4
Carlos Santana µvila;0;91009;09-06-2020;5
Carlos Santana µvila;0;91009;10-06-2020;6
Carlos Santana µvila;0;91009;11-06-2020;7
Carlos Santana µvila;0;91009;12-06-2020;8
Carlos Santana µvila;0;91009;13-06-2020;9
Carlos Santana µvila;0;91009;14-06-2020;10
Carlos Santana µvila;0;91009;15-06-2020;11
Carlos Santana µvila;0;91009;16-06-2020;12
Carlos Santana µvila;0;91009;17-06-2020;13
Carlos Santana µvila;0;91009;18-06-2020;14
Carlos Santana µvila;0;91009;19-06-2020;15
Carlos Santana µvila;0;91009;20-06-2020;16
Carlos Santana µvila;0;91009;21-06-2020;17
Carlos Santana µvila;0;91009;22-06-2020;18
Carlos Santana µvila;0;91009;23-06-2020;19
Carlos Santana µvila;0;91009;24-06-2020;20
Carlos Santana µvila;0;91009;25-06-2020;21
Carlos Santana µvila;0;91009;26-06-2020;22
Cascabel;NA;120202;06-06-2020;2
Cascabel;0;120202;07-06-2020;3
Cascabel;0;120202;08-06-2020;4
Cascabel;0;120202;09-06-2020;5
Cascabel;0;120202;10-06-2020;6
Cascabel;0;120202;11-06-2020;7
Cascabel;0;120202;12-06-2020;8
Cascabel;0;120202;13-06-2020;9
Cascabel;0;120202;14-06-2020;10
Cascabel;0;120202;15-06-2020;11
Cascabel;0;120202;16-06-2020;12
Cascabel;0;120202;17-06-2020;13
Cascabel;0;120202;18-06-2020;14
Cascabel;0;120202;19-06-2020;15
Cascabel;0;120202;20-06-2020;16
Cascabel;0;120202;21-06-2020;17
Cascabel;0;120202;22-06-2020;18
Cascabel;0;120202;23-06-2020;19
Cascabel;0;120202;24-06-2020;20
Cascabel;0;120202;25-06-2020;21
Cascabel;0;120202;26-06-2020;22
Cativ†;NA;30104;06-06-2020;2
Cativ†;0;30104;07-06-2020;3
Cativ†;0;30104;08-06-2020;4
Cativ†;0;30104;09-06-2020;5
Cativ†;0;30104;10-06-2020;6
Cativ†;0;30104;11-06-2020;7
Cativ†;0;30104;12-06-2020;8
Cativ†;0;30104;13-06-2020;9
Cativ†;0;30104;14-06-2020;10
Cativ†;0;30104;15-06-2020;11
Cativ†;0;30104;16-06-2020;12
Cativ†;0;30104;17-06-2020;13
Cativ†;0;30104;18-06-2020;14
Cativ†;0;30104;19-06-2020;15
Cativ†;0;30104;20-06-2020;16
Cativ†;0;30104;21-06-2020;17
Cativ†;0;30104;22-06-2020;18
Cativ†;0;30104;23-06-2020;19
Cativ†;0;30104;24-06-2020;20
Cativ†;0;30104;25-06-2020;21
Cativ†;0;30104;26-06-2020;22
CativÇ;NA;91104;06-06-2020;2
CativÇ;0;91104;07-06-2020;3
CativÇ;0;91104;08-06-2020;4
CativÇ;0;91104;09-06-2020;5
CativÇ;0;91104;10-06-2020;6
CativÇ;0;91104;11-06-2020;7
CativÇ;0;91104;12-06-2020;8
CativÇ;-0,13;91104;13-06-2020;9
CativÇ;-0,11;91104;14-06-2020;10
CativÇ;-0,1;91104;15-06-2020;11
CativÇ;-0,09;91104;16-06-2020;12
CativÇ;-0,08;91104;17-06-2020;13
CativÇ;-0,08;91104;18-06-2020;14
CativÇ;-0,07;91104;19-06-2020;15
CativÇ;-0,07;91104;20-06-2020;16
CativÇ;-0,06;91104;21-06-2020;17
CativÇ;-0,06;91104;22-06-2020;18
CativÇ;-0,06;91104;23-06-2020;19
CativÇ;-0,05;91104;24-06-2020;20
CativÇ;-0,05;91104;25-06-2020;21
CativÇ;-0,05;91104;26-06-2020;22
Catorce de Noviembre;NA;90705;06-06-2020;2
Catorce de Noviembre;0;90705;07-06-2020;3
Catorce de Noviembre;0;90705;08-06-2020;4
Catorce de Noviembre;0;90705;09-06-2020;5
Catorce de Noviembre;0;90705;10-06-2020;6
Catorce de Noviembre;0;90705;11-06-2020;7
Catorce de Noviembre;0;90705;12-06-2020;8
Catorce de Noviembre;0;90705;13-06-2020;9
Catorce de Noviembre;0;90705;14-06-2020;10
Catorce de Noviembre;0;90705;15-06-2020;11
Catorce de Noviembre;0;90705;16-06-2020;12
Catorce de Noviembre;0;90705;17-06-2020;13
Catorce de Noviembre;0;90705;18-06-2020;14
Catorce de Noviembre;0;90705;19-06-2020;15
Catorce de Noviembre;0;90705;20-06-2020;16
Catorce de Noviembre;0;90705;21-06-2020;17
Catorce de Noviembre;0;90705;22-06-2020;18
Catorce de Noviembre;0;90705;23-06-2020;19
Catorce de Noviembre;0;90705;24-06-2020;20
Catorce de Noviembre;0;90705;25-06-2020;21
Catorce de Noviembre;0;90705;26-06-2020;22
Cauchero;NA;10103;06-06-2020;2
Cauchero;0;10103;07-06-2020;3
Cauchero;0;10103;08-06-2020;4
Cauchero;0;10103;09-06-2020;5
Cauchero;0;10103;10-06-2020;6
Cauchero;0;10103;11-06-2020;7
Cauchero;0;10103;12-06-2020;8
Cauchero;0;10103;13-06-2020;9
Cauchero;0;10103;14-06-2020;10
Cauchero;0;10103;15-06-2020;11
Cauchero;0;10103;16-06-2020;12
Cauchero;0;10103;17-06-2020;13
Cauchero;0;10103;18-06-2020;14
Cauchero;0;10103;19-06-2020;15
Cauchero;0;10103;20-06-2020;16
Cauchero;0;10103;21-06-2020;17
Cauchero;0;10103;22-06-2020;18
Cauchero;0;10103;23-06-2020;19
Cauchero;0;10103;24-06-2020;20
Cauchero;0;10103;25-06-2020;21
Cauchero;0;10103;26-06-2020;22
CÇbaco;NA;90606;06-06-2020;2
CÇbaco;0;90606;07-06-2020;3
CÇbaco;0;90606;08-06-2020;4
CÇbaco;-0,75;90606;09-06-2020;5
CÇbaco;-0,6;90606;10-06-2020;6
CÇbaco;6,46;90606;11-06-2020;7
CÇbaco;6,56;90606;12-06-2020;8
CÇbaco;4,67;90606;13-06-2020;9
CÇbaco;4,72;90606;14-06-2020;10
CÇbaco;4,76;90606;15-06-2020;11
CÇbaco;4,79;90606;16-06-2020;12
CÇbaco;4,82;90606;17-06-2020;13
CÇbaco;4,79;90606;18-06-2020;14
CÇbaco;4,81;90606;19-06-2020;15
CÇbaco;4,83;90606;20-06-2020;16
CÇbaco;4,84;90606;21-06-2020;17
CÇbaco;4,86;90606;22-06-2020;18
CÇbaco;4,87;90606;23-06-2020;19
CÇbaco;4,88;90606;24-06-2020;20
CÇbaco;4,89;90606;25-06-2020;21
CÇbaco;4,9;90606;26-06-2020;22
Cerme§o;NA;130304;06-06-2020;2
Cerme§o;0;130304;07-06-2020;3
Cerme§o;0;130304;08-06-2020;4
Cerme§o;0;130304;09-06-2020;5
Cerme§o;0;130304;10-06-2020;6
Cerme§o;0;130304;11-06-2020;7
Cerme§o;0;130304;12-06-2020;8
Cerme§o;0;130304;13-06-2020;9
Cerme§o;0;130304;14-06-2020;10
Cerme§o;0;130304;15-06-2020;11
Cerme§o;0;130304;16-06-2020;12
Cerme§o;0;130304;17-06-2020;13
Cerme§o;0;130304;18-06-2020;14
Cerme§o;0;130304;19-06-2020;15
Cerme§o;0;130304;20-06-2020;16
Cerme§o;0;130304;21-06-2020;17
Cerme§o;0;130304;22-06-2020;18
Cerme§o;0;130304;23-06-2020;19
Cerme§o;0;130304;24-06-2020;20
Cerme§o;0;130304;25-06-2020;21
Cerme§o;0;130304;26-06-2020;22
Cerro Banco;NA;120104;06-06-2020;2
Cerro Banco;0;120104;07-06-2020;3
Cerro Banco;0;120104;08-06-2020;4
Cerro Banco;0;120104;09-06-2020;5
Cerro Banco;0;120104;10-06-2020;6
Cerro Banco;0;120104;11-06-2020;7
Cerro Banco;0;120104;12-06-2020;8
Cerro Banco;0;120104;13-06-2020;9
Cerro Banco;0;120104;14-06-2020;10
Cerro Banco;0;120104;15-06-2020;11
Cerro Banco;0;120104;16-06-2020;12
Cerro Banco;0;120104;17-06-2020;13
Cerro Banco;0;120104;18-06-2020;14
Cerro Banco;0;120104;19-06-2020;15
Cerro Banco;0;120104;20-06-2020;16
Cerro Banco;0;120104;21-06-2020;17
Cerro Banco;0;120104;22-06-2020;18
Cerro Banco;0;120104;23-06-2020;19
Cerro Banco;0;120104;24-06-2020;20
Cerro Banco;0;120104;25-06-2020;21
Cerro Banco;0;120104;26-06-2020;22
Cerro Ca§a;NA;120304;06-06-2020;2
Cerro Ca§a;0;120304;07-06-2020;3
Cerro Ca§a;0;120304;08-06-2020;4
Cerro Ca§a;0;120304;09-06-2020;5
Cerro Ca§a;0;120304;10-06-2020;6
Cerro Ca§a;0;120304;11-06-2020;7
Cerro Ca§a;0;120304;12-06-2020;8
Cerro Ca§a;0;120304;13-06-2020;9
Cerro Ca§a;0;120304;14-06-2020;10
Cerro Ca§a;0;120304;15-06-2020;11
Cerro Ca§a;0;120304;16-06-2020;12
Cerro Ca§a;0;120304;17-06-2020;13
Cerro Ca§a;0;120304;18-06-2020;14
Cerro Ca§a;0;120304;19-06-2020;15
Cerro Ca§a;0;120304;20-06-2020;16
Cerro Ca§a;0;120304;21-06-2020;17
Cerro Ca§a;0;120304;22-06-2020;18
Cerro Ca§a;0;120304;23-06-2020;19
Cerro Ca§a;0;120304;24-06-2020;20
Cerro Ca§a;0;120304;25-06-2020;21
Cerro Ca§a;0;120304;26-06-2020;22
Cerro de Casa;NA;90502;06-06-2020;2
Cerro de Casa;0;90502;07-06-2020;3
Cerro de Casa;0;90502;08-06-2020;4
Cerro de Casa;5,01;90502;09-06-2020;5
Cerro de Casa;5,01;90502;10-06-2020;6
Cerro de Casa;4,81;90502;11-06-2020;7
