Comuna;R0;Codigo comuna;fecha;dia
Aguadulce (Cabecera);-0,33;20101;14-06-2020;10
Aguadulce (Cabecera);-0,3;20101;15-06-2020;11
Aguadulce (Cabecera);-0,27;20101;16-06-2020;12
Aguadulce (Cabecera);-0,25;20101;17-06-2020;13
Aguadulce (Cabecera);-0,23;20101;18-06-2020;14
Aguadulce (Cabecera);-0,21;20101;19-06-2020;15
Aguadulce (Cabecera);-0,2;20101;20-06-2020;16
Aguadulce (Cabecera);-0,19;20101;21-06-2020;17
Aguadulce (Cabecera);-0,18;20101;22-06-2020;18
Aguadulce (Cabecera);-0,17;20101;23-06-2020;19
Aguadulce (Cabecera);-0,16;20101;24-06-2020;20
Aguadulce (Cabecera);-0,15;20101;25-06-2020;21
Aguadulce (Cabecera);-0,14;20101;26-06-2020;22
Ailigand°;NA;100102;06-06-2020;2
Ailigand°;0;100102;07-06-2020;3
Ailigand°;0;100102;08-06-2020;4
Ailigand°;2,5;100102;09-06-2020;5
Ailigand°;2,5;100102;10-06-2020;6
Ailigand°;2,68;100102;11-06-2020;7
Ailigand°;2,69;100102;12-06-2020;8
Ailigand°;1,29;100102;13-06-2020;9
Ailigand°;1,28;100102;14-06-2020;10
Ailigand°;1,24;100102;15-06-2020;11
Ailigand°;1,23;100102;16-06-2020;12
Ailigand°;1,24;100102;17-06-2020;13
Ailigand°;1,22;100102;18-06-2020;14
Ailigand°;1,23;100102;19-06-2020;15
Ailigand°;1,2;100102;20-06-2020;16
Ailigand°;1,19;100102;21-06-2020;17
Ailigand°;1,19;100102;22-06-2020;18
Ailigand°;1,2;100102;23-06-2020;19
Ailigand°;1,19;100102;24-06-2020;20
Ailigand°;1,18;100102;25-06-2020;21
Ailigand°;1,2;100102;26-06-2020;22
Alanje (Cabecera);NA;40101;06-06-2020;2
Alanje (Cabecera);0;40101;07-06-2020;3
Alanje (Cabecera);0;40101;08-06-2020;4
Alanje (Cabecera);4,24;40101;09-06-2020;5
Alanje (Cabecera);4,24;40101;10-06-2020;6
Alanje (Cabecera);4,24;40101;11-06-2020;7
Alanje (Cabecera);4,25;40101;12-06-2020;8
Alanje (Cabecera);3,58;40101;13-06-2020;9
Alanje (Cabecera);3,5;40101;14-06-2020;10
Alanje (Cabecera);3,52;40101;15-06-2020;11
Alanje (Cabecera);3,46;40101;16-06-2020;12
Alanje (Cabecera);3,48;40101;17-06-2020;13
Alanje (Cabecera);3,39;40101;18-06-2020;14
Alanje (Cabecera);3,39;40101;19-06-2020;15
Alanje (Cabecera);3,3;40101;20-06-2020;16
Alanje (Cabecera);3,31;40101;21-06-2020;17
Alanje (Cabecera);3,27;40101;22-06-2020;18
Alanje (Cabecera);3,29;40101;23-06-2020;19
Alanje (Cabecera);3,17;40101;24-06-2020;20
Alanje (Cabecera);3,43;40101;25-06-2020;21
Alanje (Cabecera);3,44;40101;26-06-2020;22
Alcalde D°az;NA;80822;06-06-2020;2
Alcalde D°az;0;80822;07-06-2020;3
Alcalde D°az;0;80822;08-06-2020;4
Alcalde D°az;0;80822;09-06-2020;5
Alcalde D°az;0;80822;10-06-2020;6
Alcalde D°az;0;80822;11-06-2020;7
Alcalde D°az;0;80822;12-06-2020;8
Alcalde D°az;0;80822;13-06-2020;9
Alcalde D°az;0;80822;14-06-2020;10
Alcalde D°az;2;80822;15-06-2020;11
Alcalde D°az;2;80822;16-06-2020;12
Alcalde D°az;2;80822;17-06-2020;13
Alcalde D°az;2;80822;18-06-2020;14
Alcalde D°az;1,92;80822;19-06-2020;15
Alcalde D°az;1,93;80822;20-06-2020;16
Alcalde D°az;1,93;80822;21-06-2020;17
Alcalde D°az;1,94;80822;22-06-2020;18
Alcalde D°az;1,94;80822;23-06-2020;19
Alcalde D°az;1,94;80822;24-06-2020;20
Alcalde D°az;1,95;80822;25-06-2020;21
Alcalde D°az;1,95;80822;26-06-2020;22
Almirante (Cabecera);NA;10401;06-06-2020;2
Almirante (Cabecera);0;10401;07-06-2020;3
Almirante (Cabecera);0;10401;08-06-2020;4
Almirante (Cabecera);-1,75;10401;09-06-2020;5
Almirante (Cabecera);-1,4;10401;10-06-2020;6
Almirante (Cabecera);-2,54;10401;11-06-2020;7
Almirante (Cabecera);-2,21;10401;12-06-2020;8
Almirante (Cabecera);0,62;10401;13-06-2020;9
Almirante (Cabecera);0,75;10401;14-06-2020;10
Almirante (Cabecera);0,85;10401;15-06-2020;11
Almirante (Cabecera);0,93;10401;16-06-2020;12
Almirante (Cabecera);1;10401;17-06-2020;13
Almirante (Cabecera);0,86;10401;18-06-2020;14
Almirante (Cabecera);0,92;10401;19-06-2020;15
Almirante (Cabecera);0,81;10401;20-06-2020;16
Almirante (Cabecera);0,87;10401;21-06-2020;17
Almirante (Cabecera);0,92;10401;22-06-2020;18
Almirante (Cabecera);0,96;10401;23-06-2020;19
Almirante (Cabecera);1;10401;24-06-2020;20
Almirante (Cabecera);0,89;10401;25-06-2020;21
Almirante (Cabecera);0,93;10401;26-06-2020;22
Alto BilingÅe o GdogÅeshia;NA;120902;06-06-2020;2
Alto BilingÅe o GdogÅeshia;0;120902;07-06-2020;3
Alto BilingÅe o GdogÅeshia;0;120902;08-06-2020;4
Alto BilingÅe o GdogÅeshia;0;120902;09-06-2020;5
Alto BilingÅe o GdogÅeshia;0;120902;10-06-2020;6
Alto BilingÅe o GdogÅeshia;-0,17;120902;11-06-2020;7
Alto BilingÅe o GdogÅeshia;-0,14;120902;12-06-2020;8
Alto BilingÅe o GdogÅeshia;-0,13;120902;13-06-2020;9
Alto BilingÅe o GdogÅeshia;-0,11;120902;14-06-2020;10
Alto BilingÅe o GdogÅeshia;-0,1;120902;15-06-2020;11
Alto BilingÅe o GdogÅeshia;-0,09;120902;16-06-2020;12
Alto BilingÅe o GdogÅeshia;-0,08;120902;17-06-2020;13
Alto BilingÅe o GdogÅeshia;-0,08;120902;18-06-2020;14
Alto BilingÅe o GdogÅeshia;-0,07;120902;19-06-2020;15
Alto BilingÅe o GdogÅeshia;-0,07;120902;20-06-2020;16
Alto BilingÅe o GdogÅeshia;-0,06;120902;21-06-2020;17
Alto BilingÅe o GdogÅeshia;-0,06;120902;22-06-2020;18
Alto BilingÅe o GdogÅeshia;-0,06;120902;23-06-2020;19
Alto BilingÅe o GdogÅeshia;-0,05;120902;24-06-2020;20
Alto BilingÅe o GdogÅeshia;-0,05;120902;25-06-2020;21
Alto BilingÅe o GdogÅeshia;-0,05;120902;26-06-2020;22
Alto Boquete;NA;40404;06-06-2020;2
Alto Boquete;0;40404;07-06-2020;3
Alto Boquete;0;40404;08-06-2020;4
Alto Boquete;0;40404;09-06-2020;5
Alto Boquete;0;40404;10-06-2020;6
Alto Boquete;0;40404;11-06-2020;7
Alto Boquete;0;40404;12-06-2020;8
Alto Boquete;0;40404;13-06-2020;9
Alto Boquete;0;40404;14-06-2020;10
Alto Boquete;0;40404;15-06-2020;11
Alto Boquete;0;40404;16-06-2020;12
Alto Boquete;0;40404;17-06-2020;13
Alto Boquete;0;40404;18-06-2020;14
Alto Boquete;0;40404;19-06-2020;15
Alto Boquete;0;40404;20-06-2020;16
Alto Boquete;0;40404;21-06-2020;17
Alto Boquete;0;40404;22-06-2020;18
Alto Boquete;0;40404;23-06-2020;19
Alto Boquete;0;40404;24-06-2020;20
Alto Boquete;0;40404;25-06-2020;21
Alto Boquete;0;40404;26-06-2020;22
Alto Caballero;NA;120302;06-06-2020;2
Alto Caballero;0;120302;07-06-2020;3
Alto Caballero;0;120302;08-06-2020;4
Alto Caballero;0;120302;09-06-2020;5
Alto Caballero;0;120302;10-06-2020;6
Alto Caballero;0;120302;11-06-2020;7
Alto Caballero;0;120302;12-06-2020;8
Alto Caballero;0;120302;13-06-2020;9
Alto Caballero;0;120302;14-06-2020;10
Alto Caballero;0;120302;15-06-2020;11
Alto Caballero;0;120302;16-06-2020;12
Alto Caballero;0;120302;17-06-2020;13
Alto Caballero;0;120302;18-06-2020;14
Alto Caballero;0;120302;19-06-2020;15
Alto Caballero;0;120302;20-06-2020;16
Alto Caballero;0;120302;21-06-2020;17
Alto Caballero;0;120302;22-06-2020;18
Alto Caballero;0;120302;23-06-2020;19
Alto Caballero;0;120302;24-06-2020;20
Alto Caballero;0;120302;25-06-2020;21
Alto Caballero;0;120302;26-06-2020;22
Alto de Jes£s;NA;120503;06-06-2020;2
Alto de Jes£s;0;120503;07-06-2020;3
Alto de Jes£s;0;120503;08-06-2020;4
Alto de Jes£s;0;120503;09-06-2020;5
Alto de Jes£s;0;120503;10-06-2020;6
Alto de Jes£s;0;120503;11-06-2020;7
Alto de Jes£s;0;120503;12-06-2020;8
Alto de Jes£s;0;120503;13-06-2020;9
Alto de Jes£s;0;120503;14-06-2020;10
Alto de Jes£s;0;120503;15-06-2020;11
Alto de Jes£s;0;120503;16-06-2020;12
Alto de Jes£s;0;120503;17-06-2020;13
Alto de Jes£s;-0,08;120503;18-06-2020;14
Alto de Jes£s;-0,07;120503;19-06-2020;15
Alto de Jes£s;-0,07;120503;20-06-2020;16
Alto de Jes£s;-0,06;120503;21-06-2020;17
Alto de Jes£s;-0,06;120503;22-06-2020;18
Alto de Jes£s;-0,06;120503;23-06-2020;19
Alto de Jes£s;-0,05;120503;24-06-2020;20
Alto de Jes£s;-0,05;120503;25-06-2020;21
Alto de Jes£s;-0,05;120503;26-06-2020;22
Altos de GÅera;NA;70702;06-06-2020;2
Altos de GÅera;0;70702;07-06-2020;3
Altos de GÅera;0;70702;08-06-2020;4
Altos de GÅera;0;70702;09-06-2020;5
Altos de GÅera;0;70702;10-06-2020;6
Altos de GÅera;0;70702;11-06-2020;7
Altos de GÅera;0;70702;12-06-2020;8
Altos de GÅera;0;70702;13-06-2020;9
Altos de GÅera;0;70702;14-06-2020;10
Altos de GÅera;0;70702;15-06-2020;11
Altos de GÅera;0;70702;16-06-2020;12
Altos de GÅera;0;70702;17-06-2020;13
Altos de GÅera;0;70702;18-06-2020;14
Altos de GÅera;0;70702;19-06-2020;15
Altos de GÅera;0;70702;20-06-2020;16
Altos de GÅera;0;70702;21-06-2020;17
Altos de GÅera;0;70702;22-06-2020;18
Altos de GÅera;0;70702;23-06-2020;19
Altos de GÅera;0;70702;24-06-2020;20
Altos de GÅera;0;70702;25-06-2020;21
Altos de GÅera;0;70702;26-06-2020;22
Amador;NA;130703;06-06-2020;2
Amador;0;130703;07-06-2020;3
Amador;0;130703;08-06-2020;4
Amador;0;130703;09-06-2020;5
Amador;0;130703;10-06-2020;6
Amador;0;130703;11-06-2020;7
Amador;0;130703;12-06-2020;8
Amador;0;130703;13-06-2020;9
Amador;0;130703;14-06-2020;10
Amador;0;130703;15-06-2020;11
Amador;0;130703;16-06-2020;12
Amador;0;130703;17-06-2020;13
Amador;0;130703;18-06-2020;14
Amador;0;130703;19-06-2020;15
Amador;0;130703;20-06-2020;16
Amador;0;130703;21-06-2020;17
Amador;0;130703;22-06-2020;18
Amador;0;130703;23-06-2020;19
Amador;0;130703;24-06-2020;20
Amador;0;130703;25-06-2020;21
Amador;0;130703;26-06-2020;22
Amelia Denis de Icaza;NA;81001;06-06-2020;2
Amelia Denis de Icaza;0;81001;07-06-2020;3
Amelia Denis de Icaza;0;81001;08-06-2020;4
Amelia Denis de Icaza;0;81001;09-06-2020;5
Amelia Denis de Icaza;0;81001;10-06-2020;6
Amelia Denis de Icaza;0;81001;11-06-2020;7
Amelia Denis de Icaza;0;81001;12-06-2020;8
Amelia Denis de Icaza;0;81001;13-06-2020;9
Amelia Denis de Icaza;0;81001;14-06-2020;10
Amelia Denis de Icaza;0;81001;15-06-2020;11
Amelia Denis de Icaza;0;81001;16-06-2020;12
Amelia Denis de Icaza;0;81001;17-06-2020;13
Amelia Denis de Icaza;0;81001;18-06-2020;14
Amelia Denis de Icaza;0;81001;19-06-2020;15
Amelia Denis de Icaza;0;81001;20-06-2020;16
Amelia Denis de Icaza;0;81001;21-06-2020;17
Amelia Denis de Icaza;0;81001;22-06-2020;18
Amelia Denis de Icaza;0;81001;23-06-2020;19
Amelia Denis de Icaza;0;81001;24-06-2020;20
Amelia Denis de Icaza;0;81001;25-06-2020;21
Amelia Denis de Icaza;0;81001;26-06-2020;22
Anc¢n;NA;80814;06-06-2020;2
Anc¢n;0;80814;07-06-2020;3
Anc¢n;0;80814;08-06-2020;4
Anc¢n;2,56;80814;09-06-2020;5
Anc¢n;2,56;80814;10-06-2020;6
Anc¢n;2,6;80814;11-06-2020;7
Anc¢n;2,6;80814;12-06-2020;8
Anc¢n;1,6;80814;13-06-2020;9
Anc¢n;1,59;80814;14-06-2020;10
Anc¢n;1,48;80814;15-06-2020;11
Anc¢n;1,48;80814;16-06-2020;12
Anc¢n;1,5;80814;17-06-2020;13
Anc¢n;1,45;80814;18-06-2020;14
Anc¢n;1,45;80814;19-06-2020;15
Anc¢n;1,44;80814;20-06-2020;16
Anc¢n;1,42;80814;21-06-2020;17
Anc¢n;1,45;80814;22-06-2020;18
Anc¢n;1,47;80814;23-06-2020;19
Anc¢n;1,45;80814;24-06-2020;20
Anc¢n;1,44;80814;25-06-2020;21
Anc¢n;1,46;80814;26-06-2020;22
Ant¢n (Cabecera);NA;20201;06-06-2020;2
Ant¢n (Cabecera);0;20201;07-06-2020;3
Ant¢n (Cabecera);0;20201;08-06-2020;4
Ant¢n (Cabecera);2,8;20201;09-06-2020;5
Ant¢n (Cabecera);2,8;20201;10-06-2020;6
Ant¢n (Cabecera);2,7;20201;11-06-2020;7
Ant¢n (Cabecera);2,72;20201;12-06-2020;8
Ant¢n (Cabecera);2,41;20201;13-06-2020;9
Ant¢n (Cabecera);2,39;20201;14-06-2020;10
Ant¢n (Cabecera);2,28;20201;15-06-2020;11
Ant¢n (Cabecera);2,24;20201;16-06-2020;12
Ant¢n (Cabecera);2,27;20201;17-06-2020;13
Ant¢n (Cabecera);2,25;20201;18-06-2020;14
Ant¢n (Cabecera);2,25;20201;19-06-2020;15
Ant¢n (Cabecera);2,22;20201;20-06-2020;16
Ant¢n (Cabecera);2,21;20201;21-06-2020;17
Ant¢n (Cabecera);2,17;20201;22-06-2020;18
Ant¢n (Cabecera);2,19;20201;23-06-2020;19
Ant¢n (Cabecera);2,17;20201;24-06-2020;20
Ant¢n (Cabecera);2,17;20201;25-06-2020;21
Ant¢n (Cabecera);2,18;20201;26-06-2020;22
Arenas;NA;91202;06-06-2020;2
Arenas;0;91202;07-06-2020;3
Arenas;0;91202;08-06-2020;4
Arenas;0;91202;09-06-2020;5
Arenas;0;91202;10-06-2020;6
Arenas;0;91202;11-06-2020;7
Arenas;0;91202;12-06-2020;8
Arenas;0;91202;13-06-2020;9
Arenas;0;91202;14-06-2020;10
Arenas;0;91202;15-06-2020;11
Arenas;0;91202;16-06-2020;12
Arenas;0;91202;17-06-2020;13
Arenas;0;91202;18-06-2020;14
Arenas;0;91202;19-06-2020;15
Arenas;0;91202;20-06-2020;16
Arenas;0;91202;21-06-2020;17
Arenas;0;91202;22-06-2020;18
Arenas;0;91202;23-06-2020;19
Arenas;0;91202;24-06-2020;20
Arenas;0;91202;25-06-2020;21
Arenas;0;91202;26-06-2020;22
Arnulfo Arias;NA;81006;06-06-2020;2
Arnulfo Arias;0;81006;07-06-2020;3
Arnulfo Arias;0;81006;08-06-2020;4
Arnulfo Arias;4,6;81006;09-06-2020;5
Arnulfo Arias;4,6;81006;10-06-2020;6
Arnulfo Arias;4,96;81006;11-06-2020;7
Arnulfo Arias;5;81006;12-06-2020;8
Arnulfo Arias;1,37;81006;13-06-2020;9
Arnulfo Arias;1,35;81006;14-06-2020;10
Arnulfo Arias;1,34;81006;15-06-2020;11
Arnulfo Arias;1,35;81006;16-06-2020;12
Arnulfo Arias;1,37;81006;17-06-2020;13
Arnulfo Arias;1,35;81006;18-06-2020;14
Arnulfo Arias;1,36;81006;19-06-2020;15
Arnulfo Arias;1,34;81006;20-06-2020;16
Arnulfo Arias;1,35;81006;21-06-2020;17
Arnulfo Arias;1,35;81006;22-06-2020;18
Arnulfo Arias;1,37;81006;23-06-2020;19
Arnulfo Arias;1,39;81006;24-06-2020;20
Arnulfo Arias;1,37;81006;25-06-2020;21
Arnulfo Arias;1,39;81006;26-06-2020;22
Arosemena;NA;130704;06-06-2020;2
Arosemena;0;130704;07-06-2020;3
Arosemena;0;130704;08-06-2020;4
Arosemena;0;130704;09-06-2020;5
Arosemena;0;130704;10-06-2020;6
Arosemena;0;130704;11-06-2020;7
Arosemena;0;130704;12-06-2020;8
Arosemena;0;130704;13-06-2020;9
Arosemena;0;130704;14-06-2020;10
Arosemena;0;130704;15-06-2020;11
Arosemena;0;130704;16-06-2020;12
Arosemena;0;130704;17-06-2020;13
Arosemena;0;130704;18-06-2020;14
Arosemena;0;130704;19-06-2020;15
Arosemena;0;130704;20-06-2020;16
Arosemena;0;130704;21-06-2020;17
Arosemena;0;130704;22-06-2020;18
Arosemena;0;130704;23-06-2020;19
Arosemena;0;130704;24-06-2020;20
Arosemena;0;130704;25-06-2020;21
Arosemena;0;130704;26-06-2020;22
Arraij†n (Cabecera);NA;130101;06-06-2020;2
Arraij†n (Cabecera);0;130101;07-06-2020;3
Arraij†n (Cabecera);0;130101;08-06-2020;4
Arraij†n (Cabecera);0;130101;09-06-2020;5
Arraij†n (Cabecera);0;130101;10-06-2020;6
Arraij†n (Cabecera);0;130101;11-06-2020;7
Arraij†n (Cabecera);0;130101;12-06-2020;8
Arraij†n (Cabecera);0;130101;13-06-2020;9
Arraij†n (Cabecera);0;130101;14-06-2020;10
Arraij†n (Cabecera);0;130101;15-06-2020;11
Arraij†n (Cabecera);0;130101;16-06-2020;12
Arraij†n (Cabecera);0;130101;17-06-2020;13
Arraij†n (Cabecera);0;130101;18-06-2020;14
Arraij†n (Cabecera);0;130101;19-06-2020;15
Arraij†n (Cabecera);0;130101;20-06-2020;16
Arraij†n (Cabecera);0;130101;21-06-2020;17
Arraij†n (Cabecera);0;130101;22-06-2020;18
Arraij†n (Cabecera);0;130101;23-06-2020;19
Arraij†n (Cabecera);0;130101;24-06-2020;20
Arraij†n (Cabecera);0;130101;25-06-2020;21
Arraij†n (Cabecera);0;130101;26-06-2020;22
Aserr°o de GarichÇ;NA;40502;06-06-2020;2
Aserr°o de GarichÇ;0;40502;07-06-2020;3
Aserr°o de GarichÇ;0;40502;08-06-2020;4
Aserr°o de GarichÇ;0;40502;09-06-2020;5
Aserr°o de GarichÇ;0;40502;10-06-2020;6
Aserr°o de GarichÇ;0;40502;11-06-2020;7
Aserr°o de GarichÇ;0;40502;12-06-2020;8
Aserr°o de GarichÇ;0;40502;13-06-2020;9
Aserr°o de GarichÇ;0;40502;14-06-2020;10
Aserr°o de GarichÇ;0;40502;15-06-2020;11
Aserr°o de GarichÇ;0;40502;16-06-2020;12
Aserr°o de GarichÇ;0;40502;17-06-2020;13
Aserr°o de GarichÇ;0;40502;18-06-2020;14
Aserr°o de GarichÇ;0;40502;19-06-2020;15
Aserr°o de GarichÇ;0;40502;20-06-2020;16
Aserr°o de GarichÇ;0;40502;21-06-2020;17
Aserr°o de GarichÇ;0;40502;22-06-2020;18
Aserr°o de GarichÇ;0;40502;23-06-2020;19
Aserr°o de GarichÇ;0;40502;24-06-2020;20
Aserr°o de GarichÇ;0;40502;25-06-2020;21
Aserr°o de GarichÇ;0;40502;26-06-2020;22
Atalaya (Cabecera);NA;90101;06-06-2020;2
Atalaya (Cabecera);0;90101;07-06-2020;3
Atalaya (Cabecera);0;90101;08-06-2020;4
Atalaya (Cabecera);0;90101;09-06-2020;5
Atalaya (Cabecera);0;90101;10-06-2020;6
Atalaya (Cabecera);0;90101;11-06-2020;7
Atalaya (Cabecera);0;90101;12-06-2020;8
Atalaya (Cabecera);0;90101;13-06-2020;9
Atalaya (Cabecera);0;90101;14-06-2020;10
Atalaya (Cabecera);0;90101;15-06-2020;11
Atalaya (Cabecera);0;90101;16-06-2020;12
Atalaya (Cabecera);0;90101;17-06-2020;13
Atalaya (Cabecera);0;90101;18-06-2020;14
Atalaya (Cabecera);-0,07;90101;19-06-2020;15
Atalaya (Cabecera);-0,07;90101;20-06-2020;16
Atalaya (Cabecera);-0,06;90101;21-06-2020;17
Atalaya (Cabecera);-0,06;90101;22-06-2020;18
Atalaya (Cabecera);-0,06;90101;23-06-2020;19
Atalaya (Cabecera);-0,05;90101;24-06-2020;20
Atalaya (Cabecera);-0,05;90101;25-06-2020;21
Atalaya (Cabecera);-0,05;90101;26-06-2020;22
Baco;NA;40204;06-06-2020;2
Baco;0;40204;07-06-2020;3
Baco;0;40204;08-06-2020;4
Baco;0;40204;09-06-2020;5
Baco;0;40204;10-06-2020;6
Baco;0;40204;11-06-2020;7
Baco;0;40204;12-06-2020;8
Baco;0;40204;13-06-2020;9
Baco;0;40204;14-06-2020;10
Baco;-0,1;40204;15-06-2020;11
Baco;-0,09;40204;16-06-2020;12
Baco;-0,08;40204;17-06-2020;13
Baco;-0,08;40204;18-06-2020;14
Baco;-0,07;40204;19-06-2020;15
Baco;-0,07;40204;20-06-2020;16
Baco;-0,06;40204;21-06-2020;17
Baco;-0,06;40204;22-06-2020;18
Baco;-0,06;40204;23-06-2020;19
Baco;-0,05;40204;24-06-2020;20
Baco;-0,05;40204;25-06-2020;21
Baco;-0,05;40204;26-06-2020;22
B†gala;NA;40302;06-06-2020;2
B†gala;0;40302;07-06-2020;3
B†gala;0;40302;08-06-2020;4
B†gala;0;40302;09-06-2020;5
B†gala;0;40302;10-06-2020;6
B†gala;0;40302;11-06-2020;7
B†gala;0;40302;12-06-2020;8
B†gala;0;40302;13-06-2020;9
B†gala;0;40302;14-06-2020;10
B†gala;0;40302;15-06-2020;11
B†gala;0;40302;16-06-2020;12
B†gala;0;40302;17-06-2020;13
B†gala;0;40302;18-06-2020;14
B†gala;0;40302;19-06-2020;15
B†gala;0;40302;20-06-2020;16
B†gala;0;40302;21-06-2020;17
B†gala;0;40302;22-06-2020;18
B†gala;0;40302;23-06-2020;19
B†gala;0;40302;24-06-2020;20
B†gala;0;40302;25-06-2020;21
B†gala;0;40302;26-06-2020;22
Bah°a Azul;NA;120702;06-06-2020;2
Bah°a Azul;0;120702;07-06-2020;3
Bah°a Azul;0;120702;08-06-2020;4
Bah°a Azul;4,01;120702;09-06-2020;5
Bah°a Azul;4,01;120702;10-06-2020;6
Bah°a Azul;3,11;120702;11-06-2020;7
Bah°a Azul;3,11;120702;12-06-2020;8
Bah°a Azul;1,34;120702;13-06-2020;9
Bah°a Azul;1,32;120702;14-06-2020;10
Bah°a Azul;1,3;120702;15-06-2020;11
Bah°a Azul;1,31;120702;16-06-2020;12
Bah°a Azul;1,32;120702;17-06-2020;13
Bah°a Azul;1,28;120702;18-06-2020;14
Bah°a Azul;1,3;120702;19-06-2020;15
