Comuna;robo_con_vio;robo_con_sor;robo_con_fuer;robo_vehi;robo_acce_vehi;robo_lugar_h;robo_lugar_nh;robos_con_fuer_otros;hurtos;lesiones;lesiones_lev;lesiones_gra;violacion;homicidio
Machalí;87,33175794;35,96013562;731,1894243;23,97342375;172,9511285;303,0925717;215,7608137;15,41148669;366,4509059;238,0218501;186,6502277;51,37162232;11,98671187;0
Macul;592,486989;199,2841102;1194,938184;189,3199047;567,1932366;234,5420681;160,1937655;43,68920877;364,8432171;288,9619597;235,3085455;53,65341427;22,22784306;0
Máfil;27,100271;0;623,3062331;27,100271;40,6504065;257,4525745;230,3523035;67,75067751;460,704607;352,303523;325,203252;27,100271;13,5501355;0
Maipú;562,9438256;105,1769655;716,6504313;123,8829359;230,2952014;173,2949332;164,1184194;25,05894145;241,942315;202,2362458;157,9419197;44,29432609;18,17655612;1,41177135
Malloa;134,9335985;28,40707336;504,2255522;63,91591506;63,91591506;184,6459768;149,1371351;42,61061004;305,3760386;291,172502;213,0530502;78,11945174;7,10176834;0
Marchigüe;13,19087192;0;554,0166205;0;0;303,3900541;250,6265664;0;329,7717979;79,1452315;52,76348767;26,38174383;26,38174383;13,19087192
María Elena;59,26803971;59,26803971;1111,275745;29,63401985;44,45102978;311,1572085;711,2164765;14,81700993;251,8891688;400,059268;311,1572085;88,90205956;0;0
María Pinto;74,78923035;6,799020941;917,867827;74,78923035;61,19118847;428,3383193;346,750068;6,799020941;190,3725863;217,5686701;163,1765026;54,39216753;6,799020941;0
Mariquina;91,24087591;34,75842892;625,6517205;4,344803615;91,24087591;234,6193952;295,4466458;0;625,6517205;295,4466458;251,9986097;43,44803615;26,06882169;4,344803615
Maule;95,74042161;22,6295542;654,5163368;34,81469877;128,8143854;313,3322889;158,4068794;19,14808432;281,99906;224,554807;182,7771685;41,77763852;8,703674691;1,740734938
Maullín;20,11128243;6,70376081;147,4827378;6,70376081;13,40752162;40,22256486;87,14889053;0;281,557954;160,8902594;127,3714554;33,51880405;26,81504324;6,70376081
Mejillones;176,7658913;77,77699215;1124,231068;113,1301704;190,9071626;367,6730538;424,238139;28,2825426;664,6397511;714,1342007;516,1564025;197,9777982;28,2825426;0
Melipeuco;0;16,02820965;128,2256772;0;0;96,16925789;32,0564193;0;224,3949351;128,2256772;80,14104824;48,08462895;0;0
Melipilla;350,8822491;155,6274452;1146,311413;92,94416865;305,4909109;322,0623518;402,7580642;23,05591781;417,1680128;394,8325924;288,91947;105,9131224;18,73293322;2,881989726
Molina;91,63289825;42,76201918;496,8539372;30,54429942;81,45146511;169,0117901;177,1569366;38,68944593;523,3256633;175,12065;140,5037773;34,61687267;16,29029302;0
Monte Patria;18,54599407;12,36399604;364,7378833;9,272997033;27,8189911;173,0959446;151,4589515;3,090999011;191,6419387;253,4619189;194,7329377;58,72898121;18,54599407;0
Mostazal;210,3321033;73,80073801;1394,833948;88,56088561;461,2546125;302,5830258;472,3247232;70,11070111;900,3690037;387,4538745;306,2730627;81,18081181;33,2103321;0
Mulchén;100,0871727;25,82894779;768,4111968;38,74342169;125,9161205;274,4325703;255,0608595;74,25822491;371,2911245;148,5164498;113,0016466;35,51480322;22,60032932;0
Nacimiento;75,32281205;25,10760402;373,0272597;28,69440459;53,80200861;139,8852224;143,472023;7,173601148;269,010043;139,8852224;132,7116212;7,173601148;14,3472023;0
Nancagua;63,37805007;5,281504172;612,654484;10,56300834;68,65955424;290,4827295;237,6676878;5,281504172;586,2469631;242,9491919;195,4156544;47,53353755;10,56300834;0
Natales;21,35565711;0;277,6235425;46,98244565;25,62678854;85,42262845;106,7782856;12,81339427;457,0110622;277,6235425;209,2854397;68,33810276;29,89791996;0
Navidad;14,66705779;0;674,6846583;14,66705779;44,00117336;440,0117336;176,0046935;0;528,0140804;220,0058668;176,0046935;44,00117336;14,66705779;0
Negrete;67,48939452;19,28268415;347,0883147;0;67,48939452;144,6201311;134,978789;0;260,316236;347,0883147;308,5229464;38,5653683;9,641342075;0
Ninhue;36,89356207;0;184,4678104;18,44678104;18,44678104;55,34034311;55,34034311;36,89356207;129,1274673;110,6806862;73,78712415;36,89356207;55,34034311;0
Nogales;85,63110122;42,81555061;441,0001713;29,97088543;59,94177085;141,291317;205,5146429;4,281555061;244,0486385;231,2039733;149,8544271;81,34954616;8,563110122;4,281555061
Nueva Imperial;71,39882192;77,34872375;565,2406735;29,74950913;77,34872375;279,6453859;178,4970548;0;544,4160171;282,6203368;214,1964658;68,42387101;26,77455822;0
Ñiquén;25,96053998;8,653513326;666,3205261;8,653513326;155,7632399;250,9518865;181,7237799;69,22810661;259,6053998;86,53513326;86,53513326;0;8,653513326;0
Ñuñoa;484,3137988;185,6674683;1675,576213;265,0018899;870,1864567;247,9719879;238,0032648;54,41261376;512,1431509;205,1895511;171,960474;33,2290771;11,63017699;0,830726928
O'Higgins;0;0;0;0;0;0;0;0;305,3435115;305,3435115;305,3435115;0;0;0
Olivar;103,5911602;34,53038674;649,1712707;41,43646409;110,4972376;248,6187845;241,7127072;6,906077348;407,4585635;290,0552486;227,9005525;62,15469613;13,8121547;0
Ollagüe;352,1126761;0;0;0;0;0;0;0;0;704,2253521;704,2253521;0;0;0
Olmué;89,72870263;10,55631796;522,5377388;31,66895387;36,94711285;316,6895387;131,9539745;5,278158978;242,795313;295,5769028;242,795313;52,78158978;26,39079489;0
Osorno;133,4602173;117,2128865;723,0062204;42,35911243;183,3627333;247,1915328;233,2652493;16,82759261;699,7957478;302,3164052;235,5862965;66,73010863;23,21047257;1,740785442
Ovalle;160,0853789;100,0533618;1062,233191;77,54135539;209,2782818;422,7254536;291,8223052;60,86579509;516,1085912;281,8169691;220,1173959;61,69957311;14,17422625;0
Padre Hurtado;360,4631743;34,79374269;595,6688749;86,28848188;132,2162222;208,7624562;125,2574737;43,14424094;218,5047041;212,9377053;175,3604632;37,57724211;15,30924679;2,783499415
Padre Las Casas;103,5745552;39,4569734;446,3570116;56,71939927;39,4569734;208,3821408;136,8663765;4,932121675;284,8300268;154,1288024;108,5066769;45,6221255;25,8936388;0
Paiguano;0;21,5285253;495,1560818;0;21,5285253;150,6996771;322,9278794;0;710,4413348;409,0419806;365,98493;43,05705059;21,5285253;0
Paillaco;38,60072376;9,650180941;386,0072376;0;24,12545235;149,5778046;197,8287093;14,47527141;414,9577805;284,6803378;217,1290712;67,55126659;24,12545235;0
Paine;193,2822044;33,45268922;795,4306104;69,38335543;123,898849;381,6084549;196,9991699;23,54078131;226,7348936;266,3825253;211,8670318;54,51549355;28,49673527;6,194942449
Palena;0;0;0;0;0;0;0;0;384,1931943;219,5389682;164,6542261;54,88474204;0;0
Palmilla;45,56154606;7,593591009;577,1129167;7,593591009;30,37436404;265,7756853;265,7756853;7,593591009;265,7756853;129,0910472;113,9038651;15,18718202;15,18718202;0
Panguipulli;47,39336493;13,93922498;607,7502091;5,575689992;41,81767494;292,7237246;264,8452746;2,787844996;462,7822693;303,8751045;209,0883747;94,78672986;16,72706997;0
Panquehue;145,637495;13,23977228;542,8306633;39,71931683;79,43863366;211,8363564;198,5965841;13,23977228;436,9124851;383,953396;264,7954455;119,1579505;0;0
Papudo;130,7616868;0;1438,378555;32,69042171;163,4521085;980,7126512;245,1781628;16,34521085;523,0467473;179,7973194;130,7616868;49,03563256;16,34521085;0
Paredones;31,48118999;0;236,1089249;31,48118999;15,74059499;94,44356997;47,22178498;47,22178498;157,4059499;94,44356997;78,70297497;15,74059499;0;0
Parral;129,0410215;36,22204111;1009,689396;27,16653083;174,3185729;337,3177579;414,2895952;56,59693924;708,5936793;325,99837;244,4987775;81,4995925;6,791632709;0
Pedro Aguirre Cerda;638,0299426;205,214309;740,6370972;116,5990392;303,157502;166,9698242;110,069493;43,84123875;347,931533;361,9234178;295,6951635;66,22825428;19,58863859;2,798376941
Pelarco;22,27419534;0;389,7984185;0;77,95968371;133,6451721;178,1935628;0;345,2500278;267,2903441;222,7419534;44,54839069;11,13709767;0
Pelluhue;37,5798572;25,05323813;1139,922335;12,52661907;87,68633346;739,0705249;288,1122385;12,52661907;613,8043342;425,9050482;288,1122385;137,7928097;37,5798572;0
Pemuco;81,01851852;11,57407407;833,3333333;11,57407407;254,6296296;162,037037;347,2222222;57,87037037;312,5;312,5;243,0555556;69,44444444;11,57407407;0
Pencahue;46,66900012;0;408,353751;0;11,66725003;151,6742504;233,3450006;11,66725003;303,3485008;210,0105005;198,3432505;11,66725003;11,66725003;0
Penco;217,3038229;80,48289738;686,1167002;88,53118712;108,6519115;261,5694165;219,3158954;8,048289738;408,4507042;366,1971831;261,5694165;104,6277666;16,09657948;0
Peñaflor;234,0077868;78,67503177;816,0012911;57,49329245;192,6529624;323,7780154;223,9212443;18,15577656;327,8126324;259,2241431;205,7654677;53,45867544;15,1298138;1,008654253
Peñalolén;403,0228621;108,6674699;838,8366099;136,8828832;334,0094865;197,5078927;140,3144875;30,12186008;298,5495752;336,2972227;273,7657663;62,53145637;20,97091525;1,906446841
Peralillo;25,58635394;8,528784648;400,8528785;8,528784648;17,0575693;127,9317697;238,8059701;8,528784648;289,978678;247,3347548;153,5181237;93,81663113;0;0
Perquenco;83,36807003;27,78935668;541,8924552;13,89467834;0;222,3148534;291,7882451;13,89467834;277,8935668;83,36807003;83,36807003;0;13,89467834;0
Petorca;19,05669366;19,05669366;181,0385898;0;0;28,5850405;152,4535493;0;171,510243;266,7937113;219,1519771;47,64173416;0;0
Peumo;60,47574251;33,59763473;591,3183712;40,31716167;26,87810778;194,8662814;322,5372934;6,719526945;470,3668862;188,1467545;141,1100659;47,03668862;6,719526945;0
Pica;87,04735376;34,8189415;661,5598886;17,40947075;104,4568245;348,189415;191,5041783;0;504,8746518;348,189415;295,9610028;52,22841226;0;0
Pichidegua;19,43540158;9,717700792;242,9425198;9,717700792;9,717700792;43,72965356;174,9186143;4,858850396;238,0836694;126,3301103;106,8947087;19,43540158;0;0
Pichilemu;119,4267516;39,8089172;1376,251137;28,43494086;255,9144677;818,9262966;250,2274795;22,74795268;1057,7798;523,2029117;398,089172;125,1137398;34,12192903;0
Pinto;0;0;721,5007215;25,46473135;33,95297513;415,9239453;237,6708259;8,488243782;254,6473135;178,2531194;84,88243782;93,37068161;33,95297513;0
Pirque;108,0497029;43,89519179;719,2058347;23,6358725;192,4635332;256,6180443;212,7228525;33,76553214;236,358725;189,08698;151,9448947;37,14208536;30,38897893;0
Pitrufquén;69,45516283;57,87930236;752,4309307;38,58620157;73,31378299;374,2861553;246,9516901;19,29310079;382,0033956;223,7999691;189,0723877;34,72758142;30,86896126;7,717240315
Placilla;43,98988233;10,99747058;725,8330584;43,98988233;65,98482349;263,939294;329,9241175;21,99494116;307,9291763;230,9468822;175,9595293;54,98735291;21,99494116;0
Portezuelo;0;20,2020202;161,6161616;0;20,2020202;20,2020202;80,80808081;40,4040404;80,80808081;60,60606061;40,4040404;20,2020202;0;0
Porvenir;55,63282337;13,90820584;389,4297636;13,90820584;0;83,44923505;264,255911;27,81641168;292,0723227;389,4297636;222,5312935;166,8984701;13,90820584;0
Pozo Almonte;155,8472697;65,93538332;1444,584307;143,8590182;137,8648924;821,1952287;329,6769166;11,98825151;947,0718696;455,5535575;293,7121621;161,8413954;5,994125757;5,994125757
Primavera;0;0;574,7126437;0;0;0;574,7126437;0;431,0344828;0;0;0;0;0
Providencia;807,4019398;609,9219145;2374,292633;289,4215454;1074,809318;349,6367662;509,563213;150,8617899;2810,04364;377,4782124;282,9467905;94,53142199;18,12931381;0,647475493
Puchuncaví;187,9317351;60,95083299;2021,535961;147,2978464;386,0219423;1117,431938;355,5465258;15,23770825;726,3307599;396,1804145;330,1503454;66,03006908;25,39618041;0
Pucón;61,08113611;40,72075741;1092,673657;33,93396451;152,7028403;648,138722;237,5377515;20,3603787;936,5774203;400,4207812;339,3396451;61,08113611;20,3603787;0
Pudahuel;889,48125;134,4892429;775,1251273;107,1081994;278,239721;165,0915856;194,8886034;29,79701788;419,9768872;322,5325855;227,5042582;95,0283273;22,14643221;5,23461125
Puente Alto;510,5257224;135,4520812;796,9917887;134,8169015;307,9033828;217,0726789;117,1906635;20,00816206;265,6639296;278,6851144;220,2485776;58,43653681;18,8965975;2,223129118
Puerto Montt;176,7827791;112,8400718;986,9744944;54,91550159;215,5245371;414,499197;288,1183166;13,91694218;786,8714338;332,1259446;261,0366994;71,08924521;26,32935008;1,880667863
Puerto Octay;0;10,85069444;401,4756944;10,85069444;43,40277778;227,8645833;119,3576389;0;379,7743056;162,7604167;141,0590278;21,70138889;10,85069444;0
Puerto Varas;75,2429721;41,80165117;873,6545094;29,26115582;273,8008151;296,7917233;263,3504023;10,45041279;790,051207;246,6297419;171,3867698;75,2429721;12,54049535;0
Pumanque;28,32058907;0;538,0911923;28,32058907;0;226,5647125;254,8853016;28,32058907;254,8853016;198,2441235;141,6029453;56,64117814;28,32058907;0
Punitaqui;49,91265286;24,95632643;440,8951002;0;0;241,2444888;199,6506114;0;133,1004076;124,7816321;108,1440812;16,63755095;16,63755095;0
Punta Arenas;42,81677276;14,98587046;313,276054;83,49270688;47,81206291;82,06548112;94,19690007;5,708903034;421,0315988;259,0414752;201,238832;57,80264322;26,40367653;1,427225759
Puqueldón;0;0;119,0759705;0;0;47,63038819;71,44558228;0;166,7063587;166,7063587;71,44558228;95,26077638;23,81519409;0
Purén;49,21259843;16,40419948;500,328084;0;32,80839895;213,2545932;196,8503937;57,41469816;533,1364829;369,0944882;270,6692913;98,42519685;41,01049869;8,202099738
Purranque;94,87215976;14,23082396;517,0532707;4,743607988;28,46164793;180,2571036;298,8473033;4,743607988;445,8991509;393,719463;313,0781272;80,6413358;33,20525592;0
Putaendo;45,79016656;17,17131246;452,1778948;28,6188541;11,44754164;251,8459161;160,265583;0;377,7688741;280,4647702;240,3983744;40,06639574;11,44754164;0
Putre;0;40,11231448;200,5615724;0;80,22462896;0;120,3369434;0;561,5724027;361,0108303;280,7862014;80,22462896;40,11231448;0
Puyehue;42,5170068;0;603,7414966;8,503401361;76,53061224;365,6462585;153,0612245;0;484,6938776;272,1088435;229,5918367;42,5170068;25,51020408;0
Queilén;36,14022407;0;198,7712324;0;0;54,2103361;144,5608963;0;216,8413444;289,1217926;216,8413444;72,28044814;18,07011203;0
Quellón;68,86340943;24,1021933;371,8624109;10,32951141;27,54536377;154,9426712;168,7153531;10,32951141;581,8958097;351,2033881;213,4765692;137,7268189;34,43170471;0
Quemchi;0;0;159,453303;0;11,38952164;79,72665148;68,33712984;0;125,284738;113,8952164;113,8952164;0;22,77904328;0
Quilaco;23,94062724;0;766,1000718;23,94062724;119,7031362;263,3468997;215,4656452;143,6437635;383,0500359;0;0;0;0;0
Quilicura;755,2074764;110,64859;666,359538;105,3012603;209,3685215;112,7052552;225,4105104;13,57399059;258,3171542;273,9478101;213,893185;60,05462503;16,04198888;2,467998289
Quilleco;39,87638321;19,93819161;348,9183531;0;59,81457482;129,5982454;109,6600538;49,84547902;299,0728741;239,2582993;199,3819161;39,87638321;9,969095803;0
Quillón;80,62782197;21,50075253;763,2767147;91,37819824;107,5037626;349,3872286;204,257149;10,75037626;440,7654268;215,0075253;177,3812083;37,62631692;10,75037626;0
Quillota;163,0152632;113,1762018;955,2486761;73,72027827;175,4750286;329,1454678;355,1033122;21,80458935;506,6971239;278,2680926;203,5095006;74,75859205;20,76627557;0
Quilpué;212,400551;167,493006;872,6628354;129,8677655;203,2976703;251,2395089;267,0178356;21,2400551;438,1519938;241,5297695;202,0839528;39,44581662;14,56460921;1,213717434
Quinchao;12,01923077;0;96,15384615;0;0;12,01923077;72,11538462;12,01923077;252,4038462;204,3269231;144,2307692;60,09615385;0;12,01923077
Quinta de Tilcoco;43,70947767;0;225,8323013;36,42456473;14,56982589;94,70386829;72,84912945;7,284912945;335,1059955;203,9775625;174,8379107;29,13965178;7,284912945;0
Quinta Normal;1244,972522;186,515612;1245,740076;349,2370514;391,4525191;191,1209358;280,924749;33,00482024;360,7503608;383,7769795;310,8593534;72,91762611;23,79417273;2,302661877
Quintero;254,6617243;59,42106901;1397,809909;70,73936787;282,9574715;783,792196;234,8547013;25,46617243;659,2909086;498,0051498;365,0151382;132,9900116;36,78447129;0
Quirihue;32,9082682;16,4541341;394,8992184;0;16,4541341;148,0872069;213,9037433;16,4541341;361,9909502;197,4496092;156,314274;41,13533525;41,13533525;0
Rancagua;325,5824605;171,3792788;1177,516871;88,93401325;393,5234664;289,3218114;317,9486397;87,78894012;631,6986778;359,9346545;264,8935845;95,04106996;21,37469846;2,290146264
Ránquil;32,06155819;16,0307791;512,9849311;32,06155819;32,06155819;272,5232446;176,3385701;0;320,6155819;112,2154537;96,18467458;16,0307791;16,0307791;0
Rauco;45,06940689;18,02776275;486,7495944;9,013881377;63,09716964;261,4025599;144,222102;9,013881377;513,7912385;144,222102;117,1804579;27,04164413;9,013881377;0
Recoleta;1342,757348;499,2091736;1075,304248;176,288388;462,962963;130,7060322;227,3625939;77,98427134;656,8252713;522,824129;415,7330522;107,0910768;28,55762049;6,590220113
Renaico;111,4827202;83,61204013;919,7324415;27,87068004;167,2240803;343,7383872;325,1579339;55,74136009;678,1865478;343,7383872;269,4165738;74,32181345;55,74136009;0
Renca;871,9922882;102,0684615;711,3289692;158,1431101;156,2529534;167,5938935;150,5824833;78,75652892;216,7379676;417,7246294;323,8468469;93,87778247;22,68188033;2,520208925
Rengo;95,30162966;39,70901236;676,6415706;31,76720989;63,53441977;222,3704692;257,3144001;101,6550716;424,092252;355,7927507;284,3165285;71,47622224;9,530162966;1,588360494
Requínoa;106,9447229;6,684045184;648,3523829;53,47236147;106,9447229;183,8112426;270,70383;33,42022592;374,3065303;304,1240559;253,993717;50,13033888;6,684045184;0
Retiro;66,94400612;14,34514417;535,552049;33,47200306;52,59886195;239,0857361;210,3954478;0;215,1771625;205,6137331;162,5783006;43,03543251;4,781714723;0
Rinconada;108,9918256;18,16530427;708,4468665;90,82652134;63,57856494;308,8101726;236,1489555;9,082652134;399,6366939;272,479564;227,0663034;45,41326067;0;0
Río Bueno;27,38308942;21,29795844;459,4273892;9,127696474;33,4682204;234,2775428;179,511364;3,042565491;404,6612103;249,4903703;185,596495;63,89387532;6,085130982;0
Río Claro;34,19271011;13,67708405;417,1510634;0;20,51562607;191,4791766;157,2864665;47,86979416;177,8020926;191,4791766;150,4479245;41,03125214;0;0
Río Hurtado;0;0;160,1097896;22,87282708;0;22,87282708;91,49130833;22,87282708;343,0924062;114,3641354;22,87282708;91,49130833;22,87282708;0
Río Ibáñez;0;0;409,0740052;37,18854593;0;111,5656378;223,1312756;37,18854593;334,6969134;297,5083674;223,1312756;74,37709186;37,18854593;0
Río Negro;34,95770118;20,97462071;447,4585751;0;13,98308047;251,6954485;167,7969657;13,98308047;356,5685521;202,7546669;153,8138852;48,94078165;13,98308047;0
Río Verde;0;0;469,4835681;0;0;469,4835681;0;0;0;0;0;0;0;0
Romeral;56,44048664;18,81349555;533,0490405;18,81349555;137,965634;156,7791296;213,2196162;6,271165182;495,4220494;156,7791296;112,8809733;43,89815628;6,271165182;0
Saavedra;23,41554792;7,805182641;312,2073057;7,805182641;39,02591321;140,4932875;124,8829223;0;195,129566;195,129566;163,9088355;31,22073057;0;0
Sagrada Familia;25,84246434;20,67397147;454,8273723;5,168492867;72,35890014;175,7287575;191,2342361;10,33698573;315,2780649;129,2123217;113,7068431;15,5054786;15,5054786;0
Salamanca;79,93882942;48,65841791;271,0968998;10,42680384;41,70721535;100,7924371;118,1704435;0;291,9505074;437,9257612;319,7553177;118,1704435;17,3780064;0
San Antonio;291,8308215;143,8309049;1232,985221;135,4928814;236,591416;368,9575386;467,9715673;23,97181748;570,1123549;497,1546495;365,8307798;131,3238697;20,84505868;0
San Bernardo;931,2684393;185,9498482;1181,024608;232,1334707;400,1567812;253,4022442;265,555829;29,77628289;363,9998663;420,5140359;340,3003758;80,21366002;19,44573576;1,823037728
San Carlos;110,8429427;82,23831233;784,8395459;39,33136676;137,6597837;343,2555645;232,4126218;32,18020917;556,0025029;218,1103066;178,7789398;39,33136676;19,66568338;0
San Clemente;78,67992569;24,04108841;358,4307726;10,92776746;21,85553491;159,5454049;161,7309584;4,371106983;321,2763632;238,2253306;187,9576003;50,2677303;21,85553491;4,371106983
San Esteban;54,25133162;14,79581772;660,879858;49,31939239;73,97908858;286,0524758;236,7330834;14,79581772;290,9844151;192,3456303;167,6859341;24,65969619;9,863878477;4,931939239
San Fabián;21,70609941;0;629,476883;21,70609941;65,11829824;238,7670936;303,8853918;0;325,5914912;86,82439766;43,41219883;43,41219883;86,82439766;21,70609941
San Felipe;224,7545923;148,2165419;896,5885898;43,73602877;162,7952182;284,284187;355,9626786;49,81047721;917,2417145;392,4093692;323,160657;69,24871222;19,43823501;1,214889688
San Fernando;183,8920824;111,8783998;905,314867;42,43663439;219,8989237;309,9160269;268,7653511;64,29793089;839,7309775;365,2122475;273,9091856;91,30306187;21,8612965;1,285958618
San Gregorio;0;0;145,7725948;0;0;0;145,7725948;0;728,8629738;583,090379;291,5451895;291,5451895;0;0
San Ignacio;6,024822268;6,024822268;271,117002;6,024822268;18,0744668;114,4716231;132,5460899;0;162,6702012;144,5957344;120,4964454;24,09928907;12,04964454;0
San Javier;100,3481466;38,91050584;688,1015769;26,62297768;124,9232029;272,3735409;241,6547205;22,52713496;540,651239;217,0796641;165,8816301;51,198034;28,67089904;0
San Joaquín;704,7154185;186,2252149;973,271781;174,4636224;431,2583924;157,8013663;182,3046841;27,44371588;355,7881737;303,8411401;229,3510541;74,49008596;20,58278691;6,86092897
San José de Maipo;125,8549932;32,83173735;1668,946648;93,02325581;766,0738714;410,3967168;399,4528044;0;552,6675787;399,4528044;344,7332421;54,71956224;27,35978112;0
San Juan de la Costa;39,01170351;0;624,1872562;13,00390117;0;351,1053316;247,0741222;13,00390117;390,1170351;390,1170351;260,0780234;130,0390117;39,01170351;0
San Miguel;918,4061925;297,4113318;1590,952351;202,2397056;912,8545143;199,8604149;214,1361589;61,86155701;546,4437536;233,963581;193,5156399;40,44794112;22,99980966;2,379290654
San Nicolás;49,71826318;16,57275439;679,4829301;24,85913159;82,86377196;339,741465;223,7321843;8,286377196;298,3095791;116,0092807;91,15014915;24,85913159;24,85913159;0
San Pablo;47,40684555;9,48136911;786,9536361;0;66,36958377;388,7361335;322,3665497;9,48136911;417,1802408;218,0714895;151,7019058;66,36958377;9,48136911;0
San Pedro;145,2246711;8,542627712;1315,564668;42,71313856;8,542627712;478,3871519;785,9217495;0;298,9919699;187,9378097;162,3099265;25,62788314;0;0
San Pedro de Atacama;49,93508439;59,92210127;928,7925697;99,87016878;209,7273544;169,7792869;389,4936582;59,92210127;968,7406372;469,3897933;339,5585739;129,8312194;29,96105063;0
San Pedro de la Paz;223,0618021;83,64817577;630,846659;80,16283512;117,8045142;287,1920702;131,7458768;13,94136263;264,8858899;220,2735295;145,6872395;74,58629006;17,42670329;2,788272526
San Rafael;30,53435115;10,17811705;610,6870229;10,17811705;91,60305344;254,4529262;223,9185751;30,53435115;641,221374;111,9592875;101,7811705;10,17811705;10,17811705;0
San Ramón;673,8248518;240,4040638;695,7848384;159,49885;188,3935692;187,2377804;146,7851735;13,86946522;301,6608685;350,2039967;273,921938;76,28205869;21,95998659;2,311577536
San Rosendo;0;27,63194253;663,1666206;0;0;359,2152528;276,3194253;27,63194253;690,7985631;414,4791379;359,2152528;55,26388505;0;0
San Vicente;57,98144594;47,98464491;563,8195777;57,98144594;39,98720409;215,9309021;201,9353807;47,98464491;435,8605246;229,9264235;181,9417786;47,98464491;9,996801024;0
Santa Bárbara;13,74475981;27,48951962;439,8323139;13,74475981;54,97903924;185,5542574;171,8094976;13,74475981;247,4056766;247,4056766;192,4266373;54,97903924;20,61713972;0
Santa Cruz;73,9389757;41,8987529;754,1775521;12,32316262;160,201114;300,6851678;266,1803125;14,78779514;776,3592448;280,9681077;207,029132;73,9389757;12,32316262;0
Santa Juana;74,71303403;27,16837601;937,3089724;6,792094003;54,33675202;509,4070502;326,0205121;40,75256402;543,3675202;264,8916661;230,9311961;33,96047001;47,54465802;0
Santa María;49,53560372;12,38390093;885,4489164;55,72755418;61,91950464;414,8606811;352,9411765;0;321,9814241;328,1733746;253,869969;74,30340557;6,191950464;0
Santiago;1107,760692;816,0825572;1793,409717;299,0727922;847,5098493;154,4661674;401,1601395;91,20076904;1529,050731;479,2148518;377,7437258;101,4711259;26,70292787;2,670292787
Santo Domingo;59,81372298;0;1196,27446;34,17927027;68,35854055;632,3165;461,4201487;0;247,7997095;316,15825;264,8893446;51,26890541;0;0
Sierra Gorda;650,887574;59,17159763;8934,911243;828,4023669;2071,005917;355,0295858;5207,100592;473,3727811;1715,976331;2071,005917;1775,147929;295,8579882;59,17159763;0
Talagante;136,6646374;77,02915926;540,4465206;43,48420281;127,9677968;181,391246;150,3311011;37,27217384;438,5692455;275,8140864;223,633043;52,18104337;14,90886953;1,242405795
Talca;282,8938679;185,3295671;1105,160683;126,9614046;331,0369509;315,2732866;270,1125185;61,77652237;1016,117282;385,9967535;322,0900063;63,90674727;18,7459792;3,408359855
Talcahuano;306,5681435;111,8815699;686,4598016;100,5037831;171,2989008;170,6668015;228,8199339;15,17038236;499,3584192;274,331081;206,0643603;68,26672061;15,80248162;2,528397059
Taltal;37,39436093;14,95774437;635,7041358;44,87323312;74,78872186;157,0563159;314,1126318;44,87323312;501,0844365;358,9858649;344,0281206;14,95774437;14,95774437;0
Temuco;202,2500316;212,229474;1201,192211;181,6258507;287,0752916;434,7710383;258,4675568;39,25247324;888,5030171;298,3853262;237,843376;60,54195025;20,62418085;0,997944235
Teno;108,129362;16,38323667;796,2253023;55,70300469;101,5760674;268,6850814;298,1749074;72,08624136;366,9845015;209,7054294;173,6623087;36,04312068;19,65988401;0
Teodoro Schmidt;19,02225604;6,340752013;234,6078245;0;12,68150403;126,8150403;95,1112802;0;171,2003044;190,2225604;158,5188003;31,70376007;31,70376007;0
Tierra Amarilla;232,6073166;49,34094594;1818,566293;98,68189187;119,8280116;641,4322972;951,5753859;7,048706562;641,4322972;662,5784169;493,4094594;169,1689575;7,048706562;0
Tiltil;294,3131112;28,48191398;1053,830817;75,95177063;151,9035413;389,2528245;417,7347384;18,98794266;246,8432545;412,9877528;318,0480395;94,93971328;37,97588531;9,493971328
Timaukel;0;0;353,3568905;0;0;0;353,3568905;0;0;353,3568905;353,3568905;0;0;0
Tirúa;191,3439636;45,55808656;929,3849658;54,66970387;27,33485194;464,6924829;355,3530752;27,33485194;537,5854214;346,2414579;200,4555809;145,785877;54,66970387;18,22323462
Tocopilla;122,92563;159,0802271;712,245562;68,69373441;75,92465382;347,0841317;198,8502838;21,69275823;520,6261976;502,5488991;412,1624064;90,38649264;10,84637912;0
Toltén;9,925558313;0;218,3622829;29,77667494;19,85111663;49,62779156;119,1066998;0;347,3945409;238,2133995;228,2878412;9,925558313;9,925558313;0
Tomé;135,0058104;52,97696357;593,0002051;47,85016064;32,46975186;268,3026864;223,8703944;20,5072117;581,0376649;370,838745;276,847358;93,99138697;22,21614601;1,708934309
Torres del Paine;100,2004008;0;100,2004008;0;100,2004008;0;0;0;801,6032064;400,8016032;300,6012024;100,2004008;0;0
Tortel;0;0;176,366843;0;176,366843;0;0;0;176,366843;176,366843;176,366843;0;0;0
Traiguén;51,79736869;0;590,4900031;31,07842122;20,71894748;321,1436859;145,0326323;72,51631617;538,6926344;326,3234228;248,6273697;77,69605304;10,35947374;5,179736869
Treguaco;17,64602082;17,64602082;211,7522499;0;17,64602082;105,8761249;88,23010411;0;105,8761249;88,23010411;70,58408329;17,64602082;0;0
Tucapel;33,0709703;0;634,9626298;39,68516436;158,7406575;165,3548515;251,3393743;19,84258218;343,9380911;257,9535684;205,0400159;52,91355248;33,0709703;0
