TASA DE DENUNCIA POR DELITOS DE ROBOS CON VIOLENCIA O INTIMIDACIÓN;;;;;;;;;;;;;;;;;;
SEGÚN UNIDAD TERRITORIAL;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
ORDEN;UN_ADMIN;UNIDAD;Año;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
164;PROVINCIA;Provincia de Talagante;;225,0;213,1;301,6;265,7;248,2;227,5;235,7;184,3;175,3;190,4;174,4;155,0;183,3;176,3;212,9
165;COMUNA;El Monte;;127,0;58,7;159,5;137,2;204,5;197,3;225,7;152,4;107,3;80,5;101,0;115,4;139,8;116,6;152,7
166;COMUNA;Isla de Maipo;;78,5;69,8;110,1;107,3;135,6;123,5;123,8;127,1;127,5;97,3;65,5;93,9;126,4;59,4;106,5
167;COMUNA;Padre Hurtado;;174,2;227,3;354,4;334,0;257,6;221,3;178,4;193,5;164,2;187,0;181,5;176,3;185,7;205,6;360,5
168;COMUNA;Peñaflor;;304,3;237,1;276,2;311,0;283,6;218,1;266,2;192,4;213,7;224,3;199,7;150,4;188,6;199,5;234,0
169;COMUNA;Talagante;;279,8;311,1;446,6;295,4;272,1;306,2;301,7;209,8;193,5;249,9;225,6;191,4;223,4;208,4;136,7
170;REGION;Región del Libertador Gral. Bernardo O’Higgins;;166,0;166,9;212,5;195,1;181,8;164,3;181,7;153,5;155,3;153,3;145,9;146,6;149,9;151,9;153,6
171;PROVINCIA;Provincia de Cachapoal;;209,8;197,5;254,1;231,2;209,9;192,9;201,6;176,3;174,2;174,8;173,0;164,4;172,4;177,1;179,1
172;COMUNA;Codegua;;85,9;67,8;150,6;99,1;57,0;96,5;95,3;188,2;100,8;84,3;53,0;134,7;66,4;109,3;71,9
173;COMUNA;Coinco;;0,0;43,8;57,8;28,6;85,1;56,2;41,7;41,4;13,7;13,6;40,3;66,5;79,0;26,1;51,6
174;COMUNA;Coltauco;;22,8;62,0;50,1;65,9;43,4;48,2;74,0;57,4;25,8;30,6;5,0;54,7;29,4;62,9;33,4
175;COMUNA;Doñihue;;37,8;63,9;52,5;98,4;40,9;65,5;54,6;73,5;96,8;110,0;75,5;55,9;55,2;86,1;125,1
176;COMUNA;Graneros;;192,7;147,9;243,1;198,9;211,7;163,2;192,0;123,9;173,8;153,2;174,7;157,5;126,3;138,5;133,5
177;COMUNA;Las Cabras;;63,6;26,9;22,1;17,4;64,5;33,9;54,4;45,5;53,1;64,6;59,9;39,4;93,4;46,1;53,0
178;COMUNA;Machalí;;56,6;86,3;77,3;88,8;87,5;97,7;76,6;67,6;55,1;69,2;84,4;80,1;112,2;91,5;87,3
179;COMUNA;Malloa;;59,6;52,1;22,3;111,2;73,9;81,1;73,4;58,6;58,4;87,3;43,5;137,3;43,1;78,6;134,9
180;COMUNA;Mostazal;;126,2;68,9;85,2;75,8;187,3;164,5;174,8;104,5;107,3;176,9;241,0;161,3;166,8;194,5;210,3
181;COMUNA;Olivar;;15,4;22,9;45,6;120,8;82,4;59,5;88,6;117,2;58,2;65,0;136,2;78,2;70,5;118,6;103,6
182;COMUNA;Peumo;;13,9;34,7;48,5;41,5;48,4;48,3;41,3;41,2;13,7;41,1;61,5;54,5;40,7;54,0;60,5
183;COMUNA;Pichidegua;;10,7;32,0;26,5;57,8;57,4;15,5;20,6;35,8;50,8;60,5;15,0;29,9;24,7;39,2;19,4
184;COMUNA;Quinta de Tilcoco;;49,7;24,7;32,6;56,6;80,2;23,8;7,9;62,4;54,1;69,0;68,4;82,8;29,8;51,6;43,7
185;COMUNA;Rancagua;;402,3;387,0;516,1;442,8;379,2;356,8;376,1;322,7;330,1;311,0;294,6;284,4;318,5;327,0;325,6
186;COMUNA;Rengo;;136,7;137,2;132,2;154,1;145,4;135,1;154,4;135,6;91,8;134,6;156,5;153,2;99,3;75,6;95,3
187;COMUNA;Requínoa;;152,7;85,3;119,9;121,9;131,6;87,7;97,6;81,4;113,1;93,6;127,8;84,0;103,4;84,8;106,9
188;COMUNA;San Vicente;;95,4;69,1;73,0;74,5;87,1;83,9;54,6;69,2;66,3;59,3;46,1;27,0;49,2;64,8;58,0
189;PROVINCIA;Provincia de Cardenal Caro;;54,3;53,9;46,4;59,8;47,9;40,7;53,7;35,5;39,6;17,5;45,4;57,9;42,4;44,1;56,1
190;COMUNA;La Estrella;;0,0;32,1;0,0;0,0;32,2;32,3;32,3;0,0;32,3;0,0;64,8;64,7;32,3;0,0;32,2
191;COMUNA;Litueche;;67,7;50,4;33,4;49,6;65,5;32,5;32,2;16,0;31,6;0,0;0,0;30,8;15,3;30,2;14,9
192;COMUNA;Marchigüe;;28,0;14,0;27,8;27,7;41,5;41,3;27,4;27,3;0,0;27,1;40,5;40,3;13,4;26,6;13,2
193;COMUNA;Navidad;;34,4;34,0;50,4;66,5;32,9;0,0;48,2;0,0;31,4;31,1;30,8;30,4;15,0;14,9;14,7
194;COMUNA;Paredones;;14,9;15,0;0,0;0,0;15,2;15,3;0,0;15,5;0,0;0,0;0,0;0,0;15,7;31,5;31,5
195;COMUNA;Pichilemu;;102,6;107,8;91,6;117,4;67,7;73,1;104,4;76,9;81,9;24,8;85,3;107,9;88,3;81,0;119,4
196;PROVINCIA;Provincia de Colchagua;;66,5;104,0;129,2;120,3;129,0;107,7;150,7;111,9;124,0;118,6;87,6;112,7;105,5;99,7;98,2
197;COMUNA;Chépica;;0,0;13,6;27,0;13,5;20,1;13,3;26,5;19,8;0,0;26,1;6,5;19,4;57,7;82,8;50,6
198;COMUNA;Chimbarongo;;41,2;61,5;46,6;57,8;103,4;82,8;141,7;84,5;53,2;86,2;77,4;65,9;46,3;75,5;58,8
199;COMUNA;Lolol;;0,0;15,3;15,2;15,1;0,0;0,0;0,0;14,6;0,0;0,0;43,0;28,4;0,0;55,9;27,7
200;COMUNA;Nancagua;;18,1;47,8;53,3;111,6;93,1;86,5;57,1;62,3;50,5;55,6;22,1;43,7;37,8;26,7;63,4
201;COMUNA;Palmilla;;0,0;0,0;8,3;0,0;8,2;8,2;0,0;8,0;16,0;39,6;15,7;23,4;15,5;30,7;45,6
202;COMUNA;Peralillo;;9,7;28,8;95,1;0,0;46,8;27,8;45,9;18,2;36,1;35,8;44,4;79,2;52,3;8,6;25,6
203;COMUNA;Placilla;;23,4;23,3;69,8;58,0;11,6;23,0;34,3;22,8;34,1;11,3;45,1;11,2;55,7;44,3;44,0
204;COMUNA;Pumanque;;0,0;0,0;0,0;0,0;0,0;28,2;28,3;0,0;0,0;28,5;28,4;0,0;56,9;56,8;28,3
205;COMUNA;San Fernando;;158,0;241,0;278,0;248,5;277,5;214,7;308,8;234,4;281,6;243,9;174,6;238,1;227,6;196,4;183,9
206;COMUNA;Santa Cruz;;31,7;45,7;96,2;100,7;55,3;76,6;94,7;72,2;87,3;78,6;51,8;71,7;55,6;49,9;73,9
207;REGION;Región del Maule;;162,5;154,1;144,0;136,7;131,0;98,4;109,8;100,7;93,8;112,5;106,9;113,8;122,4;135,7;144,2
208;PROVINCIA;Provincia de Talca;;271,2;251,6;210,2;163,4;140,0;105,2;115,9;112,6;102,8;132,6;138,4;153,8;157,6;166,0;179,8
209;COMUNA;Constitución;;119,9;115,7;97,0;90,7;12,3;34,9;34,8;51,1;44,8;46,8;54,7;42,4;80,5;56,1;55,8
210;COMUNA;Curepto;;9,3;28,4;19,1;0,0;19,6;9,9;0,0;0,0;0,0;0,0;20,6;51,9;20,9;10,5;0,0
211;COMUNA;Empedrado;;23,2;23,3;46,8;23,5;0,0;0,0;23,6;0,0;0,0;47,6;23,8;71,5;0,0;0,0;23,8
212;COMUNA;Maule;;34,5;35,7;36,6;33,8;75,3;46,7;59,8;76,4;52,6;60,9;57,5;60,5;57,5;76,6;95,7
213;COMUNA;Pelarco;;25,7;0,0;0,0;12,5;37,2;85,9;48,6;12,0;0,0;23,6;23,3;11,5;22,8;45,1;22,3
214;COMUNA;Pencahue;;72,0;0,0;12,0;12,0;23,9;23,9;23,8;47,6;11,9;11,9;0,0;23,6;35,3;23,4;46,7
215;COMUNA;Río Claro;;15,1;45,1;14,9;22,3;14,8;29,3;21,8;43,4;7,2;35,7;49,6;14,0;62,7;27,6;34,2
216;COMUNA;San Clemente;;70,2;54,7;39,5;31,8;38,8;16,8;28,5;28,3;44,4;43,9;34,3;27,2;40,3;42,0;78,7
217;COMUNA;San Rafael;;48,6;60,0;59,4;11,7;69,5;45,8;113,0;22,3;88,2;21,8;86,0;53,1;31,4;103,2;30,5
218;COMUNA;Talca;;428,2;399,6;335,7;259,0;224,3;164,0;178,8;170,0;156,4;209,1;217,6;251,4;248,9;265,2;282,9
219;PROVINCIA;Provincia de Cauquenes;;32,1;25,4;54,1;71,0;42,2;50,5;48,7;15,1;28,4;41,7;26,6;53,0;29,7;62,3;47,3
220;COMUNA;Cauquenes;;32,7;25,7;67,8;84,1;49,0;62,9;67,5;16,3;32,5;51,0;37,0;62,2;27,5;73,1;56,9
221;COMUNA;Chanco;;41,6;41,8;21,0;63,2;21,1;10,6;0,0;10,7;10,7;0,0;0,0;10,7;32,2;21,5;10,7
222;COMUNA;Pelluhue;;15,0;0,0;14,7;0,0;28,6;28,2;0,0;13,8;27,2;40,3;0,0;52,2;38,6;50,8;37,6
223;PROVINCIA;Provincia de Curicó;;87,5;113,8;107,3;119,4;142,5;98,6;134,2;134,8;124,6;117,6;107,4;110,8;138,6;150,9;162,2
224;COMUNA;Curicó;;113,0;177,6;139,3;163,5;195,5;139,5;203,7;211,8;204,8;181,2;162,1;146,7;206,6;224,8;246,9
225;COMUNA;Hualañé;;19,9;79,6;29,9;19,9;0,0;19,9;9,9;9,9;0,0;19,8;19,8;39,6;29,6;9,8;29,4
226;COMUNA;Licantén;;43,1;14,4;57,7;14,4;43,4;43,4;28,9;43,4;0,0;14,5;57,8;57,8;28,8;43,1;28,7
227;COMUNA;Molina;;94,9;86,7;164,3;127,0;183,5;117,0;151,8;69,4;66,3;93,8;77,5;95,6;52,4;80,6;91,6
228;COMUNA;Rauco;;32,3;63,9;42,1;20,8;82,2;20,3;30,1;29,7;9,8;19,3;57,2;75,2;74,2;54,8;45,1
229;COMUNA;Romeral;;44,6;29,4;43,7;86,4;35,6;56,3;13,9;41,2;40,8;73,8;33,1;58,9;83,9;76,3;56,4
230;COMUNA;Sagrada Familia;;104,4;43,9;27,3;76,3;70,6;21,6;16,2;37,6;32,1;0,0;10,6;57,9;73,3;83,2;25,8
231;COMUNA;Teno;;26,0;7,4;25,6;40,0;36,0;17,9;21,3;80,8;41,8;38,0;44,4;71,1;93,8;86,1;108,1
232;COMUNA;Vichuquén;;41,6;0,0;21,3;64,4;0,0;21,8;0,0;0,0;0,0;0,0;22,5;22,6;22,7;0,0;22,8
233;PROVINCIA;Provincia de Linares;;111,6;84,7;106,4;130,1;125,8;98,7;89,7;67,6;63,9;93,0;77,8;71,7;73,9;91,1;93,4
234;COMUNA;Colbún;;52,8;41,8;31,0;46,1;20,2;30,0;19,8;29,3;38,7;76,5;47,2;51,3;23,0;31,8;35,9
235;COMUNA;Linares;;212,5;120,1;194,9;259,7;271,7;198,8;179,8;139,9;132,4;174,3;136,2;119,5;134,6;157,5;130,9
236;COMUNA;Longaví;;51,0;40,6;70,7;46,8;49,8;13,2;29,5;13,0;29,1;28,9;25,5;37,9;40,7;37,2;21,5
237;COMUNA;Parral;;67,7;94,8;96,7;123,2;93,0;102,0;96,5;55,1;47,6;80,3;75,0;86,0;62,2;100,5;129,0
238;COMUNA;Retiro;;5,2;5,2;25,7;25,6;10,2;5,1;15,1;15,0;0,0;24,8;34,5;14,7;19,4;57,8;66,9
239;COMUNA;San Javier;;118,9;141,4;89,9;60,8;60,1;61,6;45,1;35,7;26,5;71,9;68,9;55,3;56,7;64,3;100,3
240;COMUNA;Villa Alegre;;45,2;25,7;6,4;44,4;75,5;43,7;37,2;30,7;30,5;30,2;24,0;23,8;47,1;46,6;63,4
241;COMUNA;Yerbas Buenas;;23,7;5,9;35,1;75,4;28,8;40,0;28,3;28,1;27,9;11,1;21,9;16,3;26,9;26,6;42,1
242;REGION;Región de Ñuble;;124,7;115,4;131,6;104,5;119,8;95,1;111,7;83,2;102,7;99,8;104,8;106,5;107,3;107,5;94,3
243;PROVINCIA;Provincia de Diguillín;;165,5;158,4;180,9;141,0;152,3;118,7;145,1;110,5;132,3;125,4;126,6;124,9;125,1;126,1;112,9
244;COMUNA;Bulnes;;79,3;37,2;60,4;87,9;101,5;32,2;137,3;109,4;63,6;54,4;40,6;63,0;17,9;44,6;66,6
245;COMUNA;Chillán;;241,4;250,8;265,6;197,7;218,2;164,5;193,5;147,0;179,6;181,3;174,4;167,2;179,1;176,4;152,4
246;COMUNA;Chillán Viejo;;129,2;59,0;95,9;74,8;73,1;82,1;69,8;58,1;110,5;98,6;103,2;82,3;71,5;100,8;93,1
247;COMUNA;El Carmen;;23,2;7,8;54,8;31,5;55,3;31,7;63,6;39,9;56,1;16,1;40,3;24,2;8,1;16,2;24,3
248;COMUNA;Pemuco;;0,0;22,6;0,0;34,1;22,8;91,5;103,2;137,9;92,2;69,3;115,6;185,1;220,0;243,1;81,0
249;COMUNA;Pinto;;47,6;28,3;65,6;55,8;73,7;27,4;54,4;36,0;17,8;17,7;17,6;26,1;17,3;0,0;0,0
250;COMUNA;Quillón;;49,4;30,6;96,8;65,9;53,3;93,8;98,6;51,7;85,4;39,5;89,4;99,6;32,9;43,4;80,6
251;COMUNA;San Ignacio;;48,4;24,3;6,1;18,2;18,2;24,3;30,3;30,3;18,2;6,1;12,1;0,0;18,1;0,0;6,0
252;COMUNA;Yungay;;46,0;28,7;97,2;102,5;68,1;56,5;61,8;33,6;55,7;38,8;44,2;71,4;71,1;32,6;59,5
253;PROVINCIA;Provincia de Itata;;58,6;14,3;39,3;39,3;44,7;23,2;30,4;19,6;25,0;19,6;32,1;35,6;64,0;33,7;30,1
254;COMUNA;Cobquecura;;107,3;0,0;36,3;36,6;18,4;18,5;0,0;0,0;18,7;0,0;0,0;0,0;56,7;37,8;0,0
255;COMUNA;Coelemu;;121,1;18,2;60,6;60,6;54,5;18,2;42,3;24,1;36,2;30,1;42,1;48,0;83,8;53,7;47,6
256;COMUNA;Ninhue;;0,0;0,0;0,0;35,5;17,9;0,0;18,0;18,1;0,0;18,3;36,6;0,0;0,0;0,0;36,9
257;COMUNA;Portezuelo;;0,0;0,0;0,0;0,0;19,4;0,0;39,2;0,0;0,0;0,0;20,0;40,1;20,1;0,0;0,0
258;COMUNA;Quirihue;;50,8;33,9;25,4;33,8;42,2;33,7;33,6;25,1;16,7;16,7;25,0;41,5;91,1;57,8;32,9
259;COMUNA;Ránquil;;16,9;0,0;50,4;67,0;116,8;66,4;49,6;49,4;82,1;49,1;65,2;48,7;64,7;16,1;32,1
260;COMUNA;Treguaco;;0,0;18,7;74,5;0,0;18,5;18,4;0,0;0,0;0,0;0,0;18,0;35,9;53,5;0,0;17,6
261;PROVINCIA;Provincia de Punilla;;41,5;44,2;36,3;31,4;63,3;62,9;55,1;35,3;54,5;64,3;76,7;87,2;75,8;88,7;70,3
262;COMUNA;Coihueco;;35,6;31,4;23,4;38,7;42,2;41,9;26,4;22,5;33,5;22,2;22,0;21,9;14,5;17,9;24,9
263;COMUNA;Ñiquén;;0,0;8,6;17,2;8,6;0,0;34,6;8,7;43,3;8,7;17,4;52,1;34,7;147,4;52,0;26,0
264;COMUNA;San Carlos;;49,7;57,2;45,6;35,9;96,0;90,0;80,2;50,1;88,7;108,5;117,1;149,2;106,7;147,5;110,8
265;COMUNA;San Fabián;;25,8;25,4;50,0;0,0;0,0;24,0;23,7;0,0;0,0;22,9;45,3;67,2;22,2;65,8;21,7
266;COMUNA;San Nicolás;;66,9;56,6;37,3;27,6;45,5;27,0;62,4;0,0;8,7;17,3;51,6;8,5;25,3;25,1;49,7
267;REGION;Región del Biobío;;247,9;231,2;322,1;307,5;292,5;218,3;272,5;233,3;245,4;305,8;269,6;280,5;259,3;251,4;226,0
268;PROVINCIA;Provincia de Concepción;;290,4;267,1;383,6;372,3;342,0;261,5;319,6;281,4;294,9;382,0;340,1;367,9;344,6;332,9;287,8
269;COMUNA;Chiguayante;;164,3;113,4;168,8;151,8;199,4;128,4;250,9;212,2;213,5;231,7;200,4;207,3;149,9;203,5;155,3
270;COMUNA;Concepción;;583,6;552,6;750,1;710,6;618,9;413,5;559,6;485,0;540,7;736,7;634,8;687,0;600,2;595,6;473,3
271;COMUNA;Coronel;;294,6;243,2;317,8;322,3;299,9;264,0;263,1;245,2;273,9;356,8;295,6;307,4;367,4;334,1;275,7
272;COMUNA;Florida;;61,1;61,0;69,6;26,0;104,0;60,5;51,7;34,4;25,7;34,2;76,9;76,7;25,5;67,9;42,3
273;COMUNA;Hualpén;;171,2;237,3;427,3;337,0;273,5;180,6;285,4;278,6;257,3;342,6;346,3;371,9;376,7;306,7;292,1
274;COMUNA;Hualqui;;200,9;105,2;76,2;52,8;138,4;144,7;159,2;103,3;146,9;125,1;91,8;138,3;78,3;81,5;123,1
275;COMUNA;Lota;;437,9;302,8;499,0;369,1;401,2;369,6;347,9;280,9;267,0;382,6;249,3;399,8;307,1;263,9;249,0
276;COMUNA;Penco;;142,4;127,6;171,2;245,9;324,2;285,8;284,8;244,8;242,1;263,8;228,3;241,8;255,2;242,3;217,3
277;COMUNA;San Pedro de la Paz;;187,0;238,3;307,9;389,3;294,8;327,6;325,1;272,7;241,0;268,3;275,6;260,0;243,9;259,8;223,1
278;COMUNA;Santa Juana;;29,3;36,4;36,1;28,7;21,4;35,5;56,4;56,1;62,8;55,5;158,9;68,8;137,0;61,4;74,7
279;COMUNA;Talcahuano;;202,2;164,0;274,1;278,8;250,7;181,3;215,6;211,7;224,1;297,1;304,2;317,6;341,7;315,6;306,6
280;COMUNA;Tomé;;52,6;36,1;88,2;121,8;162,2;102,9;95,3;66,7;85,7;146,4;64,2;148,6;96,4;97,8;135,0
281;PROVINCIA;Provincia de Arauco;;90,9;80,3;104,5;113,6;129,0;90,7;109,6;101,6;116,3;125,2;116,0;102,9;110,5;102,7;112,0
282;COMUNA;Arauco;;122,9;89,9;143,8;102,8;59,3;51,0;66,8;71,8;76,9;113,6;102,6;91,8;91,4;67,7;116,7
283;COMUNA;Cañete;;133,5;103,1;102,3;107,4;132,5;108,7;113,6;101,5;106,6;139,5;135,9;137,9;85,1;114,7;138,5
284;COMUNA;Contulmo;;32,8;98,2;49,0;48,9;0,0;64,8;16,2;0,0;16,1;64,2;64,0;63,8;0,0;15,9;79,2
285;COMUNA;Curanilahue;;81,3;72,2;147,4;141,3;252,3;126,0;143,7;182,3;223,9;190,9;154,8;148,6;222,5;174,8;133,0
286;COMUNA;Lebu;;76,2;87,5;75,9;178,1;132,3;113,1;161,7;105,0;138,6;97,2;100,7;55,8;74,3;55,6;48,1
287;COMUNA;Los Álamos;;30,1;19,9;39,3;58,5;120,7;86,1;109,0;89,3;74,7;97,3;64,4;82,1;77,0;117,0;76,0
288;COMUNA;Tirúa;;58,3;87,0;67,3;67,0;57,1;28,4;65,9;28,1;37,4;74,4;148,1;64,5;137,8;100,6;191,3
289;PROVINCIA;Provincia de Biobío;;208,3;205,5;260,7;227,1;237,7;163,9;223,4;168,3;175,8;190,5;156,8;135,2;107,2;108,7;118,3
290;COMUNA;Alto Biobío;;15,4;0,0;0,0;0,0;15,2;0,0;15,1;15,1;75,2;15,0;15,0;14,9;0,0;14,8;14,8
291;COMUNA;Antuco;;73,3;24,4;48,5;48,4;24,1;48,0;23,9;23,8;23,7;71,0;23,6;70,5;0,0;0,0;0,0
292;COMUNA;Cabrero;;83,9;14,4;28,6;77,8;108,6;93,8;106,7;116,1;101,8;97,7;56,9;66,5;62,9;105,3;62,2
293;COMUNA;Laja;;34,3;21,4;81,4;111,2;98,3;68,3;97,9;72,2;42,4;42,4;25,4;59,1;59,0;37,9;92,3
294;COMUNA;Los Ángeles;;368,6;375,3;470,2;370,3;389,9;262,1;358,7;254,6;277,8;308,7;258,1;213,4;162,5;153,6;173,5
295;COMUNA;Mulchén;;62,8;72,7;92,5;135,3;135,1;78,9;160,7;196,4;153,6;104,4;65,1;58,5;110,3;71,2;100,1
296;COMUNA;Nacimiento;;99,5;114,1;106,6;117,5;117,3;65,8;98,5;50,9;36,3;58,0;79,6;54,2;39,6;82,7;75,3
297;COMUNA;Negrete;;53,7;10,6;63,2;62,6;10,3;30,8;30,5;10,1;60,0;19,9;59,3;39,2;48,8;87,3;67,5
298;COMUNA;Quilaco;;24,2;0,0;0,0;24,2;24,2;24,2;0,0;48,3;0,0;24,1;0,0;0,0;0,0;0,0;23,9
299;COMUNA;Quilleco;;28,7;9,6;9,7;48,8;19,6;19,7;19,7;9,9;39,6;9,9;9,9;49,8;19,9;10,0;39,9
300;COMUNA;San Rosendo;;0,0;0,0;25,7;51,9;78,6;52,8;53,1;53,4;0,0;54,1;27,2;54,6;0,0;27,5;0,0
301;COMUNA;Santa Bárbara;;43,4;86,5;93,4;71,5;106,8;141,7;134,1;126,5;98,1;118,8;48,7;27,7;27,7;27,6;13,7
302;COMUNA;Tucapel;;29,2;0,0;7,2;35,6;91,8;70,1;55,6;48,3;54,9;75,0;40,6;47,1;33,5;59,9;33,1
303;COMUNA;Yumbel;;60,7;42,0;37,3;97,7;46,4;32,4;41,5;18,4;41,4;64,2;77,7;73,0;27,3;63,6;40,8
304;REGION;Región de La Araucanía;;93,5;105,9;123,1;112,6;120,4;117,1;126,5;110,5;123,6;138,0;137,6;135,9;123,5;124,6;109,8
305;PROVINCIA;Provincia de Cautín;;99,3;114,2;133,7;121,5;129,9;131,4;140,3;120,0;138,2;149,8;150,4;144,5;133,2;134,6;116,1
306;COMUNA;Carahue;;50,3;77,8;43,0;47,1;39,3;90,6;67,0;39,5;51,3;43,5;47,4;35,5;35,5;27,6;51,1
307;COMUNA;Cholchol;;18,8;37,3;18,4;9,1;99,1;17,8;35,2;43,6;0,0;17,1;8,5;16,8;66,5;24,7;49,0
308;COMUNA;Cunco;;0,0;5,4;38,1;10,9;11,0;22,1;27,7;55,4;61,1;66,7;44,5;33,4;27,8;38,9;16,6
309;COMUNA;Curarrehue;;13,9;0,0;54,9;0,0;0,0;27,0;13,4;53,3;13,3;39,6;13,1;0,0;26,0;25,9;0,0
310;COMUNA;Freire;;40,3;64,5;60,4;40,2;68,3;44,1;68,0;75,8;35,9;107,5;59,6;75,3;63,3;35,5;59,1
311;COMUNA;Galvarino;;7,8;31,2;46,9;31,4;62,8;7,9;39,4;7,9;15,8;15,8;55,4;31,7;7,9;31,7;39,6
312;COMUNA;Gorbea;;90,2;38,9;65,1;71,8;45,8;65,6;39,4;52,6;59,3;72,6;85,8;92,4;66,1;46,2;72,6
313;COMUNA;Lautaro;;120,7;36,9;59,0;69,4;85,1;100,4;72,4;42,5;60,4;41,6;64,4;30,6;55,5;70,0;74,3
314;COMUNA;Loncoche;;70,4;53,9;20,7;20,7;49,6;41,2;61,7;53,4;86,1;69,6;110,3;110,1;109,9;125,9;97,2
315;COMUNA;Melipeuco;;0,0;0,0;0,0;16,8;16,8;16,7;16,6;16,5;0,0;65,5;97,9;48,7;16,2;0,0;0,0
316;COMUNA;Nueva Imperial;;105,7;95,7;38,1;50,5;47,1;65,5;90,0;43,2;79,8;73,3;54,7;66,5;66,1;95,7;71,4
317;COMUNA;Padre Las Casas;;82,4;79,5;97,3;82,6;118,3;100,9;109,0;77,4;93,7;135,9;149,5;115,4;81,0;79,9;103,6
318;COMUNA;Perquenco;;14,7;29,3;29,2;0,0;72,4;14,4;43,0;28,6;56,9;56,7;42,3;0,0;28,0;13,9;83,4
319;COMUNA;Pitrufquén;;77,2;89,4;63,4;29,3;58,2;61,8;49,1;56,8;56,4;84,0;47,6;82,8;109,6;73,8;69,5
320;COMUNA;Pucón;;80,6;87,2;89,5;79,8;35,2;80,7;90,7;85,5;69,6;75,8;64,1;80,9;69,5;58,3;61,1
321;COMUNA;Saavedra;;0,0;21,9;14,7;14,9;45,0;30,2;22,8;53,4;46,0;46,2;38,6;46,5;15,5;7,8;23,4
322;COMUNA;Temuco;;159,9;201,7;246,4;229,0;238,6;245,7;257,2;220,3;262,8;272,8;278,7;273,0;250,5;260,5;202,3
323;COMUNA;Teodoro Schmidt;;12,7;12,7;0,0;19,1;19,1;25,5;31,8;6,4;12,7;38,2;44,5;50,9;6,4;44,4;19,0
324;COMUNA;Toltén;;27,2;0,0;37,1;18,8;9,5;9,5;38,4;9,7;0,0;9,8;29,4;0,0;29,6;0,0;9,9
325;COMUNA;Vilcún;;12,3;24,3;24,0;19,7;54,2;26,7;60,1;73,9;61,9;75,3;31,8;38,2;61,5;37,0;26,4
326;COMUNA;Villarrica;;98,4;124,8;173,9;146,6;87,5;77,0;94,6;95,3;88,9;80,8;74,6;75,6;67,9;56,9;70,0
327;PROVINCIA;Provincia de Malleco;;73,9;77,3;86,3;81,4;87,0;66,8;77,6;76,4;71,1;95,5;91,0;104,4;88,1;87,9;86,7
328;COMUNA;Angol;;120,7;168,6;154,1;109,1;98,9;88,8;118,3;108,2;129,9;119,9;135,7;144,1;119,7;144,3;113,0
329;COMUNA;Collipulli;;71,5;62,7;91,4;152,7;147,5;109,9;113,2;88,3;59,9;99,2;106,4;141,0;175,2;123,8;123,1
330;COMUNA;Curacautín;;5,7;5,7;17,0;22,6;33,8;0,0;22,4;16,8;16,8;16,7;27,8;22,2;44,3;33,2;27,6
331;COMUNA;Ercilla;;0,0;66,8;11,2;79,3;57,1;0,0;92,3;139,1;58,2;81,8;128,9;340,8;259,0;271,2;224,4
332;COMUNA;Lonquimay;;0,0;0,0;18,9;9,4;9,4;28,1;0,0;18,6;0,0;9,2;0,0;36,7;9,1;0,0;9,1
333;COMUNA;Los Sauces;;12,8;25,7;51,8;26,0;78,4;39,3;92,0;39,5;13,2;119,2;53,1;132,8;79,7;13,3;93,1
334;COMUNA;Lumaco;;62,9;9,1;0,0;28,0;18,8;19,0;19,1;0,0;9,7;9,7;19,6;29,5;29,6;9,9;9,9
335;COMUNA;Purén;;30,8;62,3;31,4;7,9;23,9;56,0;48,2;24,2;64,8;97,5;32,6;32,7;32,7;65,5;49,2
336;COMUNA;Renaico;;61,1;50,6;0,0;20,0;29,7;78,7;97,7;58,2;67,5;201,2;133,3;113,5;28,2;102,9;111,5
337;COMUNA;Traiguén;;66,4;30,8;46,3;46,4;87,9;67,3;67,4;72,6;67,5;83,1;83,1;109,0;72,6;36,3;51,8
338;COMUNA;Victoria;;123,8;86,5;158,6;135,5;146,8;86,2;63,1;108,8;77,2;120,0;102,6;56,9;45,4;53,8;84,8
339;REGION;Región de Los Ríos;;121,2;134,4;178,2;135,2;109,5;96,0;119,6;104,6;79,1;86,8;85,3;89,6;96,4;85,8;86,8
340;PROVINCIA;Provincia de Valdivia;;140,3;151,7;207,4;150,2;120,7;111,9;132,6;120,8;88,7;101,9;100,2;105,8;113,6;103,2;105,1
341;COMUNA;Corral;;36,6;36,7;0,0;0,0;18,4;18,4;36,8;18,4;36,8;18,4;18,4;0,0;18,4;0,0;18,4
342;COMUNA;Lanco;;38,1;50,4;62,5;55,8;67,7;79,3;60,5;36,0;11,9;59,2;23,5;40,8;23,2;51,7;74,2
343;COMUNA;Los Lagos;;82,8;107,5;34,3;132,5;34,4;49,1;78,6;44,2;34,3;49,1;24,5;53,9;44,1;53,8;73,2
344;COMUNA;Máfil;;81,7;81,9;95,7;68,4;54,7;41,0;54,6;0,0;0,0;27,2;68,1;68,0;54,3;13,6;27,1
345;COMUNA;Mariquina;;36,0;50,8;40,1;24,7;68,3;77,0;52,3;51,6;60,3;50,4;49,9;94,2;71,0;39,5;91,2
